ProblemName,Seed,T_useinf-b_usebound_b,T_useinf-b_usebound_b-no-vbound,N_useinf-b_usebound_b,N_useinf-b_usebound_b-no-vbound,DI_useinf-b_usebound_b,DI_useinf-b_usebound_b-no-vbound,Gap_useinf-b_usebound_b,Gap_useinf-b_usebound_b-no-vbound,GapQ_useinf-b_usebound_b,GapQ_useinf-b_usebound_b-no-vbound,TQ_useinf-b_usebound_b,TQ_useinf-b_usebound_b-no-vbound,NQ_useinf-b_usebound_b,NQ_useinf-b_usebound_b-no-vbound,DIQ_useinf-b_usebound_b,DIQ_useinf-b_usebound_b-no-vbound
nexp-150-20-8-5,1,3635.13,2864.29,7166,3863,4654.249298917741,4511.090671645015,0.0,0.0,0.0,0.0,1.269120794332976,1.0,1.8550349469324359,1.0,1.0317348148580932,1.0
pg,0,101.85,99.44,2687,2781,414.55623662628653,407.9250838301522,0.0,0.0,0.0,0.0,1.02423572003218,1.0,0.9661992089176555,1.0,1.0162558103411345,1.0
pg,1,86.23,80.58,1372,794,403.30126808727306,406.4358090201599,0.0,0.0,0.0,0.0,1.0701166542566394,1.0,1.7279596977329974,1.0,0.9922877343400336,1.0
pg,2,107.44,88.23,2311,848,386.20445054539334,418.3234222684176,0.0,0.0,0.0,0.0,1.2177263969171483,1.0,2.7252358490566038,1.0,0.9232197624774281,1.0
pg5_34,0,1173.22,1151.97,148717,139447,335.5787683169813,320.3273296686319,0.0,0.0,0.0,0.0,1.0184466609373508,1.0,1.0664768693482112,1.0,1.047612043168863,1.0
pg5_34,1,1134.07,1522.31,144543,172430,385.6941524919923,373.73900361817147,0.0,0.0,0.0,0.0,0.7449665311270371,1.0,0.8382706025633591,1.0,1.031987961540227,1.0
pg5_34,2,1085.15,994.39,121673,128293,315.6171297911395,255.85443264336988,0.0,0.0,0.0,0.0,1.0912720361226482,1.0,0.9483993670738076,1.0,1.2335808550601568,1.0
piperout-08,0,797.03,515.83,130,71,1227.7038103234577,1237.7143057054896,0.0,0.0,0.0,0.0,1.5451408409747396,1.0,1.8309859154929577,1.0,0.9919121114332391,1.0
piperout-08,1,606.54,659.36,552,1079,1437.5890048378715,1437.5713566030947,0.0,0.0,0.0,0.0,0.9198920165008493,1.0,0.5115848007414272,1.0,1.0000122764234942,1.0
piperout-08,2,923.85,1256.04,596,962,1457.6838990844028,1462.6878973251767,0.0,0.0,0.0,0.0,0.7355259386643738,1.0,0.6195426195426196,1.0,0.9965789022730518,1.0
piperout-27,2,332.32,236.88,72,87,2233.87976304776,2228.6743826932548,0.0,0.0,0.0,0.0,1.40290442418102,1.0,0.8275862068965517,1.0,1.002335639694577,1.0
ran14x18-disj-8,0,2109.62,1872.99,656920,682276,4720.022399515085,4472.3075460668115,0.0,0.0,0.0,0.0,1.1263381011110576,1.0,0.9628361542836037,1.0,1.055388599933412,1.0
ran14x18-disj-8,1,1785.31,1372.27,564900,416671,4187.8742715517255,3414.0292583512914,0.0,0.0,0.0,0.0,1.3009903298913479,1.0,1.3557459002426375,1.0,1.2266661925370084,1.0
ran14x18-disj-8,2,1694.59,2082.12,593570,785350,4183.58199137931,5144.982230334053,0.0,0.0,0.0,0.0,0.8138772020824928,1.0,0.7558031450945438,1.0,0.8131382780514829,1.0
reblock115,0,4390.48,5110.88,704168,779543,1478.2679172660025,1609.5275048521514,0.0,0.0,0.0,0.0,0.859045800331841,1.0,0.9033087334502394,1.0,0.9184483724630688,1.0
reblock115,1,6605.46,5854.84,882785,786695,1973.6116948011038,1843.8808085547103,0.0,0.0,0.0,0.0,1.128205040615969,1.0,1.1221439058339,1.0,1.0703575229182414,1.0
reblock115,2,5894.68,4579.73,832788,661438,1732.8197741363647,1520.5498273260334,0.0,0.0,0.0,0.0,1.2871239134184769,1.0,1.2590567823439234,1.0,1.1396007832138058,1.0
rocI-4-11,0,638.21,636.15,12970,12127,29120.536456756792,29023.098446131906,0.0,0.0,0.0,0.0,1.0032382299772067,1.0,1.0695143069184465,1.0,1.0033572573516139,1.0
rocI-4-11,1,1001.8,890.92,17602,15544,45696.66887057146,40654.51926363249,0.0,0.0,0.0,0.0,1.1244556189107888,1.0,1.1323983530622748,1.0,1.1240243323071202,1.0
rocI-4-11,2,498.07,480.74,9550,8974,22732.554795173884,21942.85054653256,0.0,0.0,0.0,0.0,1.0360485917543787,1.0,1.0641854245598394,1.0,1.035989136733473,1.0
roll3000,1,38.91,55.83,2149,3453,99.82461440423535,121.94855208002967,0.0,0.0,0.0,0.0,0.6969371305749597,1.0,0.6223573704025485,1.0,0.8185797428634058,1.0
roll3000,2,60.26,37.3,3736,2319,131.74724226888856,94.41549425254617,0.0,0.0,0.0,0.0,1.615549597855228,1.0,1.6110392410521777,1.0,1.3953985340211852,1.0
seymour1,0,90.45,73.25,1627,1554,98.1624287543035,90.88609230907788,0.0,0.0,0.0,0.0,1.2348122866894198,1.0,1.046975546975547,1.0,1.0800599548331429,1.0
supportcase26,1,5238.22,3841.51,6761735,5550476,42136.51904782413,33150.334938878616,0.0,0.0,0.0,0.0,1.363583590827565,1.0,1.218226148532126,1.0,1.271073704851366,1.0
supportcase26,2,4487.28,6080.5,5497025,7794727,39451.952276387834,51071.8372448511,0.0,0.0,0.0,0.0,0.737978784639421,1.0,0.7052235440702413,1.0,0.7724795974588765,1.0
supportcase33,0,1598.38,1500.01,12756,11787,20589.541389960836,20848.500345204175,0.0,0.0,0.0,0.0,1.0655795628029148,1.0,1.0822092135403412,1.0,0.9875790128327907,1.0
supportcase33,1,1600.98,3162.8,7176,24151,23597.50395015502,40117.705665111345,0.0,0.0,0.0,0.0,0.5061907170861262,1.0,0.297130553600265,1.0,0.5882067171821533,1.0
supportcase33,2,682.16,1337.69,3786,7556,9453.6831174386,16921.210353036095,0.0,0.0,0.0,0.0,0.5099537261996426,1.0,0.5010587612493382,1.0,0.5586883514950436,1.0
supportcase40,0,786.5,788.54,6335,6258,1835.499252353049,1745.1476268999768,0.0,0.0,0.0,0.0,0.997412940370812,1.0,1.012304250559284,1.0,1.0517730557921738,1.0
supportcase40,1,946.94,1223.53,7991,11722,2192.5045664375266,2606.1601408587658,0.0,0.0,0.0,0.0,0.7739409740668395,1.0,0.6817096058693056,1.0,0.841277760358604,1.0
supportcase7,1,193.62,193.14,45,47,2398.1424919217116,2397.1740930204674,0.0,0.0,0.0,0.0,1.0024852438645544,1.0,0.9574468085106383,1.0,1.0004039752073342,1.0
swath1,0,21.09,22.03,281,438,261.84366437022675,251.9650878557717,0.0,0.0,0.0,0.0,0.9573309123921924,1.0,0.6415525114155252,1.0,1.0392061320817179,1.0
swath1,1,17.34,16.68,245,227,227.21935845890266,225.56261412995673,0.0,0.0,0.0,0.0,1.039568345323741,1.0,1.079295154185022,1.0,1.0073449420478493,1.0
swath1,2,19.82,18.37,292,266,247.56353363772197,232.82906641118308,0.0,0.0,0.0,0.0,1.0789330430048993,1.0,1.0977443609022557,1.0,1.0632844835640813,1.0
swath3,0,226.2,242.86,28316,33006,1821.0849870830593,1864.1735209351082,0.0,0.0,0.0,0.0,0.9314008070493287,1.0,0.8579046234018057,1.0,0.9768859854685444,1.0
swath3,1,182.91,180.43,21837,21033,1366.3576742147566,1400.1719454845022,0.0,0.0,0.0,0.0,1.0137449426370337,1.0,1.0382256454143488,1.0,0.975849915163066,1.0
swath3,2,427.45,417.85,74192,70960,3250.751069608749,3184.3768324669904,0.0,0.0,0.0,0.0,1.0229747517051573,1.0,1.0455467869222097,1.0,1.0208437131136698,1.0
timtab1,0,73.73,68.29,64175,57181,984.6586518596392,994.0364797612883,0.0,0.0,0.0,0.0,1.079660272367843,1.0,1.12231335583498,1.0,0.9905659117219711,1.0
timtab1,1,67.9,73.22,51540,55234,931.5505124403091,1021.0340050367953,0.0,0.0,0.0,0.0,0.9273422562141492,1.0,0.9331209037911431,1.0,0.9123599290963268,1.0
timtab1,2,70.92,76.52,55054,60784,930.4513441914713,967.6870817707761,0.0,0.0,0.0,0.0,0.92681651855724,1.0,0.9057317715188208,1.0,0.9615208900885946,1.0
tr12-30,0,606.97,864.04,423661,604848,76.46148580354655,103.08411589941495,0.0,0.0,0.0,0.0,0.7024790518957457,1.0,0.7004420945427612,1.0,0.7417387745572206,1.0
tr12-30,1,650.32,708.84,475420,522569,68.06324466293009,73.38387240038017,0.0,0.0,0.0,0.0,0.9174425822470516,1.0,0.9097745943597879,1.0,0.9274959529469786,1.0
tr12-30,2,397.52,516.81,213946,295635,47.14426016110756,59.24037489662811,0.0,0.0,0.0,0.0,0.7691801629225441,1.0,0.7236829198166658,1.0,0.7958129948261173,1.0
unitcal_7,1,298.12,296.79,180,176,672.3522624655749,677.4020044854279,0.0,0.0,0.0,0.0,1.0044812830620977,1.0,1.0227272727272727,1.0,0.9925454279933982,1.0
wachplan,1,3419.67,3644.81,302179,333384,38067.444444444445,40569.0,0.0,0.0,0.0,0.0,0.9382299763224969,1.0,0.9063992273174477,1.0,0.9383382495118057,1.0
