ProblemName,Seed,T_combined,T_combined-no-flowcover-no-mir,N_combined,N_combined-no-flowcover-no-mir,DI_combined,DI_combined-no-flowcover-no-mir,Gap_combined,Gap_combined-no-flowcover-no-mir,GapQ_combined,GapQ_combined-no-flowcover-no-mir,TQ_combined,TQ_combined-no-flowcover-no-mir,NQ_combined,NQ_combined-no-flowcover-no-mir,DIQ_combined,DIQ_combined-no-flowcover-no-mir
fastxgemm-n2r6s0t2,1,4017.11,2081.0,1012967,481982,236190.0877195652,133442.52422173915,0.0,0.0,0.0,0.0,1.930374819798174,1.0,2.1016697719001955,1.0,1.7699761683696285,1.0
fastxgemm-n2r6s0t2,2,3129.08,3463.31,769500,800783,211406.1993217391,260537.51887826086,0.0,0.0,0.0,0.0,0.9034940562640942,1.0,0.9609344853724417,1.0,0.8114232461871301,1.0
fhnw-binpack4-4,0,7200.0,7200.0,14733968,15353678,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.959637684208305,1.0,1.0,1.0
fhnw-binpack4-4,1,7200.0,7200.0,13981261,13725022,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0186694782711458,1.0,1.0,1.0
fhnw-binpack4-4,2,7200.0,7200.0,11607995,11634465,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9977248631544295,1.0,1.0,1.0
fhnw-binpack4-48,0,7200.0,7200.0,4040499,4061123,15.0,15.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9949216017342987,1.0,1.0,1.0
fhnw-binpack4-48,1,7200.0,7200.0,3525851,3518315,20.0,15.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.002141934420312,1.0,1.3333333333333333,1.0
fhnw-binpack4-48,2,7200.0,7200.0,3413924,3409002,20.0,20.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.001443824321605,1.0,1.0,1.0
fiball,0,465.55,467.24,4111,4111,249.44762318840577,249.44762318840577,0.0,0.0,0.0,0.0,0.9963830151528122,1.0,1.0,1.0,1.0,1.0
fiball,1,447.14,449.57,3521,3521,229.8099420289855,229.20289855072463,0.0,0.0,0.0,0.0,0.9945948350646173,1.0,1.0,1.0,1.0026484982611445,1.0
fiball,2,499.03,500.19,5672,5672,224.38405797101447,234.20289855072463,0.0,0.0,0.0,0.0,0.9976808812651192,1.0,1.0,1.0,0.958075495049505,1.0
gen-ip002,0,1315.68,1418.2,5856334,6087223,508.2774467047354,547.2541143900503,0.0,0.0,0.0,0.0,0.9277111831899592,1.0,0.9620698962400425,1.0,0.9287777530393593,1.0
gen-ip002,1,1295.56,1287.18,5478569,5462632,494.6164580802605,491.2244363878288,0.0,0.0,0.0,0.0,1.0065103559719697,1.0,1.0029174581044449,1.0,1.006905238097222,1.0
gen-ip002,2,1271.92,1263.62,5583912,5583755,491.4221079150391,487.4303909885931,0.0,0.0,0.0,0.0,1.006568430382552,1.0,1.000028117279501,1.0,1.0081893066174026,1.0
gen-ip054,0,3047.64,3377.24,15245360,17017459,1519.5676472901296,1649.662208204416,0.0,0.0,0.0,0.0,0.9024055145621869,1.0,0.8958658281474338,1.0,0.9211386668935766,1.0
gen-ip054,1,2530.93,2379.4,12476019,11995879,1305.3634888918657,1216.7269941637312,0.0,0.0,0.0,0.0,1.063684122047575,1.0,1.0400254120602583,1.0,1.072848301347218,1.0
gen-ip054,2,3381.24,3269.89,16438070,16034948,1711.353184130085,1643.9755680935514,0.0,0.0,0.0,0.0,1.0340531332858292,1.0,1.0251402124908668,1.0,1.0409845604425063,1.0
germanrr,0,7200.0,7200.0,3418,3402,4710.699642738378,4716.897587530043,1.46,1.46,1.0,1.0,1.0,1.0,1.004703115814227,1.0,0.9986860124315503,1.0
germanrr,1,7200.0,7200.0,2851,2854,4216.197227270304,4215.986046330785,2.11,2.11,1.0,1.0,1.0,1.0,0.9989488437281009,1.0,1.0000500905214578,1.0
germanrr,2,7200.0,7200.0,3559,3562,4330.031044119971,4329.979185007522,1.94,1.94,1.0,1.0,1.0,1.0,0.9991577765300393,1.0,1.0000119767579088,1.0
gfd-schedulen180f7d50m30k18,0,7200.0,7200.0,4,4,7000.0,6950.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0071942446043165,1.0
gfd-schedulen180f7d50m30k18,1,7200.0,7200.0,8,8,6600.0,6600.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gfd-schedulen180f7d50m30k18,2,7200.0,7200.0,10,10,6750.0,6700.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.007462686567164,1.0
glass-sc,0,2655.26,2682.48,241329,241329,38823.640581304346,39197.52895260869,0.0,0.0,0.0,0.0,0.9898526736452835,1.0,1.0,1.0,0.9904614300621758,1.0
glass-sc,1,3214.67,3214.72,289206,289206,46758.05088173914,46749.20335130435,0.0,0.0,0.0,0.0,0.999984446545889,1.0,1.0,1.0,1.000189255212935,1.0
glass-sc,2,2819.06,2814.93,251112,251112,41733.04491782608,41657.06486652175,0.0,0.0,0.0,0.0,1.001467176803686,1.0,1.0,1.0,1.0018239415462369,1.0
glass4,0,4008.75,4034.07,2705421,3057251,115238.12619050834,113394.91773519712,0.0,0.0,0.0,0.0,0.993723460425823,1.0,0.8849194913992996,1.0,1.0162547713083185,1.0
glass4,1,2392.84,1869.97,1888717,1494449,65192.70388069259,53906.77802741405,0.0,0.0,0.0,0.0,1.2796141114563335,1.0,1.2638216493169054,1.0,1.20936005204279,1.0
glass4,2,2212.84,2101.4,1599046,1854280,59809.337062710845,56681.74649374515,0.0,0.0,0.0,0.0,1.053031312458361,1.0,0.8623541212761827,1.0,1.0551780910510729,1.0
gmu-35-40,0,7200.0,7200.0,2051936,2049300,58.13814021762059,58.136286896701215,0.05,0.05,1.0,1.0,1.0,1.0,1.0012862928804958,1.0,1.00003187890074,1.0
gmu-35-40,1,7200.0,7200.0,2099939,2081244,58.13639906526146,58.13639906526146,0.03,0.03,1.0,1.0,1.0,1.0,1.0089826084783908,1.0,1.0,1.0
gmu-35-40,2,7200.0,7200.0,1381092,1310351,58.13654666623216,58.138904127370665,0.03,0.03,1.0,1.0,1.0,1.0,1.0539862983277,1.0,0.9999594512285036,1.0
gmu-35-50,0,7200.0,7200.0,1317781,1327256,45.262082517373045,54.97806778830878,0.02,0.02,1.0,1.0,1.0,1.0,0.9928612114015684,1.0,0.8232752502625809,1.0
gmu-35-50,1,7200.0,7200.0,1247342,1247462,45.26203970027074,45.26182561475923,0.03,0.03,1.0,1.0,1.0,1.0,0.9999038046850325,1.0,1.0000047299354058,1.0
gmu-35-50,2,7200.0,7200.0,1016723,1018626,45.261568712145426,45.261996883168436,0.04,0.04,1.0,1.0,1.0,1.0,0.998131797146352,1.0,0.999990540164984,1.0
graph20-20-1rand,0,7200.0,7200.0,6171,6111,464001.5886660029,464038.5425394714,163.73,163.83,0.9993896111823231,1.0,1.0,1.0,1.0098183603338242,1.0,0.9999203646462936,1.0
graph20-20-1rand,1,7200.0,7200.0,8277,8260,469870.5036483849,469870.2130904781,165.38,165.38,1.0,1.0,1.0,1.0,1.0020581113801452,1.0,1.000000618379073,1.0
graph20-20-1rand,2,7200.0,7200.0,7513,7489,487571.87332108506,487573.08747425984,172.66,172.66,1.0,1.0,1.0,1.0,1.0032047002269997,1.0,0.999997509802723,1.0
graphdraw-domain,0,1010.47,1014.34,1823083,1788814,16022.469596159708,16298.0309671848,0.0,0.0,0.0,0.0,0.9961847112408069,1.0,1.0191573858433576,1.0,0.9830923519792102,1.0
graphdraw-domain,1,1122.85,1180.52,1941578,1989742,17974.215538961696,18641.61523417657,0.0,0.0,0.0,0.0,0.9511486463592315,1.0,0.9757938466394136,1.0,0.9641983976800842,1.0
graphdraw-domain,2,1664.67,1675.1,2907888,2907888,23908.33903586305,24050.9257213248,0.0,0.0,0.0,0.0,0.9937735060593398,1.0,1.0,1.0,0.9940714678880188,1.0
h80x6320d,0,69.54,69.46,4,4,184.3321510069643,179.32645226247934,0.0,0.0,0.0,0.0,1.00115174200979,1.0,1.0,1.0,1.0279138893416468,1.0
h80x6320d,1,86.17,86.02,10,10,215.91991323207472,215.01882400105276,0.0,0.0,0.0,0.0,1.001743780516159,1.0,1.0,1.0,1.0041907457879946,1.0
h80x6320d,2,86.62,85.29,5,5,191.99173479509176,189.83335692217895,0.0,0.0,0.0,0.0,1.0155938562551294,1.0,1.0,1.0,1.011369855687679,1.0
highschool1-aigio,0,7200.0,7200.0,1,1,360000.0,360050.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9998611303985557,1.0
highschool1-aigio,1,7200.0,7200.0,1,1,360000.0,360000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
highschool1-aigio,2,7200.0,7200.0,1,1,360000.0,360000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hypothyroid-k1,0,20.04,19.94,1,1,998.4233445699264,993.2522741092217,0.0,0.0,0.0,0.0,1.005015045135406,1.0,1.0,1.0,1.0052062004744386,1.0
hypothyroid-k1,1,19.99,19.86,1,1,993.2527054995683,988.0812036485172,0.0,0.0,0.0,0.0,1.0065458207452165,1.0,1.0,1.0,1.0052338834419228,1.0
hypothyroid-k1,2,20.16,19.91,1,1,1003.5944150306309,988.0816350388637,0.0,0.0,0.0,0.0,1.0125565042692115,1.0,1.0,1.0,1.0156998970952,1.0
ic97_potential,0,7200.0,7200.0,7214792,7119448,7224.527920091343,6895.459250380538,0.84,0.78,1.0769230769230769,1.0,1.0,1.0,1.013392049495972,1.0,1.0477225167696618,1.0
ic97_potential,1,7200.0,7200.0,6107856,6496840,7025.015106544901,6206.987453069511,0.75,0.63,1.1904761904761905,1.0,1.0,1.0,0.9401272003004537,1.0,1.1317914140572098,1.0
ic97_potential,2,7200.0,7200.0,7579116,7458325,8020.704287163875,7813.107904616949,0.86,0.81,1.0617283950617282,1.0,1.0,1.0,1.0161954594362674,1.0,1.0265702694857513,1.0
icir97_tension,0,7200.0,7200.0,3185773,3094293,1037.4060235294119,1226.098356078429,0.07,0.09,0.7777777777777779,1.0,1.0,1.0,1.0295641039811032,1.0,0.8461034291306502,1.0
icir97_tension,1,7200.0,5939.53,2776552,2269531,962.1043945098027,834.4406992941183,0.05,0.0,inf,0.0,1.212217128291296,1.0,1.2234034256416855,1.0,1.1529931309962222,1.0
icir97_tension,2,7200.0,7200.0,2729235,3113728,1091.0180180392163,1219.9581482352942,0.08,0.11,0.7272727272727273,1.0,1.0,1.0,0.8765168312710679,1.0,0.8943077429479088,1.0
irish-electricity,0,7200.0,7200.0,93,93,99280.95293235402,99416.72909822549,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9986342724498879,1.0
irish-electricity,1,7200.0,7200.0,1317,1359,94203.91629156462,94592.70956897808,18.43,26.6,0.6928571428571428,1.0,1.0,1.0,0.9690949227373068,1.0,0.9958898177334696,1.0
irish-electricity,2,7200.0,7200.0,1333,1333,98105.37094188498,97966.63027203904,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.001416203348637,1.0
irp,0,12.51,12.53,6,6,136.1199738745196,141.1254092569573,0.0,0.0,0.0,0.0,0.9984038308060654,1.0,1.0,1.0,0.9645320044859961,1.0
irp,1,12.05,12.07,4,4,136.1367577775561,136.13647816063084,0.0,0.0,0.0,0.0,0.9983429991714996,1.0,1.0,1.0,1.0000020539456365,1.0
irp,2,12.58,12.62,5,5,136.1371925077811,136.13441783133135,0.0,0.0,0.0,0.0,0.9968304278922346,1.0,1.0,1.0,1.0000203818879454,1.0
istanbul-no-cutoff,0,154.02,154.51,347,347,4154.504063298898,4173.719630195826,0.0,0.0,0.0,0.0,0.9968286842275582,1.0,1.0,1.0,0.9953960570906804,1.0
istanbul-no-cutoff,1,166.34,166.45,245,245,4386.7845191557135,4391.956882189008,0.0,0.0,0.0,0.0,0.9993391408831482,1.0,1.0,1.0,0.9988223101519347,1.0
istanbul-no-cutoff,2,285.14,286.4,475,475,6591.160704164574,6615.731143410334,0.0,0.0,0.0,0.0,0.9956005586592179,1.0,1.0,1.0,0.9962860583791658,1.0
k1mushroom,0,1897.56,1889.56,7,7,84365.63813533215,83661.66358863204,0.0,0.0,0.0,0.0,1.0042337898770084,1.0,1.0,1.0,1.0084145415773893,1.0
k1mushroom,1,1583.93,1594.37,11,11,75705.45605371479,76414.95469938443,0.0,0.0,0.0,0.0,0.9934519590810165,1.0,1.0,1.0,0.9907151859415373,1.0
k1mushroom,2,1321.29,1318.45,3,3,73506.28329740443,73282.89402290291,0.0,0.0,0.0,0.0,1.0021540445219765,1.0,1.0,1.0,1.0030483140367206,1.0
lectsched-5-obj,0,7200.0,7200.0,148725,173223,270186.04174583335,270186.41674583335,166.67,153.33,1.0870018913454638,1.0,1.0,1.0,0.8585753623941393,1.0,0.9999986120693833,1.0
lectsched-5-obj,1,7200.0,7200.0,130812,129184,270178.3333875,270182.07644375,120.0,106.67,1.1249648448485985,1.0,1.0,1.0,1.0126021798365124,1.0,0.999986146171133,1.0
lectsched-5-obj,2,7200.0,7200.0,64923,63608,270185.68755625,270181.9445,126.67,133.33,0.9500487512187804,1.0,1.0,1.0,1.0206735001886555,1.0,1.0000138538356327,1.0
leo1,0,7200.0,7200.0,80819,80654,24871.092481331616,24871.067726372425,6.11,6.11,1.0,1.0,1.0,1.0,1.0020457757829742,1.0,1.0000009953315823,1.0
leo1,1,7200.0,7200.0,34905,34868,26343.582167507375,26343.582167507375,7.14,7.14,1.0,1.0,1.0,1.0,1.0010611448892968,1.0,1.0,1.0
leo1,2,7200.0,7200.0,45969,45878,24043.08852400714,24043.13660089024,7.53,7.53,1.0,1.0,1.0,1.0,1.0019835215135795,1.0,0.9999980003905523,1.0
leo2,0,7200.0,7200.0,101616,101695,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9992231673140273,1.0,1.0,1.0
leo2,1,7200.0,7200.0,110967,110297,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0060745079195264,1.0,1.0,1.0
leo2,2,7200.0,7200.0,146706,146844,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9990602271798643,1.0,1.0,1.0
lotsize,0,7200.0,7200.0,16786,16481,5328.659538439192,5334.012164613446,0.67,0.67,1.0,1.0,1.0,1.0,1.0185061586068807,1.0,0.9989965103173623,1.0
lotsize,1,7200.0,7200.0,20493,20469,5701.358704427458,5703.5758937167075,0.88,0.88,1.0,1.0,1.0,1.0,1.0011725047633007,1.0,0.9996112632968219,1.0
lotsize,2,7200.0,7200.0,17911,18014,5040.585031701904,5039.374350001182,0.7,0.7,1.0,1.0,1.0,1.0,0.9942822249361608,1.0,1.000240244446361,1.0
mad,0,7200.0,7200.0,8295624,13194508,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.628717948407019,1.0,1.0,1.0
mad,1,7200.0,7200.0,14934806,13913907,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0733725617110996,1.0,1.0,1.0
mad,2,7200.0,7200.0,15381075,16445546,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9352729912403029,1.0,1.0,1.0
map10,0,1006.71,1001.07,1637,1640,11390.739125871321,11255.346459656443,0.0,0.0,0.0,0.0,1.0056339716503342,1.0,0.9981707317073171,1.0,1.012029186902436,1.0
map10,1,633.84,630.31,724,724,7841.863703219099,7805.989335557228,0.0,0.0,0.0,0.0,1.0056004188415226,1.0,1.0,1.0,1.0045957489973063,1.0
map10,2,792.96,805.35,965,979,9060.827479977572,9182.369364337746,0.0,0.0,0.0,0.0,0.9846153846153847,1.0,0.9856996935648621,1.0,0.9867635596502776,1.0
map16715-04,0,2158.43,2157.11,1933,1933,105052.04735655236,104999.36994744037,0.0,0.0,0.0,0.0,1.000611929850587,1.0,1.0,1.0,1.0005016926209973,1.0
map16715-04,1,2335.51,2330.54,2173,2173,114012.38505556673,113801.3979530688,0.0,0.0,0.0,0.0,1.0021325529705563,1.0,1.0,1.0,1.0018539939428948,1.0
map16715-04,2,2160.04,2123.63,1990,1977,105132.8366379955,107935.52929866748,0.0,0.0,0.0,0.0,1.017145171239811,1.0,1.0065756196256954,1.0,0.9740336413886787,1.0
markshare2,0,7200.0,7200.0,5827069,5824114,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0005073733103438,1.0,1.0,1.0
markshare2,1,7200.0,7200.0,5581862,5581007,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0001531981594003,1.0,1.0,1.0
markshare2,2,7200.0,7200.0,5052479,5023615,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0057456632325525,1.0,1.0,1.0
markshare_4_0,0,72.47,73.16,612396,612396,7247.0,7316.0,0.0,0.0,0.0,0.0,0.9905686167304538,1.0,1.0,1.0,0.9905686167304538,1.0
markshare_4_0,1,70.48,70.5,589762,589762,7048.0,7050.0,0.0,0.0,0.0,0.0,0.9997163120567376,1.0,1.0,1.0,0.9997163120567376,1.0
markshare_4_0,2,85.88,86.61,719508,719508,8588.0,8661.0,0.0,0.0,0.0,0.0,0.9915714120771273,1.0,1.0,1.0,0.9915714120771274,1.0
mas74,0,1680.79,1678.96,4932223,4932223,6714.657077007676,6701.381085045743,0.0,0.0,0.0,0.0,1.001089960451708,1.0,1.0,1.0,1.0019810829728157,1.0
mas74,1,2282.09,2275.04,7992914,7992914,7947.64328439701,7909.437913064204,0.0,0.0,0.0,0.0,1.003098846613686,1.0,1.0,1.0,1.004830352264312,1.0
mas74,2,1563.59,1569.06,4674399,4674399,6164.667939272116,6178.622568302392,0.0,0.0,0.0,0.0,0.9965138363096376,1.0,1.0,1.0,0.997741466018354,1.0
mas76,1,168.46,167.03,525538,525538,213.0820547741501,211.34412209725934,0.0,0.0,0.0,0.0,1.0085613362868946,1.0,1.0,1.0,1.008223236395905,1.0
mas76,2,152.65,148.41,450422,450422,190.81097626460183,185.94821962868707,0.0,0.0,0.0,0.0,1.0285695034027358,1.0,1.0,1.0,1.026151133071481,1.0
mc11,0,149.4,147.87,6484,6484,235.9292069467016,235.20733082385107,0.0,0.0,0.0,0.0,1.0103469263542302,1.0,1.0,1.0,1.0030691055432757,1.0
mc11,1,80.39,80.0,1411,1411,170.2462143895971,168.93030798186334,0.0,0.0,0.0,0.0,1.004875,1.0,1.0,1.0,1.007789640730869,1.0
mc11,2,106.11,104.92,3386,3386,194.48838138420732,193.24072717939939,0.0,0.0,0.0,0.0,1.0113419748379717,1.0,1.0,1.0,1.0064564764530701,1.0
mcsched,0,318.21,317.74,11378,11378,1771.6943599496017,1767.9246912648118,0.0,0.0,0.0,0.0,1.001479196827595,1.0,1.0,1.0,1.0021322563700905,1.0
mcsched,1,235.33,235.29,9846,9846,1526.8396988386748,1526.7546058995913,0.0,0.0,0.0,0.0,1.0001700029750522,1.0,1.0,1.0,1.0000557345225976,1.0
mcsched,2,306.32,306.34,12017,12017,1859.5953523379876,1859.0370850301772,0.0,0.0,0.0,0.0,0.999934713063916,1.0,1.0,1.0,1.0003002991776258,1.0
mik-250-20-75-4,0,52.78,52.68,23893,23893,107.01789825612364,106.95678405559985,0.0,0.0,0.0,0.0,1.0018982536066818,1.0,1.0,1.0,1.000571391530359,1.0
mik-250-20-75-4,1,43.96,43.9,15175,15175,93.44212336624948,93.37023002220796,0.0,0.0,0.0,0.0,1.001366742596811,1.0,1.0,1.0,1.0007699814386708,1.0
mik-250-20-75-4,2,52.36,52.15,20733,20733,102.09678426494193,102.0646224086287,0.0,0.0,0.0,0.0,1.0040268456375838,1.0,1.0,1.0,1.0003151126762069,1.0
milo-v12-6-r2-40-1,0,7200.0,7200.0,189681,260926,79207.61466006056,97122.59935471637,9.47,10.82,0.8752310536044363,1.0,1.0,1.0,0.7269532357833255,1.0,0.8155425738841097,1.0
milo-v12-6-r2-40-1,1,7200.0,7200.0,323326,297446,81782.87738585594,96095.19609291789,8.96,11.22,0.7985739750445633,1.0,1.0,1.0,1.0870073895765955,1.0,0.8510610385432499,1.0
milo-v12-6-r2-40-1,2,7200.0,7200.0,417232,224778,97888.78422859934,89164.12916758488,11.33,10.31,1.098933074684772,1.0,1.0,1.0,1.856195891056954,1.0,1.0978493834063738,1.0
momentum1,0,7200.0,7200.0,94037,101918,79914.88134654582,74919.62195483505,24.76,8.61,2.8757259001161444,1.0,1.0,1.0,0.92267312937852,1.0,1.0666749145467145,1.0
momentum1,1,7200.0,7200.0,91471,124819,71367.0671568113,66039.30271293267,7.36,6.3,1.1682539682539683,1.0,1.0,1.0,0.732829136589782,1.0,1.080675661689494,1.0
momentum1,2,7200.0,7200.0,188055,196712,70421.87485321786,61529.55448645226,6.53,6.17,1.0583468395461912,1.0,1.0,1.0,0.9559915002643459,1.0,1.1445211238889035,1.0
mushroom-best,0,579.5,575.72,27393,26972,20569.405130947434,20434.739734415518,0.0,0.0,0.0,0.0,1.006565691655666,1.0,1.015608779475011,1.0,1.0065900225930022,1.0
mushroom-best,1,7200.0,7200.0,94624,94997,479677.83992011996,479512.12245203205,134.09,134.0,1.0006716417910448,1.0,1.0,1.0,0.9960735602176911,1.0,1.0003455959929448,1.0
mushroom-best,2,7200.0,7200.0,98893,82549,462808.2336180041,445897.684511167,121.97,100.03,1.219334199740078,1.0,1.0,1.0,1.1979914959599753,1.0,1.0379247295831462,1.0
mzzv11,0,210.71,210.46,484,484,2089.675641991696,2093.973537836027,0.0,0.0,0.0,0.0,1.0011878741803668,1.0,1.0,1.0,0.9979474927611681,1.0
mzzv11,1,263.08,263.22,987,987,2648.939704582618,2649.0433928680663,0.0,0.0,0.0,0.0,0.9994681255223765,1.0,1.0,1.0,0.9999608582155629,1.0
mzzv11,2,195.89,195.36,616,616,1994.2905579780384,1988.25537636021,0.0,0.0,0.0,0.0,1.00271294021294,1.0,1.0,1.0,1.0030354157165045,1.0
mzzv42z,0,175.26,175.15,415,415,1846.7208429817506,1841.9356140068383,0.0,0.0,0.0,0.0,1.0006280331144732,1.0,1.0,1.0,1.0025979349867191,1.0
mzzv42z,1,246.0,244.76,712,712,1974.7836000018272,1957.2233911760397,0.0,0.0,0.0,0.0,1.0050661872855042,1.0,1.0,1.0,1.0089720002861993,1.0
mzzv42z,2,306.34,308.91,719,719,2017.467830878102,2041.9974419172945,0.0,0.0,0.0,0.0,0.9916804247191737,1.0,1.0,1.0,0.9879874428166957,1.0
n2seq36q,0,936.81,925.3,5438,5438,483.45210727969345,479.0421455938697,0.0,0.0,0.0,0.0,1.0124392089052199,1.0,1.0,1.0,1.0092057906102536,1.0
n2seq36q,1,1061.28,1064.07,4712,4712,516.1992337164751,517.2681992337165,0.0,0.0,0.0,0.0,0.9973779920493953,1.0,1.0,1.0,0.9979334404882709,1.0
n2seq36q,2,1170.79,1167.24,4632,4632,583.0613026819923,576.7203065134099,0.0,0.0,0.0,0.0,1.0030413625304135,1.0,1.0,1.0,1.0109949243974383,1.0
n3div36,0,7200.0,7200.0,213866,225155,25843.780097094797,25617.06395642201,2.59,2.56,1.01171875,1.0,1.0,1.0,0.9498612067242567,1.0,1.0088502000486261,1.0
n3div36,1,7200.0,7200.0,207136,212152,26586.582140672785,26486.667075688078,2.86,2.84,1.0070422535211268,1.0,1.0,1.0,0.976356574531468,1.0,1.003772277753905,1.0
n3div36,2,7200.0,7200.0,202891,212483,26465.114380733943,26260.433092507643,2.69,2.67,1.0074906367041199,1.0,1.0,1.0,0.9548575650757943,1.0,1.0077942845613121,1.0
n5-3,0,26.4,26.47,926,926,232.06858173966697,232.88259679210375,0.0,0.0,0.0,0.0,0.9973554967888175,1.0,1.0,1.0,0.9965046119218455,1.0
n5-3,1,27.79,27.69,971,971,237.332336458976,237.78192930289953,0.0,0.0,0.0,0.0,1.0036114120621162,1.0,1.0,1.0,0.9981092219865421,1.0
n5-3,2,27.09,27.24,1087,1087,229.2131612584825,230.45364552745227,0.0,0.0,0.0,0.0,0.9944933920704846,1.0,1.0,1.0,0.9946172070043388,1.0
neos-1122047,0,9.92,9.69,1,1,495.0,484.99999999999994,0.0,0.0,0.0,0.0,1.0237358101135192,1.0,1.0,1.0,1.020618556701031,1.0
neos-1122047,1,9.76,9.66,1,1,484.99999999999994,480.0,0.0,0.0,0.0,0.0,1.010351966873706,1.0,1.0,1.0,1.0104166666666665,1.0
neos-1122047,2,9.7,9.82,1,1,484.99999999999994,490.00000000000006,0.0,0.0,0.0,0.0,0.9877800407331975,1.0,1.0,1.0,0.9897959183673467,1.0
neos-1171448,0,58.11,7.19,101,1,164.55026455026456,164.55026455026456,0.0,0.0,0.0,0.0,8.082058414464534,1.0,101.0,1.0,1.0,1.0
neos-1171448,1,5.16,4163.96,1,322,145.38868538868542,145.38868538868542,0.0,0.0,0.0,0.0,0.0012392049875599189,1.0,0.003105590062111801,1.0,1.0,1.0
neos-1171448,2,51.55,51.15,86,86,164.55026455026456,164.55026455026456,0.0,0.0,0.0,0.0,1.007820136852395,1.0,1.0,1.0,1.0,1.0
neos-1171737,0,7200.0,7200.0,3912,3921,33.958333333333336,33.958333333333336,1.04,1.04,1.0,1.0,1.0,1.0,0.9977046671767407,1.0,1.0,1.0
neos-1171737,1,7200.0,7200.0,4009,3941,33.958333333333336,33.958333333333336,1.56,1.3,1.2,1.0,1.0,1.0,1.0172545039330119,1.0,1.0,1.0
neos-1171737,2,7200.0,7200.0,11719,17078,33.958333333333336,33.958333333333336,1.3,1.21,1.0743801652892562,1.0,1.0,1.0,0.6862044735917555,1.0,1.0,1.0
neos-1354092,0,7200.0,7200.0,613,613,286504.7876206522,286565.9366793478,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9997866143498971,1.0
neos-1354092,1,7200.0,7200.0,820,830,267941.3235739131,267913.1558586957,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9879518072289156,1.0,1.0001051374842982,1.0
neos-1354092,2,7200.0,7200.0,639,639,270808.80278565217,270809.5791878261,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999971330328261,1.0
neos-1445765,0,43.72,43.81,133,133,2248.896855593311,2244.4645183989683,0.0,0.0,0.0,0.0,0.9979456745035379,1.0,1.0,1.0,1.0019747860382773,1.0
neos-1445765,1,44.19,44.21,141,141,2245.7869826846736,2236.3325224546734,0.0,0.0,0.0,0.0,0.9995476136620673,1.0,1.0,1.0,1.0042276629861926,1.0
neos-1445765,2,44.74,44.68,125,125,2233.4656463128895,2223.699098528074,0.0,0.0,0.0,0.0,1.0013428827215758,1.0,1.0,1.0,1.0043920275865021,1.0
neos-1456979,0,7200.0,7200.0,39961,39921,59018.037117613654,59021.934735795454,7.49,7.49,1.0,1.0,1.0,1.0,1.001001978908344,1.0,0.9999339632257186,1.0
neos-1456979,1,7200.0,7200.0,38750,38705,53842.83305738638,53854.29142897728,6.84,6.84,1.0,1.0,1.0,1.0,1.0011626404857255,1.0,0.9997872338250701,1.0
neos-1456979,2,7200.0,7200.0,31540,31441,59359.108288068186,59391.74979375001,7.29,7.31,0.9972640218878249,1.0,1.0,1.0,1.0031487548105977,1.0,0.9994504033675523,1.0
neos-1582420,0,21.85,21.72,18,18,56.84687362637362,56.67520879120879,0.0,0.0,0.0,0.0,1.005985267034991,1.0,1.0,1.0,1.0030289228540339,1.0
neos-1582420,1,10.92,10.82,9,9,48.27945494505492,53.0554346153846,0.0,0.0,0.0,0.0,1.009242144177449,1.0,1.0,1.0,0.90998132981188,1.0
