ProblemName,Seed,T_combined,T_combined-no-flowcover-no-mir,N_combined,N_combined-no-flowcover-no-mir,DI_combined,DI_combined-no-flowcover-no-mir,Gap_combined,Gap_combined-no-flowcover-no-mir,GapQ_combined,GapQ_combined-no-flowcover-no-mir,TQ_combined,TQ_combined-no-flowcover-no-mir,NQ_combined,NQ_combined-no-flowcover-no-mir,DIQ_combined,DIQ_combined-no-flowcover-no-mir
seymour1,1,67.9,68.11,1466,1466,85.56234964084783,85.70732186937845,0.0,0.0,0.0,0.0,0.9969167523124358,1.0,1.0,1.0,0.998308519909751,1.0
seymour1,2,72.05,71.89,1822,1822,88.61467649594047,88.5060441555243,0.0,0.0,0.0,0.0,1.0022256224787869,1.0,1.0,1.0,1.0012274002465333,1.0
sing326,0,7200.0,7200.0,11755,11732,3370.5686161867993,3411.8198481551995,0.15,0.15,1.0,1.0,1.0,1.0,1.001960450051142,1.0,0.987909317078771,1.0
sing326,1,7200.0,7200.0,8196,8401,3496.0982957719584,3484.7261932774254,0.17,0.17,1.0,1.0,1.0,1.0,0.975598143078205,1.0,1.003263413497586,1.0
sing326,2,7200.0,7200.0,7997,8062,3633.674468376452,3502.7512401920803,0.32,0.31,1.032258064516129,1.0,1.0,1.0,0.9919374844951625,1.0,1.0373772555361915,1.0
sing44,0,7200.0,7200.0,5531,5563,4896.710574679182,4901.601593054556,0.45,0.45,1.0,1.0,1.0,1.0,0.9942477080711846,1.0,0.9990021591346174,1.0
sing44,1,7200.0,7200.0,7349,7451,4369.306506650063,4393.270016176595,0.19,0.19,1.0,1.0,1.0,1.0,0.9863105623406254,1.0,0.994545404803644,1.0
sing44,2,7200.0,7200.0,2267,2269,4429.063401286977,4474.168292384777,0.27,0.27,1.0,1.0,1.0,1.0,0.999118554429264,1.0,0.9899188210746185,1.0
snp-02-004-104,0,7200.0,7200.0,14561,15069,5144.42135061301,5141.5001042296735,0.0,0.0,0.0,0.0,1.0,1.0,0.966288406662685,1.0,1.0005681700523419,1.0
snp-02-004-104,1,7200.0,7200.0,18040,18040,5574.412029113312,5633.56846638309,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9894992955845342,1.0
snp-02-004-104,2,7200.0,7200.0,19680,19680,6112.9940593513375,6142.315969670096,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9952262452040003,1.0
sorrell3,0,7200.0,7200.0,41208,41078,228523.17608513447,228516.25078842026,43.81,43.81,1.0,1.0,1.0,1.0,1.0031647110375383,1.0,1.0000303054889546,1.0
sorrell3,1,7200.0,7200.0,39514,39485,234582.44554323173,234541.32643970853,35.59,35.59,1.0,1.0,1.0,1.0,1.0007344561225782,1.0,1.0001753170929293,1.0
sorrell3,2,7200.0,7200.0,8801,8947,166331.4539716957,166695.0668166239,19.11,19.11,1.0,1.0,1.0,1.0,0.9836816810103945,1.0,0.997818694626829,1.0
sp150x300d,0,3.96,3.96,3472,3472,34.54546942028984,34.545481014492744,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9999996643785942,1.0
sp150x300d,1,3.12,3.12,2569,2569,16.878175942028992,16.878175942028992,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sp150x300d,2,1.29,1.31,848,848,11.279624927536238,11.525579420289858,0.0,0.0,0.0,0.0,0.9847328244274809,1.0,1.0,1.0,0.9786601190461074,1.0
sp97ar,0,7200.0,7200.0,15747,15805,5646.097443044508,5637.407860850299,0.98,0.98,1.0,1.0,1.0,1.0,0.9963302752293578,1.0,1.0015414144955797,1.0
sp97ar,1,7200.0,7200.0,22961,22713,6353.330196847541,6365.736412225032,1.02,1.02,1.0,1.0,1.0,1.0,1.0109188570422225,1.0,0.9980510950227744,1.0
sp97ar,2,7200.0,7200.0,24828,24818,6615.44188048195,6610.955187301669,1.53,1.53,1.0,1.0,1.0,1.0,1.0004029333548232,1.0,1.000678675479286,1.0
sp98ar,0,7200.0,7200.0,71746,71917,5692.239664922853,5695.882992271134,1.43,1.43,1.0,1.0,1.0,1.0,0.9976222589930058,1.0,0.9993603577613472,1.0
sp98ar,1,7200.0,7200.0,67060,67062,6368.416595316135,6368.812195000248,0.48,0.48,1.0,1.0,1.0,1.0,0.999970176851272,1.0,0.9999378848563907,1.0
sp98ar,2,7200.0,7200.0,71271,71914,6411.7213901446385,6414.768722045011,0.98,0.98,1.0,1.0,1.0,1.0,0.9910587646355369,1.0,0.9995249506206046,1.0
splice1k1,0,7200.0,7200.0,513,514,559529.52671299,559638.4660865543,309.2,309.2,1.0,1.0,1.0,1.0,0.9980544747081712,1.0,0.9998053397324059,1.0
splice1k1,1,7200.0,7200.0,594,581,558980.2119677726,559188.5533454391,376.1,376.26,0.999574762132568,1.0,1.0,1.0,1.0223752151462995,1.0,0.9996274219555816,1.0
splice1k1,2,7200.0,7200.0,834,837,559613.0508281598,559540.7234056493,358.74,358.74,1.0,1.0,1.0,1.0,0.996415770609319,1.0,1.0001292621242477,1.0
square41,0,7200.0,7200.0,30,30,296006.7929006667,295958.3677173333,109.98,109.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0001636216056566,1.0
square41,1,7200.0,7200.0,37,38,299391.99432799994,299369.96921333333,89.32,89.32,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,1.000073571556708,1.0
square41,2,7200.0,7200.0,28,28,299413.03078186663,299385.1125925333,92.32,92.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0000932517622256,1.0
square47,0,7200.0,7200.0,4,4,334723.73198969325,334736.3104781934,231.21,231.21,1.0,1.0,1.0,1.0,1.0,1.0,0.9999624226948006,1.0
square47,1,7200.0,7200.0,13,13,334443.34317906457,334568.7937615661,117.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996250380046175,1.0
square47,2,7200.0,7200.0,1,1,334357.7348931884,334240.7487003119,231.21,231.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0003500057767685,1.0
supportcase10,0,7200.0,7200.0,1,1,564201.4492892857,564131.5090027143,803.51,803.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0001239786919456,1.0
supportcase10,1,7200.0,7200.0,1,1,599707.3626841429,599743.5261928572,989.07,989.07,1.0,1.0,1.0,1.0,1.0,1.0,0.9999397017105898,1.0
supportcase10,2,7200.0,7200.0,1,1,571002.6264107144,571096.9233107143,1054.36,1054.36,1.0,1.0,1.0,1.0,1.0,1.0,0.9998348845946265,1.0
supportcase12,0,7200.0,7200.0,1463,1473,1095.0051179568566,1090.005117985333,1.31,1.31,1.0,1.0,1.0,1.0,0.9932111337406653,1.0,1.0045871343987494,1.0
supportcase12,1,7200.0,7200.0,2297,2297,1060.0051182060247,1065.00511816331,1.35,1.35,1.0,1.0,1.0,1.0,1.0,1.0,0.9953051869216288,1.0
supportcase12,2,7200.0,7200.0,1505,1502,1180.0051173446147,1185.0051173446147,1.3,0.97,1.3402061855670104,1.0,1.0,1.0,1.0019973368841544,1.0,0.9957806089384625,1.0
supportcase18,0,7200.0,7200.0,419350,422401,12254.035003750008,12254.035003750008,3.84,3.84,1.0,1.0,1.0,1.0,0.9927770057362554,1.0,1.0,1.0
supportcase18,1,7200.0,7200.0,237591,238082,12258.933337500008,12254.035003750008,5.96,5.96,1.0,1.0,1.0,1.0,0.9979376853353047,1.0,1.0003997323125404,1.0
supportcase18,2,7200.0,7200.0,198815,199099,12249.102781250007,12249.102781250007,3.84,3.84,1.0,1.0,1.0,1.0,0.9985735739506477,1.0,1.0,1.0
supportcase19,0,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase19,1,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase19,2,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase22,0,7200.0,7200.0,51,51,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase22,1,7200.0,7200.0,18,18,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase22,2,7200.0,7200.0,66,66,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supportcase26,0,7200.0,7200.0,8135621,8027495,79840.76923991463,79460.46547575989,8.94,9.3,0.9612903225806451,1.0,1.0,1.0,1.0134694571594252,1.0,1.004786075212091,1.0
supportcase26,1,5238.22,4654.53,6761735,5763770,42136.51904782413,40218.02766970149,0.0,0.0,0.0,0.0,1.1254025648132036,1.0,1.1731444870284553,1.0,1.0477022740617372,1.0
supportcase26,2,4487.28,3870.89,5497025,4822910,39451.952276387834,34312.03847503568,0.0,0.0,0.0,0.0,1.1592372813487337,1.0,1.1397734977430638,1.0,1.1497991384304311,1.0
supportcase33,0,1598.38,1593.48,12756,13435,20589.541389960836,20526.844678891575,0.0,0.0,0.0,0.0,1.0030750307503076,1.0,0.9494603647190175,1.0,1.0030543764543478,1.0
supportcase33,1,1600.98,1752.51,7176,8942,23597.50395015502,24248.93781680846,0.0,0.0,0.0,0.0,0.9135354434496807,1.0,0.8025050324312234,1.0,0.9731355710681113,1.0
supportcase33,2,682.16,671.18,3786,3786,9453.6831174386,9322.958398122126,0.0,0.0,0.0,0.0,1.0163592478917727,1.0,1.0,1.0,1.0140218065697693,1.0
supportcase40,0,786.5,787.68,6335,6335,1835.499252353049,1838.5560096750423,0.0,0.0,0.0,0.0,0.998501929717652,1.0,1.0,1.0,0.998337414086975,1.0
supportcase40,1,946.94,1057.65,7991,9809,2192.5045664375266,2273.112165689042,0.0,0.0,0.0,0.0,0.8953245402543374,1.0,0.8146600061168315,1.0,0.9645386618099063,1.0
supportcase40,2,797.74,1002.89,6970,9904,1829.2187627862638,2177.9407681837633,0.0,0.0,0.0,0.0,0.7954411750042377,1.0,0.7037560581583199,1.0,0.8398845319892206,1.0
supportcase42,0,7200.0,7200.0,305571,304886,771.9130216121389,767.0403145345001,0.38,0.38,1.0,1.0,1.0,1.0,1.0022467414049843,1.0,1.0063526088333388,1.0
supportcase42,1,7200.0,7200.0,380155,380785,785.1248148614027,785.0408122811369,0.1,0.1,1.0,1.0,1.0,1.0,0.9983455230641963,1.0,1.0001070040932287,1.0
supportcase42,2,7200.0,7200.0,467610,471537,780.957393939146,780.774606531063,0.35,0.35,1.0,1.0,1.0,1.0,0.9916719154594443,1.0,1.00023411033934,1.0
supportcase6,0,7200.0,7200.0,18980,19697,75749.4797570772,75604.53497278468,9.13,9.13,1.0,1.0,1.0,1.0,0.9635985175407422,1.0,1.0019171440488948,1.0
supportcase6,1,7200.0,7200.0,17726,18186,74595.58569245611,74405.19154801141,8.41,8.35,1.007185628742515,1.0,1.0,1.0,0.9747058176619378,1.0,1.002558882525312,1.0
supportcase6,2,7200.0,7200.0,17709,17735,75744.24431814162,75779.3092162979,9.72,9.72,1.0,1.0,1.0,1.0,0.9985339723710177,1.0,0.9995372760913378,1.0
supportcase7,0,179.98,183.36,59,59,2182.250719908478,2200.567020320595,0.0,0.0,0.0,0.0,0.9815663176265269,1.0,1.0,1.0,0.99167655415946,1.0
supportcase7,1,193.62,193.18,45,45,2398.1424919217116,2398.0739514277047,0.0,0.0,0.0,0.0,1.0022776684957035,1.0,1.0,1.0,1.0000285814763827,1.0
supportcase7,2,210.25,208.38,32,32,2497.214899734461,2492.6499197089584,0.0,0.0,0.0,0.0,1.0089739898262788,1.0,1.0,1.0,1.0018313763153857,1.0
swath1,0,21.09,17.54,281,281,261.84366437022675,224.86306560577918,0.0,0.0,0.0,0.0,1.202394526795895,1.0,1.0,1.0,1.1644583056128945,1.0
swath1,1,17.34,14.91,245,245,227.21935845890266,204.0578488281646,0.0,0.0,0.0,0.0,1.1629778672032194,1.0,1.0,1.0,1.1135046251038458,1.0
swath1,2,19.82,16.43,292,292,247.56353363772197,212.39429764249036,0.0,0.0,0.0,0.0,1.206329884357882,1.0,1.0,1.0,1.165584652627679,1.0
swath3,0,226.2,198.93,28316,28316,1821.0849870830593,1586.7408276476704,0.0,0.0,0.0,0.0,1.1370833961695068,1.0,1.0,1.0,1.1476889958033047,1.0
swath3,1,182.91,158.44,21837,21837,1366.3576742147566,1183.5039694174677,0.0,0.0,0.0,0.0,1.154443322393335,1.0,1.0,1.0,1.1545019784659372,1.0
swath3,2,427.45,374.36,74192,74192,3250.751069608749,2817.677989260786,0.0,0.0,0.0,0.0,1.1418153648894112,1.0,1.0,1.0,1.153698570950465,1.0
tbfp-network,0,2356.81,2339.45,574,574,12379.634306958817,12278.62809952625,0.0,0.0,0.0,0.0,1.0074205475645985,1.0,1.0,1.0,1.0082261802062775,1.0
tbfp-network,1,1683.8,1691.29,71,71,13522.093619617472,13499.74003877032,0.0,0.0,0.0,0.0,0.9955714277267648,1.0,1.0,1.0,1.0016558526892336,1.0
tbfp-network,2,1088.57,1086.54,99,99,8164.959208703873,8173.381571988054,0.0,0.0,0.0,0.0,1.0018683159386677,1.0,1.0,1.0,0.9989695374906946,1.0
thor50dday,0,7200.0,7200.0,95,113,120737.42754237077,120228.81916990373,23.3,23.3,1.0,1.0,1.0,1.0,0.8407079646017699,1.0,1.0042303365863412,1.0
thor50dday,1,7200.0,7200.0,12,11,123185.29182769624,123376.5306474998,21.49,21.49,1.0,1.0,1.0,1.0,1.0909090909090908,1.0,0.9984499578744847,1.0
thor50dday,2,7200.0,7200.0,34,31,121637.64637207116,121794.5391246258,14.8,14.8,1.0,1.0,1.0,1.0,1.096774193548387,1.0,0.9987118244078735,1.0
timtab1,0,73.73,73.22,64175,62076,984.6586518596392,1021.8401611199154,0.0,0.0,0.0,0.0,1.0069653100245834,1.0,1.033813390038018,1.0,0.9636131846496169,1.0
timtab1,1,67.9,67.45,51540,51540,931.5505124403091,925.4907508381584,0.0,0.0,0.0,0.0,1.0066716085989622,1.0,1.0,1.0,1.0065476198402445,1.0
timtab1,2,70.92,69.67,55054,51236,930.4513441914713,893.3972122410339,0.0,0.0,0.0,0.0,1.0179417252763026,1.0,1.0745179170895465,1.0,1.0414755401547418,1.0
tr12-30,0,606.97,696.54,423661,475823,76.46148580354655,87.5356450427269,0.0,0.0,0.0,0.0,0.8714072415080255,1.0,0.8903752025438031,1.0,0.8734897168602007,1.0
tr12-30,1,650.32,719.59,475420,515503,68.06324466293009,72.35382936690269,0.0,0.0,0.0,0.0,0.9037368501507803,1.0,0.9222448753935477,1.0,0.940699963754299,1.0
tr12-30,2,397.52,406.41,213946,226138,47.14426016110756,47.51494379613469,0.0,0.0,0.0,0.0,0.9781255382495508,1.0,0.9460860182720285,1.0,0.9921985883721642,1.0
traininstance2,0,7200.0,7200.0,67099,66539,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0084161168637942,1.0,1.0,1.0
traininstance2,1,7200.0,7200.0,52063,48459,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0743721496522833,1.0,1.0,1.0
traininstance2,2,7200.0,7200.0,73138,73306,718053.9177109441,718039.382609301,6286.13,6286.13,1.0,1.0,1.0,1.0,0.9977082367064087,1.0,1.0000202427638303,1.0
traininstance6,0,7200.0,7200.0,456248,279783,662153.5170519619,672124.6772587486,634.16,794.89,0.7977959214482506,1.0,1.0,1.0,1.6307209515946286,1.0,0.98516471639242,1.0
traininstance6,1,7200.0,7200.0,347529,357229,660387.9773833511,660534.4482196182,626.92,648.14,0.9672601598420094,1.0,1.0,1.0,0.9728465494122818,1.0,0.9997782540537259,1.0
traininstance6,2,7200.0,7200.0,454368,459177,653609.7788663838,658806.9176581831,520.12,561.81,0.9257934177034942,1.0,1.0,1.0,0.9895269144578235,1.0,0.9921112868543135,1.0
trento1,0,7200.0,7200.0,57766,58820,929.096064023284,922.8348457178906,0.07,0.07,1.0,1.0,1.0,1.0,0.9820809248554914,1.0,1.0067847658055464,1.0
trento1,1,7200.0,7200.0,51033,51318,943.7772134316938,943.4576250022402,0.1,0.1,1.0,1.0,1.0,1.0,0.994446393078452,1.0,1.0003387416890641,1.0
trento1,2,7200.0,7200.0,35013,44905,1030.045000401774,1037.1568210884814,1.67,4.72,0.3538135593220339,1.0,1.0,1.0,0.7797127268678321,1.0,0.9931429649382784,1.0
triptim1,0,1099.43,1110.12,8,8,4685.008417839988,4700.008483433548,0.0,0.0,0.0,0.0,0.9903704104060824,1.0,1.0,1.0,0.9968085024428294,1.0
triptim1,1,747.73,745.67,7,7,4175.008439704356,4150.008417839837,0.0,0.0,0.0,0.0,1.0027626161706922,1.0,1.0,1.0,1.006024089434867,1.0
triptim1,2,1065.09,1060.52,8,8,4350.004482226688,4320.004460362168,0.0,0.0,0.0,0.0,1.0043092068042092,1.0,1.0,1.0,1.0069444423356,1.0
uccase12,0,7200.0,7200.0,77800,92859,972.2008708510167,977.200943815373,0.0,0.0,0.0,0.0,1.0,1.0,0.8378293972582087,1.0,0.994883270430712,1.0
uccase12,1,7200.0,7200.0,91468,91202,971.7331311570086,971.7277520120443,0.0,0.0,0.0,0.0,1.0,1.0,1.002916602706081,1.0,1.0000055356502406,1.0
uccase12,2,7200.0,7200.0,98605,82292,992.2435215411928,992.2439994942995,0.0,0.0,0.0,0.0,1.0,1.0,1.1982331210810286,1.0,0.9999995183109125,1.0
uccase9,0,7200.0,7200.0,498,496,10069.455839796014,10069.533980997827,1.98,1.98,1.0,1.0,1.0,1.0,1.0040322580645162,1.0,0.9999922398393053,1.0
uccase9,1,7200.0,7200.0,1166,1145,9648.053245099552,9683.001250650133,1.48,1.48,1.0,1.0,1.0,1.0,1.018340611353712,1.0,0.9963907878718662,1.0
uccase9,2,7200.0,7200.0,550,550,9470.707456272521,9465.728410844466,2.82,2.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0005260076363856,1.0
uct-subprob,0,1102.62,1111.26,44339,44339,6476.302431528661,6524.898896496814,0.0,0.0,0.0,0.0,0.9922250418443928,1.0,1.0,1.0,0.9925521505024019,1.0
uct-subprob,1,1631.6,1628.25,59559,59559,8419.30769426752,8405.536772292999,0.0,0.0,0.0,0.0,1.0020574236143098,1.0,1.0,1.0,1.0016383155945392,1.0
uct-subprob,2,2506.36,2491.33,95674,95674,11342.06881624204,11281.055633439491,0.0,0.0,0.0,0.0,1.0060329221740998,1.0,1.0,1.0,1.0054084639580796,1.0
unitcal_7,0,272.59,271.15,89,89,739.8974382424475,724.7610869636743,0.0,0.0,0.0,0.0,1.0053107136271437,1.0,1.0,1.0,1.0208846081157388,1.0
unitcal_7,1,298.12,297.8,180,180,672.3522624655749,677.3012634048121,0.0,0.0,0.0,0.0,1.0010745466756212,1.0,1.0,1.0,0.9926930581609158,1.0
unitcal_7,2,387.18,384.0,436,436,709.2261186639456,694.1137094365342,0.0,0.0,0.0,0.0,1.00828125,1.0,1.0,1.0,1.0217722384991925,1.0
var-smallemery-m6j6,0,7200.0,7200.0,568323,567102,10910.237474580188,10913.757553378644,0.93,0.93,1.0,1.0,1.0,1.0,1.0021530518319455,1.0,0.9996774640831776,1.0
var-smallemery-m6j6,1,7200.0,7200.0,656232,657094,10905.938038349394,10897.077766224069,0.87,0.87,1.0,1.0,1.0,1.0,0.9986881633373612,1.0,1.0008130869867504,1.0
var-smallemery-m6j6,2,6729.45,6758.47,683202,683202,9102.060902958929,9141.158820503128,0.0,0.0,0.0,0.0,0.9957061287539931,1.0,1.0,1.0,0.9957228707747092,1.0
wachplan,0,2340.84,2328.24,219938,219938,26080.44444444445,25940.444444444445,0.0,0.0,0.0,0.0,1.0054118132151326,1.0,1.0,1.0,1.0053969776924923,1.0
wachplan,1,3419.67,3378.02,302179,301974,38067.444444444445,37604.666666666664,0.0,0.0,0.0,0.0,1.0123297079354179,1.0,1.0006788663924708,1.0,1.0123063922326425,1.0
wachplan,2,2343.95,2340.68,198054,198054,26115.0,26083.11111111111,0.0,0.0,0.0,0.0,1.0013970299229284,1.0,1.0,1.0,1.0012225876258798,1.0
