ProblemName,Seed,T_combined,T_combined-no-flowcover-no-mir,N_combined,N_combined-no-flowcover-no-mir,DI_combined,DI_combined-no-flowcover-no-mir,Gap_combined,Gap_combined-no-flowcover-no-mir,GapQ_combined,GapQ_combined-no-flowcover-no-mir,TQ_combined,TQ_combined-no-flowcover-no-mir,NQ_combined,NQ_combined-no-flowcover-no-mir,DIQ_combined,DIQ_combined-no-flowcover-no-mir
pg5_34,2,1085.15,964.61,121673,125934,315.6171297911395,302.8179081265412,0.0,0.0,0.0,0.0,1.1249624200454071,1.0,0.9661648164911779,1.0,1.042267056607662,1.0
piperout-08,0,797.03,821.29,130,149,1227.7038103234577,1237.7243013074246,0.0,0.0,0.0,0.0,0.9704611038731752,1.0,0.87248322147651,1.0,0.9919041009590083,1.0
piperout-08,2,923.85,944.95,596,788,1457.6838990844028,1447.6632841549717,0.0,0.0,0.0,0.0,0.9776707762315466,1.0,0.7563451776649747,1.0,1.0069219237920235,1.0
pk1,0,107.55,108.5,301100,306046,5563.693037727272,5619.2023190909085,0.0,0.0,0.0,0.0,0.9912442396313363,1.0,0.983839030733942,1.0,0.9901215015563603,1.0
pk1,1,109.16,108.33,317026,316310,5634.385423181818,5552.35681290909,0.0,0.0,0.0,0.0,1.0076617742084373,1.0,1.0022636021624356,1.0,1.0147736561313951,1.0
pk1,2,112.34,114.96,328715,338401,5927.717167363637,5998.006295272727,0.0,0.0,0.0,0.0,0.9772094641614475,1.0,0.9713771531408004,1.0,0.9882812513944029,1.0
ran14x18-disj-8,0,2109.62,1875.03,656920,579341,4720.022399515085,4378.961077586208,0.0,0.0,0.0,0.0,1.1251126648640288,1.0,1.1339090449320866,1.0,1.077886356121,1.0
ran14x18-disj-8,1,1785.31,1631.15,564900,596062,4187.8742715517255,4105.8331815732745,0.0,0.0,0.0,0.0,1.0945100082763692,1.0,0.9477202036029809,1.0,1.0199815935890055,1.0
ran14x18-disj-8,2,1694.59,1762.48,593570,651842,4183.58199137931,4329.489194773707,0.0,0.0,0.0,0.0,0.9614804139621442,1.0,0.9106041034483816,1.0,0.9662992106388608,1.0
supportcase26,1,5238.22,4654.53,6761735,5763770,42136.51904782413,40218.02766970149,0.0,0.0,0.0,0.0,1.1254025648132036,1.0,1.1731444870284553,1.0,1.0477022740617372,1.0
supportcase26,2,4487.28,3870.89,5497025,4822910,39451.952276387834,34312.03847503568,0.0,0.0,0.0,0.0,1.1592372813487337,1.0,1.1397734977430638,1.0,1.1497991384304311,1.0
supportcase33,0,1598.38,1593.48,12756,13435,20589.541389960836,20526.844678891575,0.0,0.0,0.0,0.0,1.0030750307503076,1.0,0.9494603647190175,1.0,1.0030543764543478,1.0
supportcase33,1,1600.98,1752.51,7176,8942,23597.50395015502,24248.93781680846,0.0,0.0,0.0,0.0,0.9135354434496807,1.0,0.8025050324312234,1.0,0.9731355710681113,1.0
supportcase40,1,946.94,1057.65,7991,9809,2192.5045664375266,2273.112165689042,0.0,0.0,0.0,0.0,0.8953245402543374,1.0,0.8146600061168315,1.0,0.9645386618099063,1.0
supportcase40,2,797.74,1002.89,6970,9904,1829.2187627862638,2177.9407681837633,0.0,0.0,0.0,0.0,0.7954411750042377,1.0,0.7037560581583199,1.0,0.8398845319892206,1.0
timtab1,0,73.73,73.22,64175,62076,984.6586518596392,1021.8401611199154,0.0,0.0,0.0,0.0,1.0069653100245834,1.0,1.033813390038018,1.0,0.9636131846496169,1.0
timtab1,2,70.92,69.67,55054,51236,930.4513441914713,893.3972122410339,0.0,0.0,0.0,0.0,1.0179417252763026,1.0,1.0745179170895465,1.0,1.0414755401547418,1.0
tr12-30,0,606.97,696.54,423661,475823,76.46148580354655,87.5356450427269,0.0,0.0,0.0,0.0,0.8714072415080255,1.0,0.8903752025438031,1.0,0.8734897168602007,1.0
tr12-30,1,650.32,719.59,475420,515503,68.06324466293009,72.35382936690269,0.0,0.0,0.0,0.0,0.9037368501507803,1.0,0.9222448753935477,1.0,0.940699963754299,1.0
tr12-30,2,397.52,406.41,213946,226138,47.14426016110756,47.51494379613469,0.0,0.0,0.0,0.0,0.9781255382495508,1.0,0.9460860182720285,1.0,0.9921985883721642,1.0
wachplan,1,3419.67,3378.02,302179,301974,38067.444444444445,37604.666666666664,0.0,0.0,0.0,0.0,1.0123297079354179,1.0,1.0006788663924708,1.0,1.0123063922326425,1.0
