ProblemName,Seed,T_combined,T_combined-no-presol,N_combined,N_combined-no-presol,DI_combined,DI_combined-no-presol,Gap_combined,Gap_combined-no-presol,GapQ_combined,GapQ_combined-no-presol,TQ_combined,TQ_combined-no-presol,NQ_combined,NQ_combined-no-presol,DIQ_combined,DIQ_combined-no-presol
neos-2746589-doon,1,7200.0,7200.0,30280,30902,4491.026939547884,4477.474586694581,0.73,0.73,1.0,1.0,1.0,1.0,0.9798718529545013,1.0,1.0030267849857986,1.0
neos-2746589-doon,2,7200.0,7200.0,182349,182441,1682.404362115371,1694.1505104073738,0.11,0.11,1.0,1.0,1.0,1.0,0.9994957273858398,1.0,0.9930666441854813,1.0
neos-2978193-inde,0,7200.0,7200.0,549249,548831,3960.0148291525434,3983.5622398511005,0.5,0.5,1.0,1.0,1.0,1.0,1.0007616187861108,1.0,0.9940888558328544,1.0
neos-2978193-inde,1,7200.0,7200.0,573707,580522,1700.8597053869296,1717.7822811300468,0.13,0.13,1.0,1.0,1.0,1.0,0.988260565491058,1.0,0.9901485910472981,1.0
neos-2978193-inde,2,7200.0,7200.0,548119,544632,3857.013005017823,3863.078433446028,0.5,0.5,1.0,1.0,1.0,1.0,1.0064024882856681,1.0,0.9984298976754675,1.0
neos-2987310-joes,0,17.49,17.46,1,1,1633.950642563445,1633.950642563445,0.0,0.0,0.0,0.0,1.001718213058419,1.0,1.0,1.0,1.0,1.0
neos-2987310-joes,1,15.31,15.37,1,1,1414.825720195352,1424.3343850088181,0.0,0.0,0.0,0.0,0.9960962914769032,1.0,1.0,1.0,0.9933241344774477,1.0
neos-2987310-joes,2,13.67,13.77,1,1,1238.0612743029374,1247.572670456598,0.0,0.0,0.0,0.0,0.9927378358750908,1.0,1.0,1.0,0.9923760784610811,1.0
neos-3004026-krka,0,53.06,53.29,2711,2711,40.0,45.0,0.0,0.0,0.0,0.0,0.9956839932445112,1.0,1.0,1.0,0.8888888888888888,1.0
neos-3004026-krka,1,62.47,62.21,3485,3485,40.0,40.0,0.0,0.0,0.0,0.0,1.0041793923806461,1.0,1.0,1.0,1.0,1.0
neos-3004026-krka,2,46.28,46.78,1764,1764,40.0,40.0,0.0,0.0,0.0,0.0,0.9893116716545532,1.0,1.0,1.0,1.0,1.0
neos-3024952-loue,0,4646.86,4542.21,383076,392249,6688.458145836447,6475.790814770517,0.0,0.0,0.0,0.0,1.023039445556238,1.0,0.9766143444597691,1.0,1.032840364543719,1.0
neos-3024952-loue,1,7200.0,7200.0,688312,573524,3236.91834728659,2845.555903348777,0.07,0.04,1.7500000000000002,1.0,1.0,1.0,1.2001450680355137,1.0,1.1375346179202594,1.0
neos-3024952-loue,2,7200.0,7200.0,1114650,997402,2010.456706906852,1984.652786290926,0.04,0.03,1.3333333333333335,1.0,1.0,1.0,1.1175534037429242,1.0,1.013001730476065,1.0
neos-3046615-murg,0,7200.0,7200.0,6971706,6706151,465976.56822237495,464481.57738125004,169.81,169.24,1.003367998109194,1.0,1.0,1.0,1.039598720637218,1.0,1.0032186224684168,1.0
neos-3046615-murg,1,7200.0,7200.0,6364063,6231801,461423.94768687495,459929.0769945625,166.11,164.71,1.0084997875053123,1.0,1.0,1.0,1.0212237200770693,1.0,1.003250220016705,1.0
neos-3046615-murg,2,7200.0,7200.0,7613539,6692954,460993.31025112496,461211.7836449375,163.66,165.14,0.991037907230229,1.0,1.0,1.0,1.1375453947539458,1.0,0.9995263056982501,1.0
neos-3083819-nubu,0,12.72,12.71,2020,2020,10.736827670784827,10.73851315061075,0.0,0.0,0.0,0.0,1.000786782061369,1.0,1.0,1.0,0.9998430434639988,1.0
neos-3083819-nubu,1,12.37,12.32,1578,1578,10.834432995835764,10.83597468990152,0.0,0.0,0.0,0.0,1.0040584415584415,1.0,1.0,1.0,0.9998577244678144,1.0
neos-3083819-nubu,2,20.79,13.05,3812,1783,11.640217907557332,11.100356595026378,0.0,0.0,0.0,0.0,1.593103448275862,1.0,2.137969713965227,1.0,1.0486345918628275,1.0
neos-3216931-puriri,1,7200.0,7200.0,9705,7010,121633.19340521592,123163.7437206955,5.5,138.46,0.03972266358515095,1.0,1.0,1.0,1.384450784593438,1.0,0.9875730448812072,1.0
neos-3216931-puriri,2,7200.0,7200.0,4790,7102,113745.49582164893,109578.90692148064,147.13,44.18,3.3302399275690355,1.0,1.0,1.0,0.6744578991833287,1.0,1.0380236399250988,1.0
neos-3381206-awhea,0,1.18,1.18,1,1,11.055828918322298,10.133652317880797,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0910014051709989,1.0
neos-3381206-awhea,1,1.21,1.18,1,1,12.432090507726269,12.418397350993377,0.0,0.0,0.0,0.0,1.0254237288135593,1.0,1.0,1.0,1.0011026508772323,1.0
neos-3381206-awhea,2,1.2,1.24,1,1,10.70622737306843,10.924229580573948,0.0,0.0,0.0,0.0,0.9677419354838709,1.0,1.0,1.0,0.9800441572654989,1.0
neos-3402294-bobin,0,4386.37,3473.56,40294,17218,433836.6198661659,347355.9999999955,0.0,0.0,0.0,0.0,1.2627880330266354,1.0,2.340225345568591,1.0,1.2489682627223122,1.0
neos-3402294-bobin,1,618.95,1642.99,3428,11810,61894.99999999942,164298.99999999793,0.0,0.0,0.0,0.0,0.3767217085922617,1.0,0.2902624894157494,1.0,0.37672170859226284,1.0
neos-3402294-bobin,2,1620.92,2713.98,9242,22655,162091.99999999843,271397.9999999966,0.0,0.0,0.0,0.0,0.5972483216530704,1.0,0.40794526594570735,1.0,0.5972483216530721,1.0
neos-3402454-bohle,0,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3402454-bohle,1,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3402454-bohle,2,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3555904-turama,0,7200.0,7200.0,145,145,111754.63980463981,111762.96092796093,18.01,18.01,1.0,1.0,1.0,1.0,1.0,1.0,0.9999255466815479,1.0
neos-3555904-turama,1,7200.0,7200.0,18,18,111754.33455433455,111754.33455433455,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3555904-turama,2,7200.0,7200.0,16797,2181,111873.11965811966,111860.40903540903,18.01,18.01,1.0,1.0,1.0,1.0,7.701513067400275,1.0,1.000113629324443,1.0
neos-3627168-kasai,0,7200.0,7200.0,4555684,3912866,1507.3887485031373,1633.9004056320343,0.15,0.18,0.8333333333333334,1.0,1.0,1.0,1.1642831622652041,1.0,0.9225707658234168,1.0
neos-3627168-kasai,1,7200.0,7200.0,4132791,4390359,986.8806924583791,1102.156764044371,0.09,0.1,0.8999999999999999,1.0,1.0,1.0,0.941333271379402,1.0,0.8954086429928665,1.0
neos-3627168-kasai,2,7200.0,7200.0,5147129,5201782,1796.0745502650502,1809.7193125669733,0.27,0.28,0.9642857142857143,1.0,1.0,1.0,0.9894934082204906,1.0,0.992460288063916,1.0
neos-3656078-kumeu,0,7200.0,7200.0,32,32,198151.83511038902,198159.42263330217,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999617100069614,1.0
neos-3656078-kumeu,1,7200.0,7200.0,82,82,205830.08336410834,205826.50652792564,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.000017377918146,1.0
neos-3656078-kumeu,2,7200.0,7200.0,122,120,199534.9002519867,199535.26268359457,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0166666666666666,1.0,0.9999981836212657,1.0
neos-3754480-nidda,0,7200.0,7200.0,20000763,19600773,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0204068482401178,1.0,1.0,1.0
neos-3754480-nidda,1,7200.0,7200.0,18439214,18586251,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9920889371396093,1.0,1.0,1.0
neos-3754480-nidda,2,7200.0,7200.0,19108471,18227350,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.048340598057315,1.0,1.0,1.0
neos-3988577-wolgan,0,7200.0,7200.0,312,309,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0097087378640777,1.0,1.0,1.0
neos-3988577-wolgan,1,7200.0,7200.0,179,180,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9944444444444445,1.0,1.0,1.0
neos-3988577-wolgan,2,7200.0,7200.0,439,439,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-4300652-rahue,0,7200.0,7200.0,1365,1361,672687.7007363653,672635.9758036048,431.97,431.97,1.0,1.0,1.0,1.0,1.002939015429831,1.0,1.000076898849632,1.0
neos-4300652-rahue,1,7200.0,7200.0,1213,1212,672672.1515384292,672864.3645530212,809.48,809.48,1.0,1.0,1.0,1.0,1.0008250825082508,1.0,0.9997143361653286,1.0
neos-4300652-rahue,2,7200.0,7200.0,2127,2122,633306.9197482257,633642.142804025,316.83,316.83,1.0,1.0,1.0,1.0,1.0023562676720075,1.0,0.9994709583956713,1.0
neos-4338804-snowy,0,7200.0,7200.0,4875741,4501159,11752.061862678449,11752.02923181509,1.66,2.07,0.8019323671497585,1.0,1.0,1.0,1.0832190109258526,1.0,1.0000027766152308,1.0
neos-4338804-snowy,1,7200.0,7200.0,6738902,6967155,8683.699323589399,8184.536509177435,0.82,0.82,1.0,1.0,1.0,1.0,0.9672387079087519,1.0,1.0609885255997387,1.0
neos-4338804-snowy,2,7200.0,7200.0,5067404,5214563,11752.453433038749,11752.02923181509,1.66,1.66,1.0,1.0,1.0,1.0,0.9717792267539964,1.0,1.000036095998001,1.0
neos-4387871-tavua,0,7200.0,7200.0,118375,100890,94638.80407595432,106448.2485549726,11.39,13.04,0.8734662576687118,1.0,1.0,1.0,1.1733075626920408,1.0,0.8890592880641002,1.0
neos-4387871-tavua,1,7200.0,7200.0,116171,114929,104161.48536602562,104689.63814990701,14.13,13.03,1.0844205679201844,1.0,1.0,1.0,1.010806671945288,1.0,0.9949550615207484,1.0
neos-4387871-tavua,2,7200.0,7200.0,96695,89963,113906.26182554594,114320.3352621209,18.66,14.32,1.303072625698324,1.0,1.0,1.0,1.074830763758434,1.0,0.996377954668996,1.0
neos-4413714-turia,0,299.23,297.26,2,2,17458.00243396454,17197.04389727145,0.0,0.0,0.0,0.0,1.006627195048106,1.0,1.0,1.0,1.0151746159544601,1.0
neos-4413714-turia,1,404.8,402.21,2,2,17605.184884064714,17375.177828132564,0.0,0.0,0.0,0.0,1.0064394221923871,1.0,1.0,1.0,1.0132376806848986,1.0
neos-4413714-turia,2,277.1,277.26,2,2,17054.78607651372,17096.805572426958,0.0,0.0,0.0,0.0,0.999422924330953,1.0,1.0,1.0,0.9975422604102718,1.0
neos-4532248-waihi,0,7200.0,7200.0,1,1,715904.723852919,715905.3251844125,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999991600404796,1.0
neos-4532248-waihi,1,7200.0,7200.0,1,1,720000.0,715287.300994724,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0065885400156303,1.0
neos-4532248-waihi,2,7200.0,7200.0,1,1,715927.9671048638,715927.2737839255,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0000009684236986,1.0
neos-4647030-tutaki,0,7200.0,7200.0,24413,24564,933.7758853557552,933.8521461355054,0.01,0.01,1.0,1.0,1.0,1.0,0.9938527927047712,1.0,0.9999183374155473,1.0
neos-4647030-tutaki,1,7200.0,7200.0,22893,22891,1293.5426109266978,1313.721481556345,0.01,0.01,1.0,1.0,1.0,1.0,1.000087370582325,1.0,0.9846399172785532,1.0
neos-4647030-tutaki,2,7200.0,7200.0,27292,26954,1253.7995175331134,1233.8219903786728,0.01,0.01,1.0,1.0,1.0,1.0,1.0125398827632262,1.0,1.0161915797499357,1.0
neos-4722843-widden,0,2651.33,4380.25,11357,21244,41135.66894980005,53788.957840437106,0.0,0.0,0.0,0.0,0.6052919353918155,1.0,0.534598004142346,1.0,0.7647604750370409,1.0
neos-4722843-widden,1,1033.65,926.53,3376,3186,36234.84384829133,28925.516259161708,0.0,0.0,0.0,0.0,1.1156141733133305,1.0,1.0596359070935342,1.0,1.2526948014908639,1.0
neos-4722843-widden,2,1714.52,1251.96,7919,5018,24889.37680760002,24565.70891862018,0.0,0.0,0.0,0.0,1.369468673120547,1.0,1.5781187724192907,1.0,1.0131755973357848,1.0
neos-4738912-atrato,0,813.4,745.28,61981,60433,272.5186309742815,271.98005104381883,0.0,0.0,0.0,0.0,1.0914018892228425,1.0,1.025615144043817,1.0,1.0019802185064517,1.0
neos-4738912-atrato,1,3808.9,2862.58,324992,272316,1115.218225547576,768.2509199283899,0.0,0.0,0.0,0.0,1.3305829007398922,1.0,1.1934370363842006,1.0,1.4516327890001453,1.0
neos-4738912-atrato,2,914.39,913.27,95736,95736,197.1885587783188,194.98108478260818,0.0,0.0,0.0,0.0,1.0012263624119921,1.0,1.0,1.0,1.0113214776611372,1.0
neos-4763324-toguru,0,7200.0,7200.0,8436,8436,211344.47523014058,211355.03089657341,46.04,46.04,1.0,1.0,1.0,1.0,1.0,1.0,0.9999500571792019,1.0
neos-4763324-toguru,1,7200.0,7200.0,14962,14780,209244.09850649838,209269.8946683585,45.08,45.08,1.0,1.0,1.0,1.0,1.0123139377537211,1.0,0.9998767325711088,1.0
neos-4763324-toguru,2,7200.0,7200.0,7145,7145,208634.34194140974,208618.7871362266,48.94,48.94,1.0,1.0,1.0,1.0,1.0,1.0,1.000074560903151,1.0
neos-4954672-berkel,0,7200.0,7200.0,1019990,1173564,63127.5530016726,67157.17200722623,8.48,9.14,0.9277899343544858,1.0,1.0,1.0,0.8691387943052105,1.0,0.9399971903950923,1.0
neos-4954672-berkel,1,7200.0,7200.0,819107,806795,65905.6674085528,62779.50838784251,8.71,8.3,1.0493975903614459,1.0,1.0,1.0,1.0152603821292894,1.0,1.049795850604585,1.0
neos-4954672-berkel,2,7200.0,7200.0,891993,773582,61383.021297809544,64766.785290369015,8.0,8.76,0.9132420091324202,1.0,1.0,1.0,1.1530684529888233,1.0,0.9477546403239093,1.0
neos-5049753-cuanza,0,7200.0,7200.0,52,52,21270.957464635903,21192.11977134612,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0037201419273016,1.0
neos-5049753-cuanza,1,7200.0,7200.0,14,14,19897.807920352054,19899.509732277296,15.39,15.39,1.0,1.0,1.0,1.0,1.0,1.0,0.9999144797058752,1.0
neos-5049753-cuanza,2,7200.0,7200.0,12,12,18222.329403889507,18191.793828463742,15.2,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0016785357020697,1.0
neos-5052403-cygnet,0,7200.0,7200.0,113,113,39936.03933626369,39931.20414505489,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0001210880390992,1.0
neos-5052403-cygnet,1,7200.0,7200.0,1,1,41308.00693461541,41059.47134835168,1.38,1.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0060530634735927,1.0
neos-5052403-cygnet,2,7200.0,7200.0,63,63,39936.841520329624,39936.82785164831,1.19,1.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0000003422575614,1.0
neos-5093327-huahum,0,7200.0,7200.0,49854,50190,98870.91613162939,100232.29145191697,10.32,10.74,0.9608938547486033,1.0,1.0,1.0,0.9933054393305439,1.0,0.9864177970934581,1.0
neos-5093327-huahum,1,7200.0,7200.0,52521,50931,97438.64541453673,95814.24063370607,10.43,10.0,1.043,1.0,1.0,1.0,1.0312187076633093,1.0,1.0169536884088106,1.0
neos-5093327-huahum,2,7200.0,7200.0,48532,58671,95655.64527715655,90194.8827209265,12.17,8.16,1.491421568627451,1.0,1.0,1.0,0.8271889008198258,1.0,1.0605440396560666,1.0
neos-5104907-jarama,0,7200.0,7200.0,8,8,188101.67402032085,188097.6209064171,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0000215479275294,1.0
neos-5104907-jarama,1,7200.0,7200.0,9,9,186461.4518225668,186494.92148566843,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9998205331124569,1.0
neos-5104907-jarama,2,7200.0,7200.0,4,4,183615.8960012834,183802.4960495187,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9989847795745656,1.0
neos-5107597-kakapo,0,2144.47,2240.85,560533,778048,79157.67134285816,67615.1732037635,0.0,0.0,0.0,0.0,0.9569895352210098,1.0,0.7204349860162869,1.0,1.1707086973557024,1.0
neos-5107597-kakapo,1,1725.41,1883.3,472393,538254,65791.30729040563,63454.217327157196,0.0,0.0,0.0,0.0,0.9161631179312909,1.0,0.877639553073456,1.0,1.0368311211089227,1.0
neos-5107597-kakapo,2,5927.88,5768.89,1725439,1804807,141198.77281605886,153608.9965779062,0.0,0.0,0.0,0.0,1.0275598945377706,1.0,0.9560241067327421,1.0,0.9192090044312398,1.0
neos-5114902-kasavu,0,7200.0,7200.0,1,1,79697.40813862595,79756.74439633588,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9992560346067403,1.0
neos-5114902-kasavu,1,7200.0,7200.0,1,1,84486.28680106871,84335.75540427482,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0017849060113624,1.0
neos-5114902-kasavu,2,7200.0,7200.0,1,1,84726.08596732825,84230.01927709921,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0058894286679085,1.0
neos-5188808-nattai,0,1251.29,1246.67,12145,11730,112030.52226645657,113223.4672375698,0.0,0.0,0.0,0.0,1.0037058724441912,1.0,1.03537936913896,1.0,0.9894638010986702,1.0
neos-5188808-nattai,1,1292.07,1269.79,13554,13302,116539.2023575522,112778.997677443,0.0,0.0,0.0,0.0,1.0175462084281652,1.0,1.0189445196211095,1.0,1.0333413557270983,1.0
neos-5188808-nattai,2,1380.62,1342.83,12548,12537,121752.52831080821,117518.17673245101,0.0,0.0,0.0,0.0,1.0281420581905378,1.0,1.0008774028874532,1.0,1.0360314608011438,1.0
neos-5195221-niemur,0,2813.87,2932.26,47466,62937,222849.10062353854,211172.12527828023,0.0,0.0,0.0,0.0,0.9596249991474152,1.0,0.7541827541827542,1.0,1.05529600713101,1.0
neos-5195221-niemur,1,2911.85,3299.86,25010,29661,181657.16086002917,218428.4878176715,0.0,0.0,0.0,0.0,0.882416223718582,1.0,0.8431947675398672,1.0,0.8316550770230282,1.0
neos-5195221-niemur,2,2890.78,2907.1,33779,34651,205783.3340984274,208667.9366191965,0.0,0.0,0.0,0.0,0.9943861580268998,1.0,0.9748347811029985,1.0,0.9861761103909641,1.0
neos-631710,0,7200.0,7200.0,2,2,106395.20443349754,106399.1145320197,14.21,14.21,1.0,1.0,1.0,1.0,1.0,1.0,0.9999632506479085,1.0
neos-631710,1,7200.0,7200.0,4,4,105201.61083743843,104755.26600985222,8.9,8.9,1.0,1.0,1.0,1.0,1.0,1.0,1.00426083427199,1.0
neos-631710,2,7200.0,7200.0,3,3,93792.80049261084,93410.84729064039,14.21,14.21,1.0,1.0,1.0,1.0,1.0,1.0,1.004088959826925,1.0
neos-662469,0,7200.0,7200.0,59651,63816,474.1421276711156,482.693112051211,0.01,0.01,1.0,1.0,1.0,1.0,0.9347342359282939,1.0,0.9822848427570099,1.0
neos-662469,1,7200.0,7200.0,50627,57685,511.70840383990173,516.4338702679275,0.0,0.04,0.0,1.0,1.0,1.0,0.8776458351391176,1.0,0.9908498131124238,1.0
neos-662469,2,7200.0,7200.0,56995,61664,463.7064188089917,469.57766785986445,0.01,0.05,0.19999999999999998,1.0,1.0,1.0,0.924283212247016,1.0,0.9874967455807016,1.0
neos-787933,0,1.37,1.36,1,1,128.0,123.0,0.0,0.0,0.0,0.0,1.0073529411764706,1.0,1.0,1.0,1.0406504065040652,1.0
neos-787933,1,1.39,1.39,1,1,128.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-787933,2,1.41,1.35,1,1,128.0,123.0,0.0,0.0,0.0,0.0,1.0444444444444443,1.0,1.0,1.0,1.0406504065040652,1.0
neos-827175,0,6.1,6.11,1,1,310.0000535707015,310.0000537492705,0.0,0.0,0.0,0.0,0.9983633387888706,1.0,1.0,1.0,0.9999999994239711,1.0
neos-827175,1,8.21,8.18,1,1,275.0000974986768,270.00009785581483,0.0,0.0,0.0,0.0,1.003667481662592,1.0,1.0,1.0,1.0185185104841408,1.0
neos-827175,2,10.23,10.18,1,1,280.0001326767708,280.0001317839258,0.0,0.0,0.0,0.0,1.0049115913555993,1.0,1.0,1.0,1.0000000031887308,1.0
neos-848589,0,7200.0,7200.0,256,256,93950.1867495624,93915.56562581721,32.15,32.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0003686409543986,1.0
neos-848589,1,7200.0,7200.0,148,147,95712.91753553439,95747.33877296491,42.95,42.95,1.0,1.0,1.0,1.0,1.0068027210884354,1.0,0.999640499277874,1.0
neos-848589,2,7200.0,7200.0,106,106,97475.6699409387,97475.41348444257,46.27,46.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0000026309864913,1.0
neos-860300,0,17.27,17.24,2,2,334.2856982193065,334.18902218056854,0.0,0.0,0.0,0.0,1.001740139211137,1.0,1.0,1.0,1.000289285501083,1.0
neos-860300,1,13.35,13.21,2,2,254.40370040612308,343.17144017494525,0.0,0.0,0.0,0.0,1.0105980317940952,1.0,1.0,1.0,0.7413312141489126,1.0
neos-860300,2,23.18,23.05,3,3,296.6230537332085,383.42287253983136,0.0,0.0,0.0,0.0,1.005639913232104,1.0,1.0,1.0,0.7736185683664301,1.0
neos-873061,0,7200.0,7200.0,155,155,47010.744630770336,47027.405616782955,9.28,9.28,1.0,1.0,1.0,1.0,1.0,1.0,0.9996457175173901,1.0
neos-873061,1,7200.0,7200.0,148,151,52307.06539004867,52252.44049269955,7.72,7.72,1.0,1.0,1.0,1.0,0.9801324503311258,1.0,1.0010454037521321,1.0
neos-873061,2,7200.0,7200.0,168,168,46800.83839266484,46629.662835073934,8.12,8.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0036709585097439,1.0
neos-911970,0,7200.0,7200.0,1400854,2570002,12372.341320489375,3826.722613221307,1.05,0.03,35.0,1.0,1.0,1.0,0.5450789532459508,1.0,3.2331429714144946,1.0
neos-911970,1,7200.0,7200.0,1814127,2050187,27476.652595142412,27485.214178232276,2.49,2.29,1.0873362445414847,1.0,1.0,1.0,0.8848592835677916,1.0,0.9996885022239832,1.0
neos-911970,2,7200.0,7200.0,11460910,8298639,480.33699561724194,481.46151113951987,0.06,0.06,1.0,1.0,1.0,1.0,1.3810589905163968,1.0,0.9976643708868514,1.0
neos-933966,0,1374.28,1373.27,138,138,635.0,635.0,0.0,0.0,0.0,0.0,1.0007354708105471,1.0,1.0,1.0,1.0,1.0
neos-933966,1,848.27,847.34,38,38,660.0,660.0,0.0,0.0,0.0,0.0,1.0010975523402648,1.0,1.0,1.0,1.0,1.0
neos-933966,2,2180.73,2175.38,283,283,675.0,675.0,0.0,0.0,0.0,0.0,1.002459340437073,1.0,1.0,1.0,1.0,1.0
neos-950242,0,7200.0,7200.0,9288,9308,450745.004469,450739.21875,100.0,100.0,1.0,1.0,1.0,1.0,0.9978513107004727,1.0,1.0000128360674183,1.0
neos-950242,1,7200.0,7200.0,8446,8435,497500.0,497500.6875,100.0,100.0,1.0,1.0,1.0,1.0,1.0013040901007706,1.0,0.9999986180923619,1.0
neos-950242,2,7200.0,7200.0,15629,15647,434984.1642,434838.971875,100.0,100.0,1.0,1.0,1.0,1.0,0.9988496197354125,1.0,1.0003338990623907,1.0
neos-957323,0,86.06,86.17,2,2,846.859415410465,841.8801194180077,0.0,0.0,0.0,0.0,0.9987234536381572,1.0,1.0,1.0,1.0059144952798025,1.0
neos-957323,1,110.59,110.23,5,5,797.0781319033251,792.0987154056346,0.0,0.0,0.0,0.0,1.0032658985757053,1.0,1.0,1.0,1.0062863585066422,1.0
neos-957323,2,80.1,80.01,2,2,851.8294880711647,846.8501506435884,0.0,0.0,0.0,0.0,1.001124859392576,1.0,1.0,1.0,1.0058798329595762,1.0
neos-960392,0,881.09,876.87,15,15,565.0,560.0,0.0,0.0,0.0,0.0,1.0048125719890064,1.0,1.0,1.0,1.0089285714285714,1.0
neos-960392,1,1439.63,1454.8,102,102,610.0,615.0,0.0,0.0,0.0,0.0,0.9895724498212813,1.0,1.0,1.0,0.991869918699187,1.0
neos-960392,2,1363.87,1373.01,403,403,620.0,615.0,0.0,0.0,0.0,0.0,0.9933430929126517,1.0,1.0,1.0,1.008130081300813,1.0
neos17,0,25.95,14.76,22460,10185,293.52685557921615,240.07987320356537,0.0,0.0,0.0,0.0,1.758130081300813,1.0,2.205203730976927,1.0,1.2226216702902568,1.0
neos17,1,9.39,10.4,5644,6549,294.10519339583027,299.3972359137611,0.0,0.0,0.0,0.0,0.9028846153846154,1.0,0.8618109635058787,1.0,0.9823243441049831,1.0
neos17,2,9.84,7.58,6376,4115,180.50457697735536,175.88445013078825,0.0,0.0,0.0,0.0,1.2981530343007914,1.0,1.549453219927096,1.0,1.026267966515127,1.0
neos5,0,1007.54,986.07,3292114,3170813,2753.1435233333345,2826.878940000001,0.0,0.0,0.0,0.0,1.0217733020982283,1.0,1.0382554884189008,1.0,0.9739163161098556,1.0
neos5,1,1234.24,1992.66,4202380,6799306,3320.6397799999995,4950.9003933333315,0.0,0.0,0.0,0.0,0.6193931729447071,1.0,0.6180601373140141,1.0,0.6707143178383127,1.0
neos5,2,1183.51,1435.24,4100005,4934304,3204.48606,3752.433890000001,0.0,0.0,0.0,0.0,0.824607731111173,1.0,0.8309186057445994,1.0,0.8539753541134336,1.0
neos8,0,1.95,1.93,1,1,157.82451181516512,85.15302013422817,0.0,0.0,0.0,0.0,1.0103626943005182,1.0,1.0,1.0,1.8534223632512814,1.0
neos8,1,1.89,1.82,1,1,167.39294934396878,85.144966442953,0.0,0.0,0.0,0.0,1.0384615384615383,1.0,1.0,1.0,1.9659758684163884,1.0
neos8,2,1.83,1.85,1,1,85.144966442953,85.144966442953,0.0,0.0,0.0,0.0,0.9891891891891892,1.0,1.0,1.0,1.0,1.0
neos859080,0,0.5,0.52,792,792,50.0,52.0,0.0,0.0,0.0,0.0,0.9615384615384615,1.0,1.0,1.0,0.9615384615384616,1.0
neos859080,1,0.54,0.57,655,655,54.0,56.99999999999999,0.0,0.0,0.0,0.0,0.9473684210526317,1.0,1.0,1.0,0.9473684210526317,1.0
neos859080,2,0.55,0.54,565,565,55.00000000000001,54.0,0.0,0.0,0.0,0.0,1.0185185185185186,1.0,1.0,1.0,1.0185185185185186,1.0
net12,0,1842.42,2014.28,1211,1524,98181.66575864486,107175.22930046727,0.0,0.0,0.0,0.0,0.9146791905792641,1.0,0.7946194225721784,1.0,0.916085427570126,1.0
net12,1,1631.28,1774.26,1816,1927,87246.80937850467,94802.63823714953,0.0,0.0,0.0,0.0,0.9194142910283724,1.0,0.9423975090814738,1.0,0.9202993819671569,1.0
net12,2,1561.43,2271.07,1695,2710,86543.980717243,125830.70917855139,0.0,0.0,0.0,0.0,0.687530547275073,1.0,0.6254612546125461,1.0,0.6877810773079148,1.0
netdiversion,0,848.0,843.15,43,43,7552.329780991735,7497.2825185950405,0.0,0.0,0.0,0.0,1.005752238628951,1.0,1.0,1.0,1.0073422953263618,1.0
