ProblemName,Seed,T_useinf-b_usebound_b,T_useinf-b_usebound_b-no-nnzcancel,N_useinf-b_usebound_b,N_useinf-b_usebound_b-no-nnzcancel,DI_useinf-b_usebound_b,DI_useinf-b_usebound_b-no-nnzcancel,Gap_useinf-b_usebound_b,Gap_useinf-b_usebound_b-no-nnzcancel,GapQ_useinf-b_usebound_b,GapQ_useinf-b_usebound_b-no-nnzcancel,TQ_useinf-b_usebound_b,TQ_useinf-b_usebound_b-no-nnzcancel,NQ_useinf-b_usebound_b,NQ_useinf-b_usebound_b-no-nnzcancel,DIQ_useinf-b_usebound_b,DIQ_useinf-b_usebound_b-no-nnzcancel
30n20b8,0,149.68,149.73,171,171,8157.48127384106,8158.607652980131,0.0,0.0,0.0,0.0,0.9996660655847193,1.0,1.0,1.0,0.9998619397834801,1.0
30n20b8,1,623.6,622.5,1999,1999,24175.587104304643,24114.994466887423,0.0,0.0,0.0,0.0,1.0017670682730924,1.0,1.0,1.0,1.0025126540045621,1.0
30n20b8,2,693.56,693.71,3499,3499,33380.86676655629,33375.297748344376,0.0,0.0,0.0,0.0,0.9997837713165443,1.0,1.0,1.0,1.000166860480284,1.0
50v-10,0,7200.0,7200.0,829421,822628,11838.127931802672,10570.912096315396,1.69,1.32,1.2803030303030303,1.0,1.0,1.0,1.0082576814793565,1.0,1.119877624933517,1.0
50v-10,1,7200.0,7200.0,867997,957507,10623.056822917131,11500.401628374364,1.15,1.43,0.8041958041958042,1.0,1.0,1.0,0.9065176547012189,1.0,0.9237118116559857,1.0
50v-10,2,7200.0,7200.0,833134,951374,10830.810815538305,10427.53115589668,1.37,1.18,1.1610169491525426,1.0,1.0,1.0,0.8757165951560585,1.0,1.0386745101608805,1.0
CMS750_4,0,185.73,185.83,2028,2028,236.69047619047618,231.8095238095238,0.0,0.0,0.0,0.0,0.9994618737555829,1.0,1.0,1.0,1.0210558751027117,1.0
CMS750_4,1,370.72,370.78,3254,3254,353.7340238095247,353.7340238095247,0.0,0.0,0.0,0.0,0.9998381789740548,1.0,1.0,1.0,1.0,1.0
CMS750_4,2,473.12,470.44,13518,13518,409.4761904761905,402.71230158730157,0.0,0.0,0.0,0.0,1.0056967944902644,1.0,1.0,1.0,1.0167958338054954,1.0
air05,0,40.07,40.03,648,648,100.02059907484637,99.98390915295361,0.0,0.0,0.0,0.0,1.0009992505620784,1.0,1.0,1.0,1.0003669582656207,1.0
air05,1,36.54,36.49,716,716,94.20627056950015,94.08855994540063,0.0,0.0,0.0,0.0,1.0013702384214853,1.0,1.0,1.0,1.0012510620225012,1.0
air05,2,30.22,30.27,282,282,87.80452756502615,87.87153105331006,0.0,0.0,0.0,0.0,0.9983481995374959,1.0,1.0,1.0,0.9992374835457998,1.0
app1-1,0,3.53,3.53,2,2,210.18724100076997,211.32298268982487,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9946255647417115,1.0
app1-1,1,4.94,4.89,3,3,323.57328085036335,320.7085988468772,0.0,0.0,0.0,0.0,1.0102249488752557,1.0,1.0,1.0,1.0089323517167492,1.0
app1-1,2,4.17,4.22,6,6,221.01774098094754,222.87524842058664,0.0,0.0,0.0,0.0,0.9881516587677726,1.0,1.0,1.0,0.9916657078217416,1.0
app1-2,0,642.8,642.51,33,33,36383.844121706585,36369.57482254206,0.0,0.0,0.0,0.0,1.000451354842726,1.0,1.0,1.0,1.0003923416546425,1.0
app1-2,1,789.47,791.4,20,20,44698.36789757741,44887.73138503927,0.0,0.0,0.0,0.0,0.9975612838008593,1.0,1.0,1.0,0.9957813976866523,1.0
app1-2,2,618.36,620.27,20,20,37335.62179865141,37474.756935491656,0.0,0.0,0.0,0.0,0.9969206958260113,1.0,1.0,1.0,0.9962872304394195,1.0
assign1-5-8,0,7200.0,7200.0,5736357,5752207,35826.85425376717,35816.25513489924,4.74,4.73,1.0021141649048626,1.0,1.0,1.0,0.9972445358798805,1.0,1.0002959304044492,1.0
assign1-5-8,1,7200.0,7200.0,6813236,6817803,34469.75157546527,34471.105106125644,4.54,4.54,1.0,1.0,1.0,1.0,0.9993301361156959,1.0,0.9999607343409442,1.0
assign1-5-8,2,7200.0,7200.0,6333262,6376065,36127.38158961623,36093.1982443332,4.8,4.79,1.0020876826722338,1.0,1.0,1.0,0.9932869253999136,1.0,1.0009470855159917,1.0
atlanta-ip,0,7200.0,7200.0,18533,18583,43337.69348871529,43280.3999701659,3.6,3.6,1.0,1.0,1.0,1.0,0.9973093687779153,1.0,1.0013237751635586,1.0
atlanta-ip,1,7200.0,7200.0,21153,21126,33224.348694249595,33249.375901996944,3.81,3.83,0.9947780678851175,1.0,1.0,1.0,1.0012780460096564,1.0,0.9992472878943317,1.0
atlanta-ip,2,7200.0,7200.0,30903,30903,36484.18328740221,36483.97619689534,4.27,4.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0000056762044178,1.0
b1c1s1,0,7200.0,7200.0,35962,51191,101772.57959298001,101009.37174266888,17.13,17.39,0.9850488786658999,1.0,1.0,1.0,0.7025062999355356,1.0,1.0075558122691375,1.0
b1c1s1,1,7200.0,7200.0,21112,19248,99105.70956843253,99445.84431547104,18.36,18.78,0.9776357827476038,1.0,1.0,1.0,1.096841230257689,1.0,0.9965796987357309,1.0
b1c1s1,2,7200.0,7200.0,18673,18968,104172.80512217728,103707.21916457007,17.69,16.14,1.0960346964064436,1.0,1.0,1.0,0.9844474905103332,1.0,1.004489426689461,1.0
bab2,0,7200.0,7200.0,3473,3460,54272.20839437869,54636.29620519643,1.29,1.29,1.0,1.0,1.0,1.0,1.003757225433526,1.0,0.993336154971956,1.0
bab2,1,7200.0,7200.0,3262,3382,49060.940255721325,49164.99581858623,2.44,1.1,2.218181818181818,1.0,1.0,1.0,0.9645180366646955,1.0,0.9978835437462691,1.0
bab2,2,7200.0,7200.0,1981,2003,51336.0834263738,51339.36522237302,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9890164752870694,1.0,0.9999360764204037,1.0
bab6,0,7200.0,7200.0,4790,4933,15216.593062791633,15005.116580814478,0.58,0.58,1.0,1.0,1.0,1.0,0.9710115548347862,1.0,1.014093624720487,1.0
bab6,1,7200.0,7200.0,3258,3183,22203.67304528304,22326.960695097514,1.14,1.14,1.0,1.0,1.0,1.0,1.0235626767200754,1.0,0.9944780818357627,1.0
bab6,2,7200.0,7200.0,4779,4744,20738.843556386426,20693.756353504858,1.94,1.94,1.0,1.0,1.0,1.0,1.0073777403035413,1.0,1.0021787829194158,1.0
beasleyC3,0,31.56,31.57,83,83,57.36058461538471,57.27792387267915,0.0,0.0,0.0,0.0,0.9996832435856826,1.0,1.0,1.0,1.001443151865792,1.0
beasleyC3,1,17.35,17.36,2,2,52.69888328912467,52.85593037135279,0.0,0.0,0.0,0.0,0.9994239631336407,1.0,1.0,1.0,0.9970287708280842,1.0
beasleyC3,2,47.2,47.26,453,429,60.5070464190982,59.2574462864722,0.0,0.0,0.0,0.0,0.9987304274227677,1.0,1.055944055944056,1.0,1.021087647391772,1.0
binkar10_1,0,31.34,37.92,2560,2735,16.530218892167426,17.8697998151691,0.0,0.0,0.0,0.0,0.8264767932489451,1.0,0.9360146252285192,1.0,0.9250366015927864,1.0
binkar10_1,1,29.22,30.65,2246,2389,11.699173704422169,17.166397455932326,0.0,0.0,0.0,0.0,0.9533442088091354,1.0,0.9401423189619087,1.0,0.6815159519902175,1.0
binkar10_1,2,28.71,29.69,2509,2264,16.276617190935752,16.424049720403314,0.0,0.0,0.0,0.0,0.966992253283934,1.0,1.1082155477031803,1.0,0.9910233753564196,1.0
blp-ar98,0,7200.0,7200.0,238231,237252,5967.561744100082,5894.6212145883765,0.27,0.27,1.0,1.0,1.0,1.0,1.0041264141082056,1.0,1.0123740825502388,1.0
blp-ar98,1,7200.0,7200.0,207500,207970,6377.591394602854,6406.814636304012,0.33,0.33,1.0,1.0,1.0,1.0,0.9977400586623071,1.0,0.9954387252698766,1.0
blp-ar98,2,7200.0,7200.0,229423,226917,6415.845105888979,6352.565041292293,0.32,0.32,1.0,1.0,1.0,1.0,1.0110436855766647,1.0,1.0099613406844887,1.0
blp-ic98,0,7200.0,7200.0,304769,308981,7237.063331242014,7217.562834272401,1.38,1.38,1.0,1.0,1.0,1.0,0.9863680938310123,1.0,1.0027018118743651,1.0
blp-ic98,1,7200.0,7200.0,254061,253422,7539.775927701681,7541.8881584261035,2.41,2.41,1.0,1.0,1.0,1.0,1.0025214859009872,1.0,0.9997199334331068,1.0
blp-ic98,2,7200.0,7200.0,278188,278852,7134.770132576666,7132.121150310342,2.11,2.11,1.0,1.0,1.0,1.0,0.9976188085436002,1.0,1.0003714157696562,1.0
bnatt400,0,970.91,970.86,6821,6821,97091.0,97086.0,0.0,0.0,0.0,0.0,1.0000515007313104,1.0,1.0,1.0,1.0000515007313104,1.0
bnatt400,1,1105.02,1103.87,6346,6346,110502.0,110386.99999999999,0.0,0.0,0.0,0.0,1.0010417893411363,1.0,1.0,1.0,1.0010417893411363,1.0
bnatt400,2,745.15,743.49,5500,5500,74515.0,74349.0,0.0,0.0,0.0,0.0,1.002232713284644,1.0,1.0,1.0,1.002232713284644,1.0
bnatt500,0,4368.17,4364.76,29526,29526,436817.0,436476.0,0.0,0.0,0.0,0.0,1.0007812571596146,1.0,1.0,1.0,1.0007812571596146,1.0
bnatt500,1,6333.06,6333.7,38962,38962,633306.0,633370.0,0.0,0.0,0.0,0.0,0.999898953218498,1.0,1.0,1.0,0.9998989532184979,1.0
bnatt500,2,4996.9,4967.46,29029,29029,499689.99999999994,496746.0,0.0,0.0,0.0,0.0,1.00592657011833,1.0,1.0,1.0,1.00592657011833,1.0
bppc4-08,0,7200.0,7200.0,797503,797858,13614.33962264151,13609.433962264151,1.92,1.92,1.0,1.0,1.0,1.0,0.9995550586695878,1.0,1.00036046028005,1.0
bppc4-08,1,7200.0,7200.0,938927,934751,13609.433962264151,13609.433962264151,1.92,1.92,1.0,1.0,1.0,1.0,1.0044674999010432,1.0,1.0,1.0
bppc4-08,2,7200.0,7200.0,793397,791517,13609.452830188678,13609.433962264151,1.92,1.92,1.0,1.0,1.0,1.0,1.0023751858772458,1.0,1.0000013863856925,1.0
brazil3,0,3360.46,3378.81,2570,2570,19964.97339208332,20079.98324124999,0.0,0.0,0.0,0.0,0.9945690938525694,1.0,1.0,1.0,0.994272413089947,1.0
brazil3,1,4252.19,4235.6,2347,2347,100252.26529645834,99863.09830604166,0.0,0.0,0.0,0.0,1.0039168004533003,1.0,1.0,1.0,1.0038970049699842,1.0
brazil3,2,3785.08,3799.45,3302,3302,4574.0625,4586.25,0.0,0.0,0.0,0.0,0.9962178736396058,1.0,1.0,1.0,0.9973426001635323,1.0
buildingenergy,0,7200.0,7200.0,96,96,18993.32567985296,19043.96209600699,0.13,0.13,1.0,1.0,1.0,1.0,1.0,1.0,0.9973410776655216,1.0
buildingenergy,1,7200.0,7200.0,85,85,18244.78742705254,18393.81735738365,0.15,0.15,1.0,1.0,1.0,1.0,1.0,1.0,0.9918978248269228,1.0
buildingenergy,2,7200.0,7200.0,12,13,19044.35943501013,19044.721251156676,0.13,0.13,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,0.9999810017620224,1.0
cbs-cta,0,40.27,40.1,1,1,15.0,15.0,0.0,0.0,0.0,0.0,1.0042394014962595,1.0,1.0,1.0,1.0,1.0
cbs-cta,1,314.1,313.95,31,31,15.0,15.0,0.0,0.0,0.0,0.0,1.0004777830864788,1.0,1.0,1.0,1.0,1.0
cbs-cta,2,35.77,35.69,1,1,15.0,15.0,0.0,0.0,0.0,0.0,1.002241524236481,1.0,1.0,1.0,1.0,1.0
chromaticindex1024-7,0,7200.0,7200.0,964,968,187931.0,187916.25,33.33,33.33,1.0,1.0,1.0,1.0,0.9958677685950413,1.0,1.0000784924135087,1.0
chromaticindex1024-7,1,7200.0,7200.0,1171,1176,190411.75,189564.25,33.33,33.33,1.0,1.0,1.0,1.0,0.9957482993197279,1.0,1.0044707796960661,1.0
chromaticindex1024-7,2,6429.72,6469.26,757,757,170155.5,171069.0,0.0,0.0,0.0,0.0,0.9938880181040799,1.0,1.0,1.0,0.9946600494537292,1.0
chromaticindex512-7,0,1172.37,1180.4,361,361,31401.75,31636.25,0.0,0.0,0.0,0.0,0.9931972212809216,1.0,1.0,1.0,0.9925876170532222,1.0
chromaticindex512-7,1,3689.97,3704.87,3133,3133,94038.0,94429.25,0.0,0.0,0.0,0.0,0.9959782664438968,1.0,1.0,1.0,0.9958566863551284,1.0
chromaticindex512-7,2,7200.0,7200.0,40579,40706,183742.5,183746.25,33.33,33.33,1.0,1.0,1.0,1.0,0.9968800668206161,1.0,0.9999795914202331,1.0
cmflsp50-24-8-8,0,7200.0,7200.0,36090,34634,11790.122833283533,11823.094152272193,3.98,4.18,0.952153110047847,1.0,1.0,1.0,1.0420396142518913,1.0,0.9972112783198699,1.0
cmflsp50-24-8-8,1,7200.0,7200.0,85475,59551,8745.651180930463,8080.61200507519,1.99,1.6,1.24375,1.0,1.0,1.0,1.435324343839734,1.0,1.082300594984338,1.0
cmflsp50-24-8-8,2,7200.0,7200.0,37790,51068,10278.781070052586,10327.582361042922,4.86,2.08,2.3365384615384617,1.0,1.0,1.0,0.7399937338450693,1.0,0.9952746645551411,1.0
co-100,0,7200.0,7200.0,54008,53846,110465.0181735428,110573.10127899553,1.74,1.75,0.9942857142857143,1.0,1.0,1.0,1.0030085800245143,1.0,0.9990225190014341,1.0
co-100,1,7200.0,7200.0,7012,6972,349020.13818441913,349011.76156116097,91.77,91.88,0.9988027862429255,1.0,1.0,1.0,1.0057372346528972,1.0,1.0000240009769892,1.0
co-100,2,7200.0,7200.0,10565,10521,245946.05853016334,246048.9998992629,3.18,3.23,0.9845201238390093,1.0,1.0,1.0,1.004182111966543,1.0,0.999581622485189,1.0
cod105,0,7200.0,7200.0,7261,7367,247748.43619184915,247748.09244200293,47.57,47.41,1.0033748154397808,1.0,1.0,1.0,0.9856115107913669,1.0,1.000001387497449,1.0
cod105,1,7200.0,7200.0,6829,6763,247748.77994169533,247750.84244077245,48.0,48.07,0.998543790305804,1.0,1.0,1.0,1.0097589826999853,1.0,0.9999916751077139,1.0
cod105,2,7200.0,7200.0,6601,6601,247735.7604052158,247738.2955625425,48.07,48.07,1.0,1.0,1.0,1.0,1.0,1.0,0.9999897667927321,1.0
comp07-2idx,0,7200.0,7200.0,3996,4003,6232.0148211666665,6214.149080166668,966.67,966.67,1.0,1.0,1.0,1.0,0.9982513115163627,1.0,1.0028750100407182,1.0
comp07-2idx,1,7200.0,7200.0,743,747,7207.565722583334,7124.369646000001,2800.0,2800.0,1.0,1.0,1.0,1.0,0.9946452476572959,1.0,1.0116776754600378,1.0
comp07-2idx,2,7200.0,7200.0,1449,1416,5014.6098600000005,5075.658141666667,1716.67,1716.67,1.0,1.0,1.0,1.0,1.0233050847457628,1.0,0.987972341721458,1.0
comp21-2idx,0,7200.0,7200.0,10931,10926,290442.8176014865,290444.61865743244,247.43,247.43,1.0,1.0,1.0,1.0,1.0004576240161083,1.0,0.9999937989694757,1.0
comp21-2idx,1,7200.0,7200.0,9835,9843,304059.6857243244,304048.3403305406,195.5,195.5,1.0,1.0,1.0,1.0,0.9991872396627045,1.0,1.000037314440761,1.0
comp21-2idx,2,7200.0,7200.0,11711,11698,308228.4431078378,308230.7525551352,248.72,248.72,1.0,1.0,1.0,1.0,1.001111301077107,1.0,0.9999925074079137,1.0
cost266-UUE,0,4923.15,6047.83,375684,463222,18442.076416295735,21869.27802609905,0.0,0.0,0.0,0.0,0.8140357781220702,1.0,0.8110236560439703,1.0,0.8432869340399233,1.0
cost266-UUE,1,3728.83,4081.74,294630,333136,13227.091766782543,15692.227200422452,0.0,0.0,0.0,0.0,0.9135393239157811,1.0,0.8844135728351183,1.0,0.8429072303023025,1.0
cost266-UUE,2,4067.72,5401.04,306702,414623,15450.64854860508,20927.576330008207,0.0,0.0,0.0,0.0,0.7531364329832773,1.0,0.7397129440479665,1.0,0.7382913484563561,1.0
cryptanalysiskb128n5obj14,0,7200.0,7200.0,110,110,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cryptanalysiskb128n5obj14,1,7200.0,7200.0,59,59,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cryptanalysiskb128n5obj14,2,7200.0,7200.0,90,91,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0
cryptanalysiskb128n5obj16,0,7200.0,7200.0,104,104,7200.0,7200.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cryptanalysiskb128n5obj16,1,2790.65,2798.71,37,37,7350.0,7350.0,0.0,0.0,0.0,0.0,0.9971201017611686,1.0,1.0,1.0,1.0,1.0
cryptanalysiskb128n5obj16,2,7200.0,7200.0,97,97,7300.0,7250.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.006896551724138,1.0
csched007,0,2327.77,2327.45,187288,187288,16205.184854415957,16204.232984330489,0.0,0.0,0.0,0.0,1.000137489527165,1.0,1.0,1.0,1.0000587420636564,1.0
csched007,1,2613.95,2618.01,220934,220934,16818.595935897436,16847.739096011395,0.0,0.0,0.0,0.0,0.9984492037845538,1.0,1.0,1.0,0.9982702035004294,1.0
csched007,2,3393.08,3392.15,247755,247755,21171.48683076923,21166.46237606838,0.0,0.0,0.0,0.0,1.0002741624043747,1.0,1.0,1.0,1.0002373781036993,1.0
csched008,0,7200.0,7200.0,455870,456376,8192.290320809263,8191.895118497123,2.81,2.81,1.0,1.0,1.0,1.0,0.9988912650972006,1.0,1.000048243087396,1.0
csched008,1,7200.0,7200.0,694455,690662,6763.466872832382,6770.240179190763,2.33,2.33,1.0,1.0,1.0,1.0,1.0054918324737716,1.0,0.9989995471092444,1.0
csched008,2,5772.95,5758.73,546382,546382,3644.5367774566475,3635.576893063584,0.0,0.0,0.0,0.0,1.0024692944451294,1.0,1.0,1.0,1.0024645014138356,1.0
cvs16r128-89,0,7200.0,7200.0,67980,67922,136211.38403090596,136262.40570752,23.28,23.28,1.0,1.0,1.0,1.0,1.000853920673714,1.0,0.9996255630718603,1.0
cvs16r128-89,1,7200.0,7200.0,34973,34961,137236.28053173164,137266.65412326908,22.61,22.61,1.0,1.0,1.0,1.0,1.000343239609851,1.0,0.9997787256363795,1.0
cvs16r128-89,2,7200.0,7200.0,47219,47504,134079.04376807137,134026.25364794725,23.01,23.0,1.0004347826086957,1.0,1.0,1.0,0.994000505220613,1.0,1.0003938789504838,1.0
dano3_3,0,143.7,144.71,10,12,1862.9259719075267,1872.9326734633473,0.0,0.0,0.0,0.0,0.9930205238062331,1.0,0.8333333333333334,1.0,0.994657201672222,1.0
dano3_3,1,142.65,142.99,14,12,1263.5882429307567,1261.0955817786487,0.0,0.0,0.0,0.0,0.9976222113434505,1.0,1.1666666666666667,1.0,1.0019765838435437,1.0
dano3_3,2,124.56,124.91,17,17,1592.932607518342,1597.9323463740693,0.0,0.0,0.0,0.0,0.9971979825474342,1.0,1.0,1.0,0.996871119814883,1.0
dano3_5,0,635.04,638.53,276,276,1347.909644561208,1348.1479973607438,0.0,0.0,0.0,0.0,0.9945343210185895,1.0,1.0,1.0,0.9998231998267235,1.0
dano3_5,1,285.81,286.66,159,166,1780.2608740715739,1780.2755837089514,0.0,0.0,0.0,0.0,0.9970348147631339,1.0,0.9578313253012049,1.0,0.9999917374380056,1.0
dano3_5,2,285.94,287.06,140,140,1567.9150744635906,1575.4553714187361,0.0,0.0,0.0,0.0,0.9960983766459973,1.0,1.0,1.0,0.9952138936513604,1.0
decomp2,0,2.39,2.45,1,1,120.0,120.0,0.0,0.0,0.0,0.0,0.9755102040816326,1.0,1.0,1.0,1.0,1.0
decomp2,1,2.42,2.42,1,1,114.99999999999999,110.00000000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0454545454545452,1.0
decomp2,2,2.5,2.46,1,1,125.0,125.0,0.0,0.0,0.0,0.0,1.016260162601626,1.0,1.0,1.0,1.0,1.0
drayage-100-23,0,16.43,16.51,32,32,303.7752256149986,304.37475116939737,0.0,0.0,0.0,0.0,0.9951544518473652,1.0,1.0,1.0,0.9980303045765281,1.0
drayage-100-23,1,19.52,19.54,48,48,298.54528306702053,298.6629554977645,0.0,0.0,0.0,0.0,0.9989764585465711,1.0,1.0,1.0,0.9996060025906198,1.0
drayage-100-23,2,13.5,13.52,16,16,276.58665329760555,276.64897702172743,0.0,0.0,0.0,0.0,0.9985207100591716,1.0,1.0,1.0,0.9997747191231544,1.0
drayage-25-23,0,7200.0,7200.0,720814,774368,1530.66314982333,1526.3162729398719,0.07,0.07,1.0,1.0,1.0,1.0,0.9308416670110335,1.0,1.0028479529180971,1.0
drayage-25-23,1,7200.0,7200.0,790871,791377,940.2790696522105,945.0029543855446,0.07,0.07,1.0,1.0,1.0,1.0,0.9993606081551524,1.0,0.9950011958042971,1.0
drayage-25-23,2,6941.84,6981.6,552534,552534,1277.0347172139345,1283.7828563442886,0.0,0.0,0.0,0.0,0.9943050303655322,1.0,1.0,1.0,0.9947435509852732,1.0
dws008-01,0,7200.0,7200.0,144766,137675,275072.23956510815,272915.01227623643,44.84,44.26,1.0131043831902395,1.0,1.0,1.0,1.0515053568185946,1.0,1.007904392180113,1.0
dws008-01,1,7200.0,7200.0,157395,151938,262978.3312515146,263499.15448394074,44.28,48.22,0.9182911654914974,1.0,1.0,1.0,1.0359159657228607,1.0,0.998023434900783,1.0
dws008-01,2,7200.0,7200.0,153108,150243,281202.08588068804,285661.0106927154,52.63,57.03,0.9228476240575136,1.0,1.0,1.0,1.0190691080449672,1.0,0.9843908526360854,1.0
eil33-2,0,81.2,80.75,343,343,933.6795582576123,928.6450996203257,0.0,0.0,0.0,0.0,1.0055727554179568,1.0,1.0,1.0,1.0054212945713543,1.0
eil33-2,1,101.92,104.17,395,395,1109.1921272024756,1133.2049339633122,0.0,0.0,0.0,0.0,0.9784006911778823,1.0,1.0,1.0,0.978809828618683,1.0
eil33-2,2,105.72,105.69,541,541,962.4049616213214,961.8528713882873,0.0,0.0,0.0,0.0,1.000283848992336,1.0,1.0,1.0,1.000573986156778,1.0
eilA101-2,0,7200.0,7200.0,11110,11127,61136.06694037233,61118.99059387576,20.05,20.05,1.0,1.0,1.0,1.0,0.9984721847757706,1.0,1.0002793951001259,1.0
eilA101-2,1,7200.0,7200.0,12688,12812,59691.95840256153,59647.42016233327,13.2,13.19,1.0007581501137226,1.0,1.0,1.0,0.9903215735248205,1.0,1.0007466918117673,1.0
eilA101-2,2,7200.0,7200.0,13480,13480,60355.81189969616,60352.60590462083,13.37,13.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0000531210711994,1.0
enlight_hard,0,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
enlight_hard,1,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
enlight_hard,2,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ex10,0,493.8,493.4,1,1,24700.0,24650.0,0.0,0.0,0.0,0.0,1.000810701256587,1.0,1.0,1.0,1.002028397565923,1.0
ex10,1,497.94,495.4,1,1,24900.0,24750.0,0.0,0.0,0.0,0.0,1.0051271699636657,1.0,1.0,1.0,1.006060606060606,1.0
ex10,2,581.12,581.58,1,1,29050.0,29100.0,0.0,0.0,0.0,0.0,0.9992090512053371,1.0,1.0,1.0,0.9982817869415808,1.0
ex9,0,27.98,29.02,1,1,1400.0,1450.0,0.0,0.0,0.0,0.0,0.9641626464507237,1.0,1.0,1.0,0.9655172413793104,1.0
ex9,1,27.3,27.64,1,1,1365.0,1380.0,0.0,0.0,0.0,0.0,0.9876989869753979,1.0,1.0,1.0,0.9891304347826086,1.0
ex9,2,27.02,27.67,1,1,1350.0,1385.0,0.0,0.0,0.0,0.0,0.9765088543548969,1.0,1.0,1.0,0.9747292418772563,1.0
exp-1-500-5-5,0,2.28,2.31,1,1,11.236599025604445,11.340417684824018,0.0,0.0,0.0,0.0,0.9870129870129869,1.0,1.0,1.0,0.9908452526084197,1.0
exp-1-500-5-5,1,2.22,2.22,1,1,11.534146341463414,10.457893818203894,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.1029129327538307,1.0
exp-1-500-5-5,2,2.21,2.23,1,1,10.800395373897736,12.252867029914855,0.0,0.0,0.0,0.0,0.9910313901345291,1.0,1.0,1.0,0.8814586290318036,1.0
fast0507,0,322.23,323.39,1284,1284,580.8892862068959,581.9411344827579,0.0,0.0,0.0,0.0,0.9964129997835431,1.0,1.0,1.0,0.9981925177418557,1.0
fast0507,1,280.17,281.71,1223,1223,550.1830798850568,556.1022597701143,0.0,0.0,0.0,0.0,0.9945333853963297,1.0,1.0,1.0,0.9893559506708274,1.0
fast0507,2,365.44,366.66,1711,1711,604.7471241379305,605.8111402298846,0.0,0.0,0.0,0.0,0.9966726667757595,1.0,1.0,1.0,0.998243650502118,1.0
fastxgemm-n2r6s0t2,0,4702.82,5456.64,1118937,1254092,326247.55928434775,416431.3842921739,0.0,0.0,0.0,0.0,0.8618527152240205,1.0,0.8922287998009716,1.0,0.7834365314201391,1.0
fastxgemm-n2r6s0t2,1,4017.11,2297.35,1012967,544145,236190.0877195652,145322.71966304345,0.0,0.0,0.0,0.0,1.7485842383615906,1.0,1.861575499177609,1.0,1.6252798479633046,1.0
fastxgemm-n2r6s0t2,2,3129.08,2695.76,769500,647594,211406.1993217391,177450.90282826088,0.0,0.0,0.0,0.0,1.1607413122829924,1.0,1.188244486514699,1.0,1.1913503732710822,1.0
fhnw-binpack4-4,0,7200.0,7200.0,14733968,14776290,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9971358169066795,1.0,1.0,1.0
fhnw-binpack4-4,1,7200.0,7200.0,13981261,14011682,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9978288830705693,1.0,1.0,1.0
fhnw-binpack4-4,2,7200.0,7200.0,11607995,11641609,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9971125984389271,1.0,1.0,1.0
fhnw-binpack4-48,0,7200.0,7200.0,4040499,4024296,15.0,15.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0040262942884917,1.0,1.0,1.0
fhnw-binpack4-48,1,7200.0,7200.0,3525851,3523510,20.0,15.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0006643943113542,1.0,1.3333333333333333,1.0
fhnw-binpack4-48,2,7200.0,7200.0,3413924,3420581,20.0,20.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9980538393916121,1.0,1.0,1.0
fiball,0,465.55,465.46,4111,4111,249.44762318840577,243.8405797101449,0.0,0.0,0.0,0.0,1.0001933571090964,1.0,1.0,1.0,1.0229947102526002,1.0
fiball,1,447.14,447.05,3521,3521,229.8099420289855,229.8099420289855,0.0,0.0,0.0,0.0,1.00020131976289,1.0,1.0,1.0,1.0,1.0
fiball,2,499.03,500.06,5672,5672,224.38405797101447,224.38405797101447,0.0,0.0,0.0,0.0,0.9979402471703395,1.0,1.0,1.0,1.0,1.0
gen-ip002,0,1315.68,1308.28,5856334,5856334,508.2774467047354,505.5176631697673,0.0,0.0,0.0,0.0,1.0056562815299477,1.0,1.0,1.0,1.0054593216736747,1.0
