ProblemName,Seed,T_combined,T_combined-disable-all,N_combined,N_combined-disable-all,DI_combined,DI_combined-disable-all,Gap_combined,Gap_combined-disable-all,GapQ_combined,GapQ_combined-disable-all,TQ_combined,TQ_combined-disable-all,NQ_combined,NQ_combined-disable-all,DIQ_combined,DIQ_combined-disable-all
rail507,1,180.04,178.95,783,807,535.9986402298842,530.4326580459763,0.0,0.0,0.0,0.0,1.0060910868957809,1.0,0.9702602230483272,1.0,1.010493287129816,1.0
rail507,2,193.43,188.98,771,783,550.3129764367807,545.8622091954013,0.0,0.0,0.0,0.0,1.0235474653402477,1.0,0.9846743295019157,1.0,1.0081536460418092,1.0
ran14x18-disj-8,0,2109.62,1960.64,656920,737236,4720.022399515085,4520.405768857757,0.0,0.0,0.0,0.0,1.0759853925248897,1.0,0.8910579515921632,1.0,1.0441590071476634,1.0
ran14x18-disj-8,1,1785.31,1565.41,564900,543999,4187.8742715517255,3896.4282068965513,0.0,0.0,0.0,0.0,1.1404743805137312,1.0,1.03842102650924,1.0,1.0747982637378828,1.0
ran14x18-disj-8,2,1694.59,1892.9,593570,676656,4183.58199137931,4482.257645474139,0.0,0.0,0.0,0.0,0.8952348248718897,1.0,0.8772108722896125,1.0,0.9333649072144681,1.0
reblock115,0,4390.48,5246.02,704168,767823,1478.2679172660025,1749.7766048989815,0.0,0.0,0.0,0.0,0.8369163670744677,1.0,0.9170967788149091,1.0,0.844832370673596,1.0
reblock115,1,6605.46,5705.03,882785,752696,1973.6116948011038,1842.2304245910502,0.0,0.0,0.0,0.0,1.1578308965947595,1.0,1.172830731131825,1.0,1.0713164153931605,1.0
reblock115,2,5894.68,7200.0,832788,1027938,1732.8197741363647,2070.356215868825,0.0,0.12,0.0,1.0,0.8187055555555556,1.0,0.8101539197889367,1.0,0.8369669725695907,1.0
rmatr100-p10,2,160.62,161.22,827,783,1470.6039044917256,1494.0726680851062,0.0,0.0,0.0,0.0,0.9962783773725344,1.0,1.0561941251596425,1.0,0.9842920869281013,1.0
rocI-4-11,0,638.21,659.36,12970,12554,29120.536456756792,30081.740261928084,0.0,0.0,0.0,0.0,0.9679234409123999,1.0,1.0331368488131274,1.0,0.9680469348913365,1.0
rocI-4-11,1,1001.8,891.39,17602,14540,45696.66887057146,40665.66469495272,0.0,0.0,0.0,0.0,1.1238627312399736,1.0,1.2105914718019257,1.0,1.1237162656348556,1.0
rocI-4-11,2,498.07,483.25,9550,8950,22732.554795173884,22057.25067853868,0.0,0.0,0.0,0.0,1.0306673564407656,1.0,1.0670391061452513,1.0,1.030615969618202,1.0
rococoC10-001000,0,765.76,1294.25,53303,83591,3637.21907591623,4769.443987783593,0.0,0.0,0.0,0.0,0.5916631253621789,1.0,0.6376643418549844,1.0,0.7626086154345385,1.0
rococoC10-001000,1,851.99,784.32,63090,50605,3615.585901396161,3267.0386710296707,0.0,0.0,0.0,0.0,1.0862785597715219,1.0,1.246714751506768,1.0,1.1066859824639415,1.0
rococoC10-001000,2,1626.91,970.82,162527,74850,4950.877458115184,3910.786991273996,0.0,0.0,0.0,0.0,1.6758101398817495,1.0,2.171369405477622,1.0,1.265954261677229,1.0
roi2alpha3n4,0,1424.8,1641.49,12529,14967,16490.963905553228,17599.50981413796,0.0,0.0,0.0,0.0,0.8679918854211722,1.0,0.8371083049375292,1.0,0.9370126827228893,1.0
roi2alpha3n4,1,1940.46,2227.19,17446,20396,21184.919493934634,22938.88759336826,0.0,0.0,0.0,0.0,0.8712592998352183,1.0,0.8553637968229064,1.0,0.9235373514825231,1.0
roll3000,0,36.86,35.19,1986,2179,110.03812966581091,103.43685978863391,0.0,0.0,0.0,0.0,1.0474566638249503,1.0,0.911427260211106,1.0,1.0638193182842774,1.0
roll3000,1,38.91,38.03,2149,1831,99.82461440423535,97.30248257210373,0.0,0.0,0.0,0.0,1.0231396266105706,1.0,1.1736755871108684,1.0,1.0259205291115019,1.0
roll3000,2,60.26,38.85,3736,2051,131.74724226888856,111.90349261561099,0.0,0.0,0.0,0.0,1.551093951093951,1.0,1.8215504631886885,1.0,1.1773291359318063,1.0
s250r10,1,6366.45,6165.2,45426,43302,28982.309967563022,28854.040757413844,0.0,0.0,0.0,0.0,1.0326428988516188,1.0,1.049050852154635,1.0,1.0044454505082177,1.0
seymour1,0,90.45,70.79,1627,1234,98.1624287543035,90.11637083449241,0.0,0.0,0.0,0.0,1.2777228422093516,1.0,1.3184764991896272,1.0,1.089285196965915,1.0
seymour1,1,67.9,68.16,1466,1473,85.56234964084783,85.41976264092101,0.0,0.0,0.0,0.0,0.9961854460093899,1.0,0.9952477936184657,1.0,1.0016692507157414,1.0
seymour1,2,72.05,73.44,1822,1827,88.61467649594047,85.17362412931969,0.0,0.0,0.0,0.0,0.9810729847494554,1.0,0.9972632731253421,1.0,1.0404004455815594,1.0
splice1k1,2,7200.0,4779.32,834,535,559613.0508281598,375236.15835903015,358.74,0.0,inf,0.0,1.5064904630784297,1.0,1.5588785046728972,1.0,1.4913622750948106,1.0
supportcase26,1,5238.22,6267.11,6761735,8514045,42136.51904782413,52609.13167256343,0.0,0.0,0.0,0.0,0.8358270398955819,1.0,0.7941859597876215,1.0,0.800935459457489,1.0
supportcase26,2,4487.28,5798.26,5497025,7406153,39451.952276387834,52390.16155900565,0.0,0.0,0.0,0.0,0.7739011358579987,1.0,0.7422240669346151,1.0,0.7530412409962536,1.0
supportcase33,0,1598.38,1703.32,12756,12269,20589.541389960836,22333.761841737552,0.0,0.0,0.0,0.0,0.9383909071695279,1.0,1.0396935365555464,1.0,0.9219020752465847,1.0
supportcase33,1,1600.98,1191.9,7176,5971,23597.50395015502,15222.64268444335,0.0,0.0,0.0,0.0,1.3432167128114774,1.0,1.2018087422542287,1.0,1.55015817156835,1.0
supportcase33,2,682.16,2742.23,3786,18434,9453.6831174386,32575.164415817355,0.0,0.0,0.0,0.0,0.24876104484306566,1.0,0.20538136052945644,1.0,0.29021137074747116,1.0
supportcase40,1,946.94,940.91,7991,7931,2192.5045664375266,2184.696849069497,0.0,0.0,0.0,0.0,1.0064086894602036,1.0,1.007565250283697,1.0,1.003573821865196,1.0
supportcase7,1,193.62,192.2,45,47,2398.1424919217116,2393.5496209975804,0.0,0.0,0.0,0.0,1.00738813735692,1.0,0.9574468085106383,1.0,1.001918853440029,1.0
swath1,0,21.09,17.53,281,285,261.84366437022675,230.35512983641678,0.0,0.0,0.0,0.0,1.2030804335424985,1.0,0.9859649122807017,1.0,1.1366956080212804,1.0
swath1,1,17.34,16.12,245,257,227.21935845890266,220.08527837470785,0.0,0.0,0.0,0.0,1.075682382133995,1.0,0.953307392996109,1.0,1.032415071725282,1.0
swath1,2,19.82,15.48,292,260,247.56353363772197,211.72130842091065,0.0,0.0,0.0,0.0,1.2803617571059431,1.0,1.123076923076923,1.0,1.1692896453556556,1.0
swath3,0,226.2,214.69,28316,31161,1821.0849870830593,1625.583188120976,0.0,0.0,0.0,0.0,1.053612185010946,1.0,0.9086999775360226,1.0,1.120265637828148,1.0
swath3,1,182.91,170.29,21837,21471,1366.3576742147566,1265.3055751911052,0.0,0.0,0.0,0.0,1.0741088730988315,1.0,1.0170462484281124,1.0,1.0798637902218908,1.0
swath3,2,427.45,386.73,74192,74447,3250.751069608749,2963.0110444153784,0.0,0.0,0.0,0.0,1.105293098544204,1.0,0.9965747444490711,1.0,1.0971106826401127,1.0
timtab1,0,73.73,73.68,64175,60661,984.6586518596392,1050.7757691181164,0.0,0.0,0.0,0.0,1.0006786102062974,1.0,1.057928487825786,1.0,0.9370778055588709,1.0
timtab1,1,67.9,65.65,51540,48544,931.5505124403091,930.6411911000926,0.0,0.0,0.0,0.0,1.0342726580350343,1.0,1.061717205009888,1.0,1.0009770912236775,1.0
timtab1,2,70.92,70.24,55054,54418,930.4513441914713,900.8645597642175,0.0,0.0,0.0,0.0,1.0096810933940776,1.0,1.0116873093461722,1.0,1.0328426555430237,1.0
tr12-30,0,606.97,738.76,423661,520455,76.46148580354655,85.77338279886034,0.0,0.0,0.0,0.0,0.8216064757160648,1.0,0.8140204244363105,1.0,0.8914360528702674,1.0
tr12-30,1,650.32,727.09,475420,555025,68.06324466293009,70.5165954546849,0.0,0.0,0.0,0.0,0.8944147216988269,1.0,0.8565740281969281,1.0,0.9652088876960689,1.0
tr12-30,2,397.52,386.49,213946,206172,47.14426016110756,46.77303745903383,0.0,0.0,0.0,0.0,1.0285389013946027,1.0,1.037706381079875,1.0,1.00793668152082,1.0
uct-subprob,0,1102.62,1204.7,44339,48000,6476.302431528661,6922.452600318472,0.0,0.0,0.0,0.0,0.9152652112559142,1.0,0.9237291666666667,1.0,0.9355502746570941,1.0
uct-subprob,1,1631.6,1970.22,59559,78273,8419.30769426752,9724.568394904458,0.0,0.0,0.0,0.0,0.8281308686339596,1.0,0.7609137250392856,1.0,0.865777004425114,1.0
uct-subprob,2,2506.36,2490.55,95674,93348,11342.06881624204,11090.190855095538,0.0,0.0,0.0,0.0,1.0063479954226977,1.0,1.0249175129622488,1.0,1.0227117787635525,1.0
unitcal_7,0,272.59,271.08,89,95,739.8974382424475,729.781045197972,0.0,0.0,0.0,0.0,1.0055703113472036,1.0,0.9368421052631579,1.0,1.0138622304745268,1.0
unitcal_7,1,298.12,296.18,180,176,672.3522624655749,682.458697342446,0.0,0.0,0.0,0.0,1.0065500709028294,1.0,1.0227272727272727,1.0,0.9851911406269325,1.0
var-smallemery-m6j6,2,6729.45,6127.85,683202,669677,9102.060902958929,8624.123181772908,0.0,0.0,0.0,0.0,1.0981747268617867,1.0,1.0201963035911343,1.0,1.055418702993035,1.0
wachplan,0,2340.84,2738.3,219938,264273,26080.44444444445,30496.66666666667,0.0,0.0,0.0,0.0,0.8548515502318957,1.0,0.8322378752275109,1.0,0.8551900025503698,1.0
wachplan,1,3419.67,3221.36,302179,297163,38067.444444444445,35864.0,0.0,0.0,0.0,0.0,1.0615609556212282,1.0,1.01687962498696,1.0,1.0614388926066374,1.0
wachplan,2,2343.95,2466.59,198054,188045,26115.0,27482.111111111113,0.0,0.0,0.0,0.0,0.9502795357152991,1.0,1.0532266212874577,1.0,0.9502545089937292,1.0
