ProblemName,Seed,T_combined,T_combined-disable-all,N_combined,N_combined-disable-all,DI_combined,DI_combined-disable-all,Gap_combined,Gap_combined-disable-all,GapQ_combined,GapQ_combined-disable-all,TQ_combined,TQ_combined-disable-all,NQ_combined,NQ_combined-disable-all,DIQ_combined,DIQ_combined-disable-all
glass4,1,2392.84,1073.13,1888717,838729,65192.70388069259,33470.69357096751,0.0,0.0,0.0,0.0,2.22977644833338,1.0,2.2518799278432007,1.0,1.947754794577689,1.0
glass4,2,2212.84,2754.59,1599046,1973226,59809.337062710845,80804.15758751199,0.0,0.0,0.0,0.0,0.803328263008288,1.0,0.8103714425007577,1.0,0.7401764816115622,1.0
graphdraw-domain,0,1010.47,1564.24,1823083,2921988,16022.469596159708,20540.626945545057,0.0,0.0,0.0,0.0,0.6459814350739017,1.0,0.623918715614164,1.0,0.780038001694721,1.0
graphdraw-domain,1,1122.85,1204.5,1941578,2154223,17974.215538961696,18544.090361170376,0.0,0.0,0.0,0.0,0.9322125363221253,1.0,0.9012892351441796,1.0,0.9692691951392803,1.0
graphdraw-domain,2,1664.67,1776.2,2907888,3433845,23908.33903586305,27400.828253581225,0.0,0.0,0.0,0.0,0.9372086476748114,1.0,0.8468314673492834,1.0,0.872540742732413,1.0
h80x6320d,0,69.54,77.54,4,6,184.3321510069643,187.27453069346592,0.0,0.0,0.0,0.0,0.8968274438999226,1.0,0.6666666666666666,1.0,0.9842884151111944,1.0
h80x6320d,1,86.17,94.03,10,8,215.91991323207472,218.89775810375204,0.0,0.0,0.0,0.0,0.9164096564926087,1.0,1.25,1.0,0.9863961837824493,1.0
icir97_tension,1,7200.0,4362.71,2776552,1708945,962.1043945098027,696.1104478431357,0.05,0.0,inf,0.0,1.65035035562758,1.0,1.624717003765481,1.0,1.3821145731842357,1.0
istanbul-no-cutoff,0,154.02,151.11,347,341,4154.504063298898,4114.021962962951,0.0,0.0,0.0,0.0,1.019257494540401,1.0,1.0175953079178885,1.0,1.0098400301943917,1.0
istanbul-no-cutoff,1,166.34,165.12,245,269,4386.7845191557135,4360.886266771138,0.0,0.0,0.0,0.0,1.007388565891473,1.0,0.9107806691449815,1.0,1.0059387589586808,1.0
istanbul-no-cutoff,2,285.14,290.23,475,481,6591.160704164574,6554.307173085763,0.0,0.0,0.0,0.0,0.9824621851634909,1.0,0.9875259875259875,1.0,1.0056227958357131,1.0
map10,0,1006.71,1030.49,1637,1726,11390.739125871321,11756.381889276015,0.0,0.0,0.0,0.0,0.9769235994526876,1.0,0.9484356894553881,1.0,0.9688983594741655,1.0
map10,1,633.84,667.62,724,768,7841.863703219099,8177.168303795556,0.0,0.0,0.0,0.0,0.949402354632875,1.0,0.9427083333333334,1.0,0.9589950227121019,1.0
map10,2,792.96,817.28,965,955,9060.827479977572,9082.169360887514,0.0,0.0,0.0,0.0,0.9702427564604542,1.0,1.0104712041884816,1.0,0.9976501340085276,1.0
map16715-04,0,2158.43,2178.37,1933,1961,105052.04735655236,105976.73762614005,0.0,0.0,0.0,0.0,0.99084636677883,1.0,0.985721570627231,1.0,0.9912745920444374,1.0
map16715-04,1,2335.51,2329.53,2173,2177,114012.38505556673,113768.77286255977,0.0,0.0,0.0,0.0,1.0025670414203725,1.0,0.998162609095085,1.0,1.0021412922621682,1.0
map16715-04,2,2160.04,2072.62,1990,1982,105132.8366379955,101159.3732657977,0.0,0.0,0.0,0.0,1.0421784987117755,1.0,1.0040363269424823,1.0,1.0392792407062217,1.0
markshare_4_0,0,72.47,302.83,612396,2590109,7247.0,30299.99999999252,0.0,0.0,0.0,0.0,0.2393091833702077,1.0,0.23643638163490416,1.0,0.23917491749180822,1.0
markshare_4_0,1,70.48,310.73,589762,2661583,7048.0,31072.999999992488,0.0,0.0,0.0,0.0,0.22682071251568886,1.0,0.22158317061688476,1.0,0.2268207125157437,1.0
markshare_4_0,2,85.88,262.62,719508,2235991,8588.0,26261.999999993743,0.0,0.0,0.0,0.0,0.32701241337293424,1.0,0.32178483723771695,1.0,0.3270124133730122,1.0
mas74,0,1680.79,1702.84,4932223,5115429,6714.657077007676,6716.487000975687,0.0,0.0,0.0,0.0,0.9870510441380282,1.0,0.9641856039835565,1.0,0.9997275474563198,1.0
mas74,1,2282.09,2194.83,7992914,8092045,7947.64328439701,7963.904173923965,0.0,0.0,0.0,0.0,1.039757065467485,1.0,0.9877495738098342,1.0,0.997958176144284,1.0
mas74,2,1563.59,1308.13,4674399,3949864,6164.667939272116,5081.501812883928,0.0,0.0,0.0,0.0,1.1952864011986575,1.0,1.1834328979428153,1.0,1.2131586618038523,1.0
mc11,0,149.4,196.21,6484,9035,235.9292069467016,278.2969971768324,0.0,0.0,0.0,0.0,0.7614290810865909,1.0,0.7176535694521307,1.0,0.8477605196609077,1.0
mc11,1,80.39,95.06,1411,2469,170.2462143895971,184.164691590384,0.0,0.0,0.0,0.0,0.8456764148958552,1.0,0.5714864317537465,1.0,0.9244237476761065,1.0
mc11,2,106.11,97.1,3386,2400,194.48838138420732,186.65966891949677,0.0,0.0,0.0,0.0,1.092790937178167,1.0,1.4108333333333334,1.0,1.041941103346149,1.0
mcsched,0,318.21,358.32,11378,15011,1771.6943599496017,2117.9913426736443,0.0,0.0,0.0,0.0,0.8880609511051574,1.0,0.757977483179002,1.0,0.8364974512658324,1.0
mcsched,2,306.32,298.78,12017,10929,1859.5953523379876,1794.6063644042604,0.0,0.0,0.0,0.0,1.0252359595689136,1.0,1.0995516515692194,1.0,1.036213505770833,1.0
mushroom-best,0,579.5,868.02,27393,47519,20569.405130947434,25518.33025123006,0.0,0.0,0.0,0.0,0.667611345360706,1.0,0.5764641511816326,1.0,0.8060639128203119,1.0
mzzv11,1,263.08,298.18,987,1237,2648.939704582618,2639.691159221592,0.0,0.0,0.0,0.0,0.8822858675967535,1.0,0.7978981406628941,1.0,1.0035036467537943,1.0
mzzv42z,0,175.26,170.42,415,366,1846.7208429817506,1842.8974256368144,0.0,0.0,0.0,0.0,1.0284004224856238,1.0,1.133879781420765,1.0,1.0020746772401699,1.0
n2seq36q,0,936.81,1523.86,5438,10638,483.45210727969345,708.375478927203,0.0,0.0,0.0,0.0,0.6147611985352985,1.0,0.5111863132167701,1.0,0.6824800147117684,1.0
n2seq36q,1,1061.28,3325.16,4712,16719,516.1992337164751,1388.567049808429,0.0,0.0,0.0,0.0,0.31916659649460477,1.0,0.2818350379807405,1.0,0.37174959162950866,1.0
n2seq36q,2,1170.79,942.75,4632,5845,583.0613026819923,495.6896551724138,0.0,0.0,0.0,0.0,1.2418880933439405,1.0,0.7924721984602224,1.0,1.176262801932367,1.0
n5-3,0,26.4,28.48,926,1124,232.06858173966697,235.82613756940162,0.0,0.0,0.0,0.0,0.9269662921348314,1.0,0.8238434163701067,1.0,0.9840664149086154,1.0
n5-3,1,27.79,28.81,971,1026,237.332336458976,253.58260715607648,0.0,0.0,0.0,0.0,0.96459562651857,1.0,0.9463937621832359,1.0,0.9359172504796487,1.0
n5-3,2,27.09,25.86,1087,1047,229.2131612584825,226.10546576187545,0.0,0.0,0.0,0.0,1.0475638051044083,1.0,1.0382043935052532,1.0,1.013744451007124,1.0
neos-1171448,1,5.16,4831.48,1,373,145.38868538868542,145.38868538868542,0.0,0.0,0.0,0.0,0.001067995728017088,1.0,0.002680965147453083,1.0,1.0,1.0
neos-1445765,1,44.19,45.21,141,185,2245.7869826846736,2263.504025678899,0.0,0.0,0.0,0.0,0.9774386197743862,1.0,0.7621621621621621,1.0,0.9921727362561631,1.0
neos-1456979,2,7200.0,5573.29,31540,217009,59359.108288068186,31935.614509659088,7.29,0.0,inf,0.0,1.2918760731991337,1.0,0.14533959421037837,1.0,1.8587119490096151,1.0
neos-1582420,2,55.49,71.77,1381,2039,123.04363571428577,134.218323076923,0.0,0.0,0.0,0.0,0.7731642747666156,1.0,0.6772927905836195,1.0,0.9167424602955826,1.0
neos-3024952-loue,0,4646.86,6043.87,383076,413960,6688.458145836447,7000.403595081462,0.0,0.0,0.0,0.0,0.7688550547910528,1.0,0.9253937578510001,1.0,0.9554389336260283,1.0
neos-3083819-nubu,0,12.72,9.24,2020,1106,10.736827670784827,10.640768478610326,0.0,0.0,0.0,0.0,1.3766233766233766,1.0,1.8264014466546112,1.0,1.009027467552517,1.0
neos-3083819-nubu,2,20.79,19.58,3812,3235,11.640217907557332,11.514027275857503,0.0,0.0,0.0,0.0,1.0617977528089888,1.0,1.1783616692426584,1.0,1.0109597301340796,1.0
neos-3402294-bobin,0,4386.37,1960.46,40294,27325,433836.6198661659,196045.99999999808,0.0,0.0,0.0,0.0,2.237418769064403,1.0,1.4746203110704483,1.0,2.212932780399346,1.0
neos-3402294-bobin,1,618.95,723.53,3428,3567,61894.99999999942,72352.99999999929,0.0,0.0,0.0,0.0,0.8554586540986553,1.0,0.96103167928231,1.0,0.8554586540986556,1.0
neos-3402294-bobin,2,1620.92,1507.53,9242,13581,162091.99999999843,150752.99999999854,0.0,0.0,0.0,0.0,1.075215750266993,1.0,0.6805095353803108,1.0,1.075215750266993,1.0
neos-4413714-turia,2,277.1,268.05,2,3,17054.78607651372,16985.98340202668,0.0,0.0,0.0,0.0,1.0337623577690729,1.0,0.6666666666666666,1.0,1.0040505558529411,1.0
neos-4722843-widden,0,2651.33,1102.17,11357,3196,41135.66894980005,40725.43796287949,0.0,0.0,0.0,0.0,2.4055544970376617,1.0,3.5535043804755944,1.0,1.0100730896324424,1.0
neos-4722843-widden,1,1033.65,1130.01,3376,3791,36234.84384829133,30850.86087049403,0.0,0.0,0.0,0.0,0.9147264183502801,1.0,0.8905302031126352,1.0,1.1745164584028376,1.0
neos-4722843-widden,2,1714.52,1644.38,7919,9656,24889.37680760002,30428.374435495578,0.0,0.0,0.0,0.0,1.0426543742930465,1.0,0.8201118475559238,1.0,0.8179660356277805,1.0
neos-4738912-atrato,0,813.4,1146.94,61981,126776,272.5186309742815,292.1266373090456,0.0,0.0,0.0,0.0,0.7091914136746472,1.0,0.488901684861488,1.0,0.9328784033000714,1.0
neos-4738912-atrato,1,3808.9,3693.52,324992,332887,1115.218225547576,929.4054071434846,0.0,0.0,0.0,0.0,1.0312384933613463,1.0,0.9762832432627288,1.0,1.1999265519394648,1.0
neos-4738912-atrato,2,914.39,1370.52,95736,167892,197.1885587783188,194.38225808138066,0.0,0.0,0.0,0.0,0.6671847182091469,1.0,0.570223715245515,1.0,1.014437020768445,1.0
neos-5107597-kakapo,0,2144.47,2580.41,560533,780710,79157.67134285816,89644.79547088532,0.0,0.0,0.0,0.0,0.8310578551470502,1.0,0.7179785067438613,1.0,0.883014690669542,1.0
neos-5107597-kakapo,1,1725.41,1544.74,472393,414462,65791.30729040563,62374.123310655144,0.0,0.0,0.0,0.0,1.11695819361187,1.0,1.1397739720408626,1.0,1.054785282716218,1.0
neos-5107597-kakapo,2,5927.88,3649.57,1725439,1005671,141198.77281605886,113308.24189459397,0.0,0.0,0.0,0.0,1.6242680644569085,1.0,1.7157092130527778,1.0,1.2461474157141217,1.0
neos-5188808-nattai,0,1251.29,1255.13,12145,12240,112030.52226645657,111934.01143675705,0.0,0.0,0.0,0.0,0.9969405559583469,1.0,0.9922385620915033,1.0,1.0008622118376775,1.0
neos-5188808-nattai,1,1292.07,1234.31,13554,12505,116539.2023575522,106743.16116149901,0.0,0.0,0.0,0.0,1.0467953755539532,1.0,1.0838864454218313,1.0,1.0917720731657188,1.0
neos-5188808-nattai,2,1380.62,1655.13,12548,16454,121752.52831080821,158154.62150411945,0.0,0.0,0.0,0.0,0.8341459583235152,1.0,0.7626109152789595,1.0,0.7698322512038444,1.0
neos-5195221-niemur,0,2813.87,3684.64,47466,65161,222849.10062353854,264863.9221297749,0.0,0.0,0.0,0.0,0.7636756915193886,1.0,0.7284418593944231,1.0,0.8413720480751229,1.0
neos-5195221-niemur,1,2911.85,3408.14,25010,34334,181657.16086002917,211288.22297239688,0.0,0.0,0.0,0.0,0.854380982001913,1.0,0.7284324576221821,1.0,0.8597599918465935,1.0
neos-5195221-niemur,2,2890.78,2883.23,33779,28203,205783.3340984274,215007.27628294134,0.0,0.0,0.0,0.0,1.002618590955283,1.0,1.1977094635322483,1.0,0.9570993952205805,1.0
neos-860300,1,13.35,14.83,2,3,254.40370040612308,256.3153202124337,0.0,0.0,0.0,0.0,0.9002022926500337,1.0,0.6666666666666666,1.0,0.9925419213930472,1.0
neos-933966,0,1374.28,1790.19,138,216,635.0,635.0,0.0,0.0,0.0,0.0,0.7676727051318575,1.0,0.6388888888888888,1.0,1.0,1.0
neos-933966,1,848.27,1917.97,38,183,660.0,665.0,0.0,0.0,0.0,0.0,0.44227490523835095,1.0,0.20765027322404372,1.0,0.9924812030075187,1.0
neos-933966,2,2180.73,1559.72,283,173,675.0,675.0,0.0,0.0,0.0,0.0,1.398154797014849,1.0,1.6358381502890174,1.0,1.0,1.0
neos-957323,0,86.06,81.24,2,7,846.859415410465,841.8820900102024,0.0,0.0,0.0,0.0,1.0593303791235846,1.0,0.2857142857142857,1.0,1.0059121407371932,1.0
neos-957323,1,110.59,129.48,5,12,797.0781319033251,797.0846454580494,0.0,0.0,0.0,0.0,0.8541087426629597,1.0,0.4166666666666667,1.0,0.9999918282772584,1.0
neos-957323,2,80.1,91.64,2,1,851.8294880711647,856.812548546401,0.0,0.0,0.0,0.0,0.8740724574421649,1.0,2.0,1.0,0.9941841882641774,1.0
neos17,0,25.95,25.8,22460,23189,293.52685557921615,298.080570810912,0.0,0.0,0.0,0.0,1.005813953488372,1.0,0.9685626805813101,1.0,0.9847232068185199,1.0
neos17,1,9.39,8.93,5644,5398,294.10519339583027,294.48974418555554,0.0,0.0,0.0,0.0,1.051511758118701,1.0,1.0455724342349018,1.0,0.9986941793481169,1.0
neos17,2,9.84,9.82,6376,6418,180.50457697735536,175.31303094996022,0.0,0.0,0.0,0.0,1.0020366598778003,1.0,0.9934559052664381,1.0,1.0296130070837517,1.0
neos5,0,1007.54,922.22,3292114,3027136,2753.1435233333345,2672.5310199999994,0.0,0.0,0.0,0.0,1.092515885580447,1.0,1.0875342237679444,1.0,1.0301633555345355,1.0
neos5,1,1234.24,1184.35,4202380,3931260,3320.6397799999995,3479.929973333334,0.0,0.0,0.0,0.0,1.0421243720184068,1.0,1.0689651663843145,1.0,0.9542260348472602,1.0
neos5,2,1183.51,1695.44,4100005,5856468,3204.48606,4324.394363333336,0.0,0.0,0.0,0.0,0.6980547822394186,1.0,0.7000815167093887,1.0,0.7410253993416812,1.0
net12,0,1842.42,1845.09,1211,1355,98181.66575864486,98321.90071074765,0.0,0.0,0.0,0.0,0.9985529161179131,1.0,0.8937269372693727,1.0,0.9985737160176007,1.0
net12,1,1631.28,1782.84,1816,1927,87246.80937850467,95260.83206682242,0.0,0.0,0.0,0.0,0.914989567207377,1.0,0.9423975090814738,1.0,0.9158728460119246,1.0
net12,2,1561.43,1004.04,1695,2871,86543.980717243,55819.95895883176,0.0,0.0,0.0,0.0,1.555147205290626,1.0,0.5903866248693835,1.0,1.5504128331780174,1.0
nexp-150-20-8-5,0,3539.59,5307.79,5786,6037,4301.875847835492,5901.920752429306,0.0,0.0,0.0,0.0,0.6668670011436022,1.0,0.9584230578101706,1.0,0.7288942072061515,1.0
nexp-150-20-8-5,1,3635.13,7200.0,7166,18045,4654.249298917741,6542.44020367966,0.0,0.75,0.0,1.0,0.5048791666666667,1.0,0.3971183153228041,1.0,0.7113934791945145,1.0
nexp-150-20-8-5,2,7200.0,4787.7,13054,7855,6818.360074458851,5940.537700649351,0.83,0.0,inf,0.0,1.5038536249138417,1.0,1.6618714194780395,1.0,1.1477681681430196,1.0
ns1208400,0,419.49,300.65,2004,1187,36698.0,30065.0,0.0,0.0,0.0,0.0,1.3952769000498921,1.0,1.6882898062342038,1.0,1.220621985697655,1.0
ns1208400,1,683.06,687.38,2339,2737,51275.5,51591.5,0.0,0.0,0.0,0.0,0.9937152666647269,1.0,0.8545853123858239,1.0,0.9938749600224843,1.0
ns1830653,0,287.45,269.31,14558,15980,10758.661136892639,10355.864594607701,0.0,0.0,0.0,0.0,1.0673573205599494,1.0,0.9110137672090113,1.0,1.0388955010569252,1.0
ns1830653,1,134.33,141.99,7527,8848,5233.47512365435,4964.943637862477,0.0,0.0,0.0,0.0,0.946052538911191,1.0,0.8507007233273056,1.0,1.0540855053709093,1.0
ns1830653,2,148.24,146.13,7267,8358,4822.628189312385,4920.03076568713,0.0,0.0,0.0,0.0,1.0144391979744065,1.0,0.8694663795166307,1.0,0.9802028521744128,1.0
nw04,1,31.39,30.1,5,4,905.755435298304,902.5011149329855,0.0,0.0,0.0,0.0,1.042857142857143,1.0,1.25,1.0,1.0036058906869718,1.0
p200x1188c,1,3.96,4.35,3,4,91.45124419684309,99.10838174824248,0.0,0.0,0.0,0.0,0.9103448275862069,1.0,0.75,1.0,0.9227397580675847,1.0
pg,0,101.85,108.69,2687,2467,414.55623662628653,413.8760565984411,0.0,0.0,0.0,0.0,0.9370687275738339,1.0,1.0891771382245643,1.0,1.0016434389402367,1.0
pg,1,86.23,106.88,1372,1059,403.30126808727306,486.3119134052095,0.0,0.0,0.0,0.0,0.8067926646706588,1.0,1.295561850802644,1.0,0.8293057541266329,1.0
pg,2,107.44,117.58,2311,1510,386.20445054539334,485.0173483604555,0.0,0.0,0.0,0.0,0.9137608436808982,1.0,1.5304635761589405,1.0,0.7962693537682979,1.0
pg5_34,0,1173.22,1196.17,148717,146714,335.5787683169813,330.74023356886033,0.0,0.0,0.0,0.0,0.9808137639298762,1.0,1.0136524121760704,1.0,1.0146294108095368,1.0
pg5_34,1,1134.07,1431.94,144543,201208,385.6941524919923,377.77199205394334,0.0,0.0,0.0,0.0,0.7919815076050671,1.0,0.7183760089062066,1.0,1.0209707458590995,1.0
pg5_34,2,1085.15,1571.44,121673,163706,315.6171297911395,346.6469072711576,0.0,0.0,0.0,0.0,0.6905449778547066,1.0,0.7432409319145297,1.0,0.9104859243537238,1.0
piperout-08,0,797.03,792.81,130,163,1227.7038103234577,1237.733797129263,0.0,0.0,0.0,0.0,1.0053228390156532,1.0,0.7975460122699386,1.0,0.991896491128328,1.0
piperout-08,1,606.54,618.06,552,797,1437.5890048378715,1447.5843828715367,0.0,0.0,0.0,0.0,0.9813610329094263,1.0,0.6925972396486826,1.0,0.9930951327246031,1.0
piperout-08,2,923.85,663.55,596,123,1457.6838990844028,1447.665707088881,0.0,0.0,0.0,0.0,1.39228392736041,1.0,4.845528455284553,1.0,1.0069202385236213,1.0
piperout-27,2,332.32,254.4,72,125,2233.87976304776,2239.036589118661,0.0,0.0,0.0,0.0,1.3062893081761007,1.0,0.576,1.0,0.997696854934858,1.0
pk1,0,107.55,107.02,301100,302166,5563.693037727272,5560.467751,0.0,0.0,0.0,0.0,1.0049523453560083,1.0,0.9964721378315231,1.0,1.0005800387434478,1.0
pk1,1,109.16,120.52,317026,355700,5634.385423181818,6252.137897545455,0.0,0.0,0.0,0.0,0.9057417855957517,1.0,0.8912735451222941,1.0,0.9011934022430691,1.0
pk1,2,112.34,124.78,328715,358285,5927.717167363637,6295.679794454545,0.0,0.0,0.0,0.0,0.9003045359833307,1.0,0.9174679375357606,1.0,0.9415531540509695,1.0
