ProblemName,Seed,T_combined,T_combined-no-filtering,N_combined,N_combined-no-filtering,DI_combined,DI_combined-no-filtering,Gap_combined,Gap_combined-no-filtering,GapQ_combined,GapQ_combined-no-filtering,TQ_combined,TQ_combined-no-filtering,NQ_combined,NQ_combined-no-filtering,DIQ_combined,DIQ_combined-no-filtering
chromaticindex512-7,0,1172.37,1186.41,361,361,31401.75,31801.500000000004,0.0,0.0,0.0,0.0,0.9881659797203326,1.0,1.0,1.0,0.9874298382151784,1.0
chromaticindex512-7,1,3689.97,3700.18,3133,3133,94038.0,94315.74999999999,0.0,0.0,0.0,0.0,0.9972406747779837,1.0,1.0,1.0,0.9970551047942684,1.0
chromaticindex512-7,2,7200.0,7200.0,40579,40589,183742.5,183750.0,33.33,33.33,1.0,1.0,1.0,1.0,0.9997536278302003,1.0,0.9999591836734694,1.0
cmflsp50-24-8-8,0,7200.0,7200.0,36090,35922,11790.122833283533,11798.938660110192,3.98,3.98,1.0,1.0,1.0,1.0,1.0046767997327544,1.0,0.9992528288280315,1.0
cmflsp50-24-8-8,1,7200.0,7200.0,85475,83678,8745.651180930463,8736.492829836643,1.99,2.0,0.995,1.0,1.0,1.0,1.0214751786610579,1.0,1.0010482869124029,1.0
cmflsp50-24-8-8,2,7200.0,7200.0,37790,37970,10278.781070052586,10256.12932851721,4.86,4.86,1.0,1.0,1.0,1.0,0.9952594153278904,1.0,1.0022086052944352,1.0
co-100,0,7200.0,7200.0,54008,49439,110465.0181735428,147495.45760674763,1.74,2.13,0.8169014084507042,1.0,1.0,1.0,1.092416917817917,1.0,0.7489384416709606,1.0
co-100,1,7200.0,7200.0,7012,24888,349020.13818441913,240262.22209778347,91.77,2.83,32.427561837455826,1.0,1.0,1.0,0.2817422050787528,1.0,1.452663407243327,1.0
co-100,2,7200.0,7200.0,10565,10921,245946.05853016334,346229.3807630233,3.18,2.98,1.0671140939597317,1.0,1.0,1.0,0.9674022525409761,1.0,0.7103558282319811,1.0
cod105,0,7200.0,7200.0,7261,6892,247748.43619184915,247748.09244200293,47.57,47.77,0.9958132719279882,1.0,1.0,1.0,1.0535403366221707,1.0,1.000001387497449,1.0
cod105,1,7200.0,7200.0,6829,6864,247748.77994169533,247748.09244200293,48.0,48.0,1.0,1.0,1.0,1.0,0.9949009324009324,1.0,1.0000027749948976,1.0
cod105,2,7200.0,7200.0,6601,6601,247735.7604052158,247737.822904293,48.07,48.07,1.0,1.0,1.0,1.0,1.0,1.0,0.9999916746702099,1.0
comp07-2idx,0,7200.0,7200.0,3996,3934,6232.0148211666665,6204.093524583333,966.67,600.0,1.6111166666666665,1.0,1.0,1.0,1.0157600406710727,1.0,1.004500463520206,1.0
comp07-2idx,1,7200.0,7200.0,743,2475,7207.565722583334,7245.543298333334,2800.0,633.33,4.421075900399475,1.0,1.0,1.0,0.3002020202020202,1.0,0.9947584916428922,1.0
comp07-2idx,2,7200.0,7200.0,1449,2862,5014.6098600000005,5029.189886666667,1716.67,866.67,1.9807654585943901,1.0,1.0,1.0,0.5062893081761006,1.0,0.9971009194333026,1.0
comp21-2idx,0,7200.0,7200.0,10931,9501,290442.8176014865,291598.97668851353,247.43,244.83,1.0106196136094432,1.0,1.0,1.0,1.1505104725818336,1.0,0.9960351058149904,1.0
comp21-2idx,1,7200.0,7200.0,9835,9080,304059.6857243244,306401.3999195945,195.5,228.25,0.8565169769989047,1.0,1.0,1.0,1.0831497797356828,1.0,0.992357364568554,1.0
comp21-2idx,2,7200.0,7200.0,11711,11555,308228.4431078378,302975.61880513513,248.72,225.16,1.1046367027891277,1.0,1.0,1.0,1.0135006490696667,1.0,1.0173374488792815,1.0
cost266-UUE,0,4923.15,5067.55,375684,431331,18442.076416295735,18108.02321260086,0.0,0.0,0.0,0.0,0.9715049678838885,1.0,0.8709877101344443,1.0,1.0184478007219704,1.0
cost266-UUE,1,3728.83,3361.61,294630,257227,13227.091766782543,12566.122584615136,0.0,0.0,0.0,0.0,1.10923932282448,1.0,1.1454085302087262,1.0,1.0525992944694524,1.0
cost266-UUE,2,4067.72,4827.79,306702,427959,15450.64854860508,18881.931813124433,0.0,0.0,0.0,0.0,0.8425635746376706,1.0,0.716662110155412,1.0,0.8182768956863651,1.0
cryptanalysiskb128n5obj14,0,7200.0,7200.0,110,111,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.990990990990991,1.0,1.0,1.0
cryptanalysiskb128n5obj14,1,7200.0,7200.0,59,56,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0535714285714286,1.0,1.0,1.0
cryptanalysiskb128n5obj14,2,7200.0,7200.0,90,91,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0
cryptanalysiskb128n5obj16,0,7200.0,7200.0,104,103,7200.0,7150.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0097087378640777,1.0,1.006993006993007,1.0
cryptanalysiskb128n5obj16,1,2790.65,2794.79,37,37,7350.0,7300.0,0.0,0.0,0.0,0.0,0.9985186722437107,1.0,1.0,1.0,1.0068493150684932,1.0
cryptanalysiskb128n5obj16,2,7200.0,7200.0,97,97,7300.0,7250.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.006896551724138,1.0
csched007,0,2327.77,2423.01,187288,170977,16205.184854415957,16719.959693162393,0.0,0.0,0.0,0.0,0.9606935175669931,1.0,1.0953987963293308,1.0,0.9692119569548393,1.0
csched007,1,2613.95,3761.6,220934,303028,16818.595935897436,23125.235310541302,0.0,0.0,0.0,0.0,0.6949037643555933,1.0,0.7290877410668322,1.0,0.7272832345291174,1.0
csched007,2,3393.08,3193.45,247755,251998,21171.48683076923,20074.54433903134,0.0,0.0,0.0,0.0,1.0625123299253159,1.0,0.9831625647822602,1.0,1.0546434565692773,1.0
csched008,0,7200.0,7200.0,455870,578225,8192.290320809263,5037.882473988442,2.81,1.16,2.4224137931034484,1.0,1.0,1.0,0.7883955207747849,1.0,1.6261376407861112,1.0
csched008,1,7200.0,7200.0,694455,933994,6763.466872832382,4598.384491329482,2.33,1.74,1.339080459770115,1.0,1.0,1.0,0.7435326136998739,1.0,1.4708354391820186,1.0
csched008,2,5772.95,2824.43,546382,262789,3644.5367774566475,2422.781341040467,0.0,0.0,0.0,0.0,2.043934528382718,1.0,2.079166175144317,1.0,1.5042780442957746,1.0
cvs16r128-89,0,7200.0,7200.0,67980,26025,136211.38403090596,132979.17069156427,23.28,21.28,1.093984962406015,1.0,1.0,1.0,2.6121037463976946,1.0,1.0243061625556273,1.0
cvs16r128-89,1,7200.0,7200.0,34973,31825,137236.28053173164,127035.4433598879,22.61,20.14,1.1226415094339621,1.0,1.0,1.0,1.098915946582875,1.0,1.080299142523123,1.0
cvs16r128-89,2,7200.0,7200.0,47219,18170,134079.04376807137,135444.55664054,23.01,22.24,1.0346223021582734,1.0,1.0,1.0,2.59873417721519,1.0,0.9899182890303034,1.0
dano3_3,0,143.7,144.34,10,10,1862.9259719075267,1872.9279392783585,0.0,0.0,0.0,0.0,0.9955660246639877,1.0,1.0,1.0,0.9946597158592841,1.0
dano3_3,1,142.65,142.93,14,14,1263.5882429307567,1263.5930316017739,0.0,0.0,0.0,0.0,0.9980409990904638,1.0,1.0,1.0,0.9999962102742754,1.0
dano3_3,2,124.56,125.01,17,17,1592.932607518342,1595.43719835449,0.0,0.0,0.0,0.0,0.9964002879769618,1.0,1.0,1.0,0.9984301539172264,1.0
dano3_5,0,635.04,638.76,276,276,1347.909644561208,1350.6982860140972,0.0,0.0,0.0,0.0,0.9941762164193124,1.0,1.0,1.0,0.9979354075726872,1.0
dano3_5,1,285.81,285.45,159,159,1780.2608740715739,1780.2098298652625,0.0,0.0,0.0,0.0,1.0012611665790856,1.0,1.0,1.0,1.000028673140354,1.0
dano3_5,2,285.94,286.05,140,140,1567.9150744635906,1567.917373507167,0.0,0.0,0.0,0.0,0.9996154518440832,1.0,1.0,1.0,0.9999985336959618,1.0
decomp2,0,2.39,2.43,1,1,120.0,120.0,0.0,0.0,0.0,0.0,0.9835390946502057,1.0,1.0,1.0,1.0,1.0
decomp2,1,2.42,2.51,1,1,114.99999999999999,114.99999999999999,0.0,0.0,0.0,0.0,0.9641434262948207,1.0,1.0,1.0,1.0,1.0
decomp2,2,2.5,2.42,1,1,125.0,120.0,0.0,0.0,0.0,0.0,1.0330578512396695,1.0,1.0,1.0,1.0416666666666667,1.0
drayage-100-23,0,16.43,16.52,32,32,303.7752256149986,304.1789492191453,0.0,0.0,0.0,0.0,0.9945520581113801,1.0,1.0,1.0,0.9986727431165664,1.0
drayage-100-23,1,19.52,19.73,48,48,298.54528306702053,300.05437490039526,0.0,0.0,0.0,0.0,0.9893563101875317,1.0,1.0,1.0,0.9949706054648406,1.0
drayage-100-23,2,13.5,13.56,16,16,276.58665329760555,280.99269778570414,0.0,0.0,0.0,0.0,0.995575221238938,1.0,1.0,1.0,0.9843197189008136,1.0
drayage-25-23,0,7200.0,7200.0,720814,838013,1530.66314982333,1116.6067267169612,0.07,0.07,1.0,1.0,1.0,1.0,0.8601465609722045,1.0,1.3708167013499681,1.0
drayage-25-23,1,7200.0,7200.0,790871,735476,940.2790696522105,1113.180333744252,0.07,0.07,1.0,1.0,1.0,1.0,1.075318569198723,1.0,0.844678118314867,1.0
drayage-25-23,2,6941.84,7200.0,552534,645482,1277.0347172139345,1018.8193288595581,0.0,0.07,0.0,1.0,0.9641444444444445,1.0,0.856002181315668,1.0,1.2534457101863354,1.0
dws008-01,0,7200.0,7200.0,144766,161878,275072.23956510815,273594.85707333346,44.84,49.94,0.8978774529435324,1.0,1.0,1.0,0.8942907621789249,1.0,1.0053998913122066,1.0
dws008-01,1,7200.0,7200.0,157395,139898,262978.3312515146,275386.3027945837,44.28,47.11,0.9399278284865209,1.0,1.0,1.0,1.1250696936339333,1.0,0.9549433961778249,1.0
dws008-01,2,7200.0,7200.0,153108,146064,281202.08588068804,283064.11385113164,52.63,51.83,1.015435076210689,1.0,1.0,1.0,1.048225435425567,1.0,0.993421886140527,1.0
eil33-2,0,81.2,96.65,343,501,933.6795582576123,1087.9387719664587,0.0,0.0,0.0,0.0,0.8401448525607863,1.0,0.6846307385229541,1.0,0.8582096550984927,1.0
eil33-2,1,101.92,93.48,395,467,1109.1921272024756,1102.2253126899532,0.0,0.0,0.0,0.0,1.0902866923406076,1.0,0.8458244111349036,1.0,1.0063206809282215,1.0
eil33-2,2,105.72,90.81,541,599,962.4049616213214,948.7784174154598,0.0,0.0,0.0,0.0,1.1641889659729103,1.0,0.9031719532554258,1.0,1.0143621987555127,1.0
eilA101-2,0,7200.0,7200.0,11110,11303,61136.06694037233,60862.00194235551,20.05,18.35,1.0926430517711172,1.0,1.0,1.0,0.982924887198089,1.0,1.0045030559178187,1.0
eilA101-2,1,7200.0,7200.0,12688,10736,59691.95840256153,61101.88631849917,13.2,14.26,0.9256661991584852,1.0,1.0,1.0,1.1818181818181819,1.0,0.9769249690821612,1.0
eilA101-2,2,7200.0,7200.0,13480,12629,60355.81189969616,61450.19293874038,13.37,8.77,1.524515393386545,1.0,1.0,1.0,1.0673845910206667,1.0,0.9821907631740846,1.0
enlight_hard,0,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
enlight_hard,1,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
enlight_hard,2,0.5,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ex10,0,493.8,491.38,1,1,24700.0,24550.0,0.0,0.0,0.0,0.0,1.0049249053685538,1.0,1.0,1.0,1.0061099796334012,1.0
ex10,1,497.94,497.33,1,1,24900.0,24850.0,0.0,0.0,0.0,0.0,1.0012265497758028,1.0,1.0,1.0,1.0020120724346075,1.0
ex10,2,581.12,577.73,1,1,29050.0,28900.0,0.0,0.0,0.0,0.0,1.0058677929136448,1.0,1.0,1.0,1.005190311418685,1.0
ex9,0,27.98,28.59,1,1,1400.0,1430.0,0.0,0.0,0.0,0.0,0.9786638684854845,1.0,1.0,1.0,0.9790209790209791,1.0
ex9,1,27.3,27.27,1,1,1365.0,1365.0,0.0,0.0,0.0,0.0,1.001100110011001,1.0,1.0,1.0,1.0,1.0
ex9,2,27.02,27.35,1,1,1350.0,1370.0,0.0,0.0,0.0,0.0,0.9879341864716635,1.0,1.0,1.0,0.9854014598540146,1.0
exp-1-500-5-5,0,2.28,2.29,1,1,11.236599025604445,11.54775145324571,0.0,0.0,0.0,0.0,0.9956331877729256,1.0,1.0,1.0,0.973055150268773,1.0
exp-1-500-5-5,1,2.22,2.23,1,1,11.534146341463414,10.983839755945787,0.0,0.0,0.0,0.0,0.9955156950672647,1.0,1.0,1.0,1.0501014761454193,1.0
exp-1-500-5-5,2,2.21,2.24,1,1,10.800395373897736,11.709930638821014,0.0,0.0,0.0,0.0,0.9866071428571428,1.0,1.0,1.0,0.9223278691414305,1.0
fast0507,0,322.23,310.09,1284,1346,580.8892862068959,557.6430339080459,0.0,0.0,0.0,0.0,1.0391499242155504,1.0,0.9539375928677564,1.0,1.0416866182940308,1.0
fast0507,1,280.17,294.63,1223,1481,550.1830798850568,563.0374999999995,0.0,0.0,0.0,0.0,0.9509214947561349,1.0,0.825793382849426,1.0,0.9771695133717689,1.0
fast0507,2,365.44,264.35,1711,1019,604.7471241379305,524.667077586206,0.0,0.0,0.0,0.0,1.382409684130887,1.0,1.6790971540726203,1.0,1.1526302106092543,1.0
fastxgemm-n2r6s0t2,0,4702.82,4764.24,1118937,1133328,326247.55928434775,327677.2122747826,0.0,0.0,0.0,0.0,0.9871081221768845,1.0,0.9873019990682309,1.0,0.9956370081992886,1.0
fastxgemm-n2r6s0t2,1,4017.11,3160.65,1012967,753635,236190.0877195652,212299.0028521739,0.0,0.0,0.0,0.0,1.2709759068546027,1.0,1.3441082221499798,1.0,1.112535078104097,1.0
fastxgemm-n2r6s0t2,2,3129.08,4161.96,769500,1036974,211406.1993217391,256895.75374130433,0.0,0.0,0.0,0.0,0.7518284654345548,1.0,0.742062963970167,1.0,0.8229260166543139,1.0
fhnw-binpack4-4,0,7200.0,7200.0,14733968,14763749,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9979828294290292,1.0,1.0,1.0
fhnw-binpack4-4,1,7200.0,7200.0,13981261,14074973,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9933419410467075,1.0,1.0,1.0
fhnw-binpack4-4,2,7200.0,7200.0,11607995,11745635,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9882816041874279,1.0,1.0,1.0
fhnw-binpack4-48,0,7200.0,7200.0,4040499,4052201,15.0,20.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9971121866857049,1.0,0.75,1.0
fhnw-binpack4-48,1,7200.0,7200.0,3525851,3547482,20.0,15.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9939024355867063,1.0,1.3333333333333333,1.0
fhnw-binpack4-48,2,7200.0,7200.0,3413924,3418593,20.0,20.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9986342334404826,1.0,1.0,1.0
fiball,0,465.55,464.37,4111,4111,249.44762318840577,248.84057971014488,0.0,0.0,0.0,0.0,1.0025410771583005,1.0,1.0,1.0,1.0024394874781597,1.0
