ProblemName,Seed,T_useinf-b_usebound_b,T_useinf-b_usebound_b-no-update,N_useinf-b_usebound_b,N_useinf-b_usebound_b-no-update,DI_useinf-b_usebound_b,DI_useinf-b_usebound_b-no-update,Gap_useinf-b_usebound_b,Gap_useinf-b_usebound_b-no-update,GapQ_useinf-b_usebound_b,GapQ_useinf-b_usebound_b-no-update,TQ_useinf-b_usebound_b,TQ_useinf-b_usebound_b-no-update,NQ_useinf-b_usebound_b,NQ_useinf-b_usebound_b-no-update,DIQ_useinf-b_usebound_b,DIQ_useinf-b_usebound_b-no-update
air05,1,36.54,36.13,716,716,94.20627056950015,93.73404337605204,0.0,0.0,0.0,0.0,1.0113479103238305,1.0,1.0,1.0,1.0050379475422133,1.0
air05,2,30.22,31.36,282,282,87.80452756502615,89.31000341245166,0.0,0.0,0.0,0.0,0.9636479591836734,1.0,1.0,1.0,0.9831432561874068,1.0
app1-1,0,3.53,3.5,2,2,210.18724100076997,209.00401700183502,0.0,0.0,0.0,0.0,1.0085714285714285,1.0,1.0,1.0,1.0056612500367614,1.0
app1-1,1,4.94,4.88,3,3,323.57328085036335,320.8906159460013,0.0,0.0,0.0,0.0,1.0122950819672132,1.0,1.0,1.0,1.0083600603166702,1.0
app1-1,2,4.17,4.16,6,6,221.01774098094754,217.28687405902224,0.0,0.0,0.0,0.0,1.002403846153846,1.0,1.0,1.0,1.0171702360673285,1.0
app1-2,0,642.8,643.47,33,33,36383.844121706585,36404.327200926804,0.0,0.0,0.0,0.0,0.9989587704166472,1.0,1.0,1.0,0.9994373449313548,1.0
app1-2,1,789.47,791.07,20,20,44698.36789757741,44832.56107948976,0.0,0.0,0.0,0.0,0.9979774229840596,1.0,1.0,1.0,0.9970067919681318,1.0
app1-2,2,618.36,616.82,20,20,37335.62179865141,37218.82240734113,0.0,0.0,0.0,0.0,1.0024966765020589,1.0,1.0,1.0,1.0031381807310282,1.0
assign1-5-8,0,7200.0,7200.0,5736357,6050427,35826.85425376717,35777.495926880365,4.74,4.73,1.0021141649048626,1.0,1.0,1.0,0.9480912669469445,1.0,1.001379591433332,1.0
assign1-5-8,1,7200.0,7200.0,6813236,6084457,34469.75157546527,34338.847245276585,4.54,4.54,1.0,1.0,1.0,1.0,1.119777163352457,1.0,1.003812135254677,1.0
assign1-5-8,2,7200.0,7200.0,6333262,6173436,36127.38158961623,37893.244332540766,4.8,5.04,0.9523809523809523,1.0,1.0,1.0,1.0258893102641706,1.0,0.9533990088727212,1.0
atlanta-ip,0,7200.0,7200.0,18533,18545,43337.69348871529,43297.76505135551,3.6,3.6,1.0,1.0,1.0,1.0,0.999352925316797,1.0,1.000922182410857,1.0
atlanta-ip,1,7200.0,7200.0,21153,21656,33224.348694249595,33185.7760636288,3.81,3.78,1.007936507936508,1.0,1.0,1.0,0.976773180642778,1.0,1.0011623242001886,1.0
atlanta-ip,2,7200.0,7200.0,30903,30914,36484.18328740221,36452.05552836158,4.27,4.27,1.0,1.0,1.0,1.0,0.9996441741605745,1.0,1.0008813702979145,1.0
b1c1s1,0,7200.0,7200.0,35962,44740,101772.57959298001,101334.06608900253,17.13,16.77,1.0214669051878353,1.0,1.0,1.0,0.8037997317836388,1.0,1.0043274046024397,1.0
b1c1s1,1,7200.0,7200.0,21112,17207,99105.70956843253,99217.66477627143,18.36,17.31,1.0606585788561527,1.0,1.0,1.0,1.226942523391643,1.0,0.998871620209049,1.0
b1c1s1,2,7200.0,7200.0,18673,19831,104172.80512217728,104127.65591492917,17.69,18.01,0.9822320932815103,1.0,1.0,1.0,0.9416065755635117,1.0,1.0004335947722187,1.0
bab2,0,7200.0,7200.0,3473,3473,54272.20839437869,54219.30881848178,1.29,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0009756593554893,1.0
bab2,1,7200.0,7200.0,3262,3384,49060.940255721325,48956.11250702912,2.44,1.1,2.218181818181818,1.0,1.0,1.0,0.9639479905437353,1.0,1.0021412596573545,1.0
bab2,2,7200.0,7200.0,1981,1981,51336.0834263738,51338.78835890805,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999473121080431,1.0
bab6,0,7200.0,7200.0,4790,4937,15216.593062791633,15003.472026412033,0.58,0.58,1.0,1.0,1.0,1.0,0.9702248328944704,1.0,1.014204781133622,1.0
bab6,1,7200.0,7200.0,3258,3277,22203.67304528304,22012.91357539719,1.14,0.83,1.3734939759036144,1.0,1.0,1.0,0.9942020140372292,1.0,1.0086657983384377,1.0
bab6,2,7200.0,7200.0,4779,4745,20738.843556386426,20745.102940180044,1.94,1.94,1.0,1.0,1.0,1.0,1.0071654373024237,1.0,0.9996982717409661,1.0
beasleyC3,0,31.56,31.5,83,83,57.36058461538471,56.84829509283829,0.0,0.0,0.0,0.0,1.0019047619047619,1.0,1.0,1.0,1.0090115195488238,1.0
beasleyC3,1,17.35,17.47,2,2,52.69888328912467,53.063257957559685,0.0,0.0,0.0,0.0,0.9931310818546081,1.0,1.0,1.0,0.9931332020976466,1.0
beasleyC3,2,47.2,48.04,453,432,60.5070464190982,60.92265928381969,0.0,0.0,0.0,0.0,0.9825145711906745,1.0,1.0486111111111112,1.0,0.9931780248989908,1.0
binkar10_1,0,31.34,33.75,2560,2544,16.530218892167426,16.68153774078194,0.0,0.0,0.0,0.0,0.9285925925925926,1.0,1.0062893081761006,1.0,0.9909289628470773,1.0
binkar10_1,1,29.22,30.29,2246,2325,11.699173704422169,17.051882042663504,0.0,0.0,0.0,0.0,0.9646748101683724,1.0,0.9660215053763441,1.0,0.6860928122274741,1.0
binkar10_1,2,28.71,31.18,2509,2376,16.276617190935752,17.454443325093216,0.0,0.0,0.0,0.0,0.9207825529185376,1.0,1.055976430976431,1.0,0.9325199828937442,1.0
blp-ar98,0,7200.0,7200.0,238231,231185,5967.561744100082,6121.616587907152,0.27,0.3,0.9000000000000001,1.0,1.0,1.0,1.0304777559097693,1.0,0.9748342873822913,1.0
blp-ar98,1,7200.0,7200.0,207500,224114,6377.591394602854,6135.482422419742,0.33,0.3,1.1,1.0,1.0,1.0,0.9258680849924592,1.0,1.0394604621958363,1.0
blp-ar98,2,7200.0,7200.0,229423,240188,6415.845105888979,6182.316805041988,0.32,0.27,1.1851851851851851,1.0,1.0,1.0,0.95518094159575,1.0,1.0377735900975726,1.0
blp-ic98,0,7200.0,7200.0,304769,289253,7237.063331242014,7140.910840997374,1.38,2.79,0.49462365591397844,1.0,1.0,1.0,1.0536416216945028,1.0,1.0134650176126845,1.0
blp-ic98,1,7200.0,7200.0,254061,282117,7539.775927701681,6913.720014578209,2.41,1.2,2.0083333333333337,1.0,1.0,1.0,0.9005518986803348,1.0,1.090552685356563,1.0
blp-ic98,2,7200.0,7200.0,278188,296470,7134.770132576666,7027.880927921222,2.11,1.59,1.3270440251572326,1.0,1.0,1.0,0.9383344014571458,1.0,1.0152093078627416,1.0
bnatt400,0,970.91,973.43,6821,6821,97091.0,97343.0,0.0,0.0,0.0,0.0,0.997411216009369,1.0,1.0,1.0,0.9974112160093689,1.0
bnatt400,1,1105.02,1102.38,6346,6346,110502.0,110238.00000000001,0.0,0.0,0.0,0.0,1.0023948184836444,1.0,1.0,1.0,1.0023948184836444,1.0
bnatt400,2,745.15,745.47,5500,5500,74515.0,74547.0,0.0,0.0,0.0,0.0,0.9995707406065971,1.0,1.0,1.0,0.9995707406065972,1.0
bnatt500,0,4368.17,4382.63,29526,29526,436817.0,438263.0,0.0,0.0,0.0,0.0,0.9967006112767904,1.0,1.0,1.0,0.9967006112767904,1.0
bnatt500,1,6333.06,6339.53,38962,38962,633306.0,633953.0,0.0,0.0,0.0,0.0,0.9989794196099712,1.0,1.0,1.0,0.998979419609971,1.0
bnatt500,2,4996.9,4987.35,29029,29029,499689.99999999994,498735.00000000006,0.0,0.0,0.0,0.0,1.0019148445567283,1.0,1.0,1.0,1.0019148445567283,1.0
bppc4-08,0,7200.0,7200.0,797503,793025,13614.33962264151,13614.33962264151,1.92,1.92,1.0,1.0,1.0,1.0,1.0056467324485356,1.0,1.0,1.0
bppc4-08,1,7200.0,7200.0,938927,758030,13609.433962264151,13609.433962264151,1.92,1.92,1.0,1.0,1.0,1.0,1.238640950885849,1.0,1.0,1.0
bppc4-08,2,7200.0,7200.0,793397,867081,13609.452830188678,13609.433962264151,1.92,1.92,1.0,1.0,1.0,1.0,0.9150206266773231,1.0,1.0000013863856925,1.0
brazil3,0,3360.46,3363.61,2570,2570,19964.97339208332,19986.13721708332,0.0,0.0,0.0,0.0,0.9990635061734268,1.0,1.0,1.0,0.9989410747674689,1.0
brazil3,1,4252.19,4255.56,2347,2347,100252.26529645834,100332.29740750001,0.0,0.0,0.0,0.0,0.9992080948218329,1.0,1.0,1.0,0.9992023295278826,1.0
brazil3,2,3785.08,3826.38,3302,3357,4574.0625,4596.874999999999,0.0,0.0,0.0,0.0,0.9892065085015079,1.0,0.9836163240988979,1.0,0.9950373895309316,1.0
buildingenergy,0,7200.0,7200.0,96,96,18993.32567985296,18893.42299726008,0.13,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0052876962849646,1.0
buildingenergy,1,7200.0,7200.0,85,85,18244.78742705254,18294.339406766238,0.15,0.15,1.0,1.0,1.0,1.0,1.0,1.0,0.9972914037171864,1.0
buildingenergy,2,7200.0,7200.0,12,12,19044.35943501013,18995.693632050516,0.13,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0025619387163365,1.0
cbs-cta,0,40.27,40.14,1,1,15.0,15.0,0.0,0.0,0.0,0.0,1.0032386646736424,1.0,1.0,1.0,1.0,1.0
cbs-cta,1,314.1,315.38,31,31,15.0,15.0,0.0,0.0,0.0,0.0,0.9959414040205468,1.0,1.0,1.0,1.0,1.0
cbs-cta,2,35.77,35.38,1,1,15.0,15.0,0.0,0.0,0.0,0.0,1.0110231769361222,1.0,1.0,1.0,1.0,1.0
chromaticindex1024-7,0,7200.0,7200.0,964,964,187931.0,187957.0,33.33,33.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9998616704884628,1.0
chromaticindex1024-7,1,7200.0,7200.0,1171,1155,190411.75,189713.5,33.33,33.33,1.0,1.0,1.0,1.0,1.0138528138528138,1.0,1.0036805498817953,1.0
chromaticindex1024-7,2,6429.72,6365.47,757,757,170155.5,168286.75,0.0,0.0,0.0,0.0,1.0100935201956807,1.0,1.0,1.0,1.011104558142575,1.0
chromaticindex512-7,0,1172.37,1187.48,361,361,31401.75,31832.0,0.0,0.0,0.0,0.0,0.9872755751675817,1.0,1.0,1.0,0.9864837270671023,1.0
chromaticindex512-7,1,3689.97,3708.09,3133,3133,94038.0,94513.5,0.0,0.0,0.0,0.0,0.9951133872155206,1.0,1.0,1.0,0.9949689726864416,1.0
chromaticindex512-7,2,7200.0,7200.0,40579,40438,183742.5,183788.0,33.33,33.33,1.0,1.0,1.0,1.0,1.0034868193283546,1.0,0.999752432150086,1.0
cmflsp50-24-8-8,0,7200.0,7200.0,36090,35061,11790.122833283533,11818.880254244621,3.98,4.18,0.952153110047847,1.0,1.0,1.0,1.0293488491486267,1.0,0.9975668235617532,1.0
cmflsp50-24-8-8,1,7200.0,7200.0,85475,62731,8745.651180930463,8023.302784537642,1.99,0.61,3.262295081967213,1.0,1.0,1.0,1.3625639635905693,1.0,1.090031302044953,1.0
cmflsp50-24-8-8,2,7200.0,7200.0,37790,44705,10278.781070052586,10276.095383035392,4.86,3.37,1.4421364985163205,1.0,1.0,1.0,0.8453193155128061,1.0,1.000261352869654,1.0
co-100,0,7200.0,7200.0,54008,54134,110465.0181735428,105889.73983696447,1.74,1.75,0.9942857142857143,1.0,1.0,1.0,0.9976724424576052,1.0,1.0432079476597333,1.0
