ProblemName,Seed,T_useinf-b_usebound_b,T_useinf-b_usebound_b-no-update,N_useinf-b_usebound_b,N_useinf-b_usebound_b-no-update,DI_useinf-b_usebound_b,DI_useinf-b_usebound_b-no-update,Gap_useinf-b_usebound_b,Gap_useinf-b_usebound_b-no-update,GapQ_useinf-b_usebound_b,GapQ_useinf-b_usebound_b-no-update,TQ_useinf-b_usebound_b,TQ_useinf-b_usebound_b-no-update,NQ_useinf-b_usebound_b,NQ_useinf-b_usebound_b-no-update,DIQ_useinf-b_usebound_b,DIQ_useinf-b_usebound_b-no-update
mc11,2,106.11,94.23,3386,2184,194.48838138420732,185.7069424245015,0.0,0.0,0.0,0.0,1.1260744985673352,1.0,1.5503663003663004,1.0,1.0472865410687373,1.0
mcsched,0,318.21,358.3,11378,15011,1771.6943599496017,2117.9018134800604,0.0,0.0,0.0,0.0,0.8881105219090147,1.0,0.757977483179002,1.0,0.8365328121790581,1.0
mcsched,2,306.32,298.88,12017,10929,1859.5953523379876,1794.9165624572352,0.0,0.0,0.0,0.0,1.0248929336188437,1.0,1.0995516515692194,1.0,1.0360344270221717,1.0
mushroom-best,0,579.5,871.57,27393,47519,20569.405130947434,25617.40196815502,0.0,0.0,0.0,0.0,0.6648920912835458,1.0,0.5764641511816326,1.0,0.8029465734471143,1.0
mzzv42z,0,175.26,170.76,415,366,1846.7208429817506,1847.7003894064956,0.0,0.0,0.0,0.0,1.0263527758257203,1.0,1.133879781420765,1.0,0.9994698564603001,1.0
n2seq36q,1,1061.28,554.86,4712,2560,516.1992337164751,327.1494252873563,0.0,0.0,0.0,0.0,1.912698698770861,1.0,1.840625,1.0,1.5778699084158998,1.0
n2seq36q,2,1170.79,423.63,4632,2461,583.0613026819923,296.7931034482758,0.0,0.0,0.0,0.0,2.7637088969147605,1.0,1.8821617228768792,1.0,1.9645379084207946,1.0
n5-3,0,26.4,28.06,926,1124,232.06858173966697,232.852674892042,0.0,0.0,0.0,0.0,0.9408410548823949,1.0,0.8238434163701067,1.0,0.9966326641824554,1.0
n5-3,1,27.79,28.38,971,1026,237.332336458976,250.20777828500925,0.0,0.0,0.0,0.0,0.9792107117688513,1.0,0.9463937621832359,1.0,0.9485410009461538,1.0
n5-3,2,27.09,25.67,1087,1047,229.2131612584825,224.8454546576188,0.0,0.0,0.0,0.0,1.0553174912349046,1.0,1.0382043935052532,1.0,1.0194253720072508,1.0
neos-3024952-loue,0,4646.86,6210.32,383076,563456,6688.458145836447,7145.8956933024265,0.0,0.0,0.0,0.0,0.7482480773937574,1.0,0.6798685256701499,1.0,0.93598597473306,1.0
neos-3402294-bobin,0,4386.37,1966.8,40294,10587,433836.6198661659,173169.3281784375,0.0,0.0,0.0,0.0,2.230206426682937,1.0,3.805988476433362,1.0,2.5052740253119827,1.0
neos-3402294-bobin,1,618.95,1373.45,3428,9979,61894.99999999942,137344.99999999837,0.0,0.0,0.0,0.0,0.4506534639047654,1.0,0.34352139492935163,1.0,0.45065346390476646,1.0
neos-3402294-bobin,2,1620.92,636.11,9242,1194,162091.99999999843,63610.999999999396,0.0,0.0,0.0,0.0,2.5481756300011007,1.0,7.74036850921273,1.0,2.5481756300011,1.0
neos-4722843-widden,0,2651.33,1099.9,11357,3196,41135.66894980005,40610.82132693651,0.0,0.0,0.0,0.0,2.4105191381034636,1.0,3.5535043804755944,1.0,1.0129238366946156,1.0
neos-4722843-widden,1,1033.65,1359.6,3376,4991,36234.84384829133,32766.72771966582,0.0,0.0,0.0,0.0,0.760260370697264,1.0,0.6764175515928672,1.0,1.1058426144440425,1.0
neos-4722843-widden,2,1714.52,1598.32,7919,9232,24889.37680760002,30398.939678605213,0.0,0.0,0.0,0.0,1.0727013364032234,1.0,0.8577772963604853,1.0,0.8187580577067685,1.0
neos-4738912-atrato,1,3808.9,2792.15,324992,233679,1115.218225547576,906.1508966125087,0.0,0.0,0.0,0.0,1.36414590906649,1.0,1.3907625417773954,1.0,1.2307202141681146,1.0
neos-4738912-atrato,2,914.39,1786.7,95736,209078,197.1885587783188,272.01512592364526,0.0,0.0,0.0,0.0,0.5117758997033637,1.0,0.457896096193765,1.0,0.7249176240062095,1.0
neos-5107597-kakapo,0,2144.47,1811.4,560533,496089,79157.67134285816,76061.31493700328,0.0,0.0,0.0,0.0,1.1838743513304624,1.0,1.1299041099480134,1.0,1.0407086888836907,1.0
neos-5107597-kakapo,1,1725.41,1535.93,472393,414462,65791.30729040563,62051.676467760764,0.0,0.0,0.0,0.0,1.1233649971027326,1.0,1.1397739720408626,1.0,1.0602663946491084,1.0
neos-5107597-kakapo,2,5927.88,4448.8,1725439,1366902,141198.77281605886,124921.20967693129,0.0,0.0,0.0,0.0,1.3324671821614817,1.0,1.26229897973666,1.0,1.1303026378084575,1.0
neos-5188808-nattai,0,1251.29,1269.55,12145,11975,112030.52226645657,110133.78481286383,0.0,0.0,0.0,0.0,0.98561695088811,1.0,1.01419624217119,1.0,1.017222121775036,1.0
neos-5188808-nattai,1,1292.07,1234.26,13554,12593,116539.2023575522,106437.54315396403,0.0,0.0,0.0,0.0,1.0468377813426668,1.0,1.0763122369570397,1.0,1.09490691821941,1.0
neos-5188808-nattai,2,1380.62,1631.65,12548,16454,121752.52831080821,155900.7845829929,0.0,0.0,0.0,0.0,0.8461496031624428,1.0,0.7626109152789595,1.0,0.780961613737062,1.0
neos-5195221-niemur,0,2813.87,3679.7,47466,76893,222849.10062353854,261683.29172411998,0.0,0.0,0.0,0.0,0.7647009267059814,1.0,0.6172993640513441,1.0,0.8515985073226515,1.0
neos-5195221-niemur,1,2911.85,3187.5,25010,31424,181657.16086002917,198417.80192044048,0.0,0.0,0.0,0.0,0.9135215686274509,1.0,0.7958884928716904,1.0,0.915528541803261,1.0
neos-5195221-niemur,2,2890.78,2916.47,33779,28673,205783.3340984274,216943.33642499673,0.0,0.0,0.0,0.0,0.9911914060490937,1.0,1.1780769364907753,1.0,0.9485579851841744,1.0
neos-860300,1,13.35,14.8,2,3,254.40370040612308,255.60998437988133,0.0,0.0,0.0,0.0,0.902027027027027,1.0,0.6666666666666666,1.0,0.995280763477668,1.0
neos-960392,2,1363.87,1368.03,403,438,620.0,615.0,0.0,0.0,0.0,0.0,0.9969591310132088,1.0,0.9200913242009132,1.0,1.008130081300813,1.0
neos17,0,25.95,26.69,22460,23451,293.52685557921615,296.5690901561802,0.0,0.0,0.0,0.0,0.9722742600224803,1.0,0.957741674129035,1.0,0.9897419027203342,1.0
neos17,2,9.84,9.75,6376,6418,180.50457697735536,177.12123466819847,0.0,0.0,0.0,0.0,1.0092307692307692,1.0,0.9934559052664381,1.0,1.0191018446517432,1.0
neos5,0,1007.54,1164.17,3292114,3845856,2753.1435233333345,3266.979983333334,0.0,0.0,0.0,0.0,0.8654577939647988,1.0,0.8560159298736094,1.0,0.8427182098998578,1.0
neos5,1,1234.24,1506.52,4202380,5016275,3320.6397799999995,4249.1764,0.0,0.0,0.0,0.0,0.8192655922257919,1.0,0.83774912659294,1.0,0.7814784483882569,1.0
neos5,2,1183.51,1732.23,4100005,5988757,3204.48606,4404.868116666667,0.0,0.0,0.0,0.0,0.6832291323900406,1.0,0.6846170248684327,1.0,0.7274874014673015,1.0
net12,0,1842.42,1669.1,1211,1277,98181.66575864486,89115.28832499999,0.0,0.0,0.0,0.0,1.103840393026182,1.0,0.9483163664839468,1.0,1.1017376210530807,1.0
net12,2,1561.43,1598.93,1695,2932,86543.980717243,88630.83608448597,0.0,0.0,0.0,0.0,0.976546815682988,1.0,0.5781036834924966,1.0,0.9764545223825519,1.0
ns1830653,0,287.45,268.69,14558,18612,10758.661136892639,10019.840760110563,0.0,0.0,0.0,0.0,1.069820238937065,1.0,0.7821835375026864,1.0,1.0737357403645926,1.0
ns1830653,1,134.33,147.82,7527,10024,5233.47512365435,4837.84686305887,0.0,0.0,0.0,0.0,0.9087403598971724,1.0,0.7508978451715882,1.0,1.0817777560543393,1.0
ns1830653,2,148.24,149.87,7267,9029,4822.628189312385,4900.349430220153,0.0,0.0,0.0,0.0,0.9891239073864015,1.0,0.8048510355521099,1.0,0.9841396533013613,1.0
nw04,1,31.39,32.44,5,6,905.755435298304,907.2710413948523,0.0,0.0,0.0,0.0,0.967632552404439,1.0,0.8333333333333334,1.0,0.9983294891742404,1.0
pg,0,101.85,85.76,2687,1362,414.55623662628653,394.0229993867981,0.0,0.0,0.0,0.0,1.1876166044776117,1.0,1.9728340675477238,1.0,1.0521117733519196,1.0
pg,1,86.23,81.84,1372,812,403.30126808727306,412.03082990931597,0.0,0.0,0.0,0.0,1.0536412512218964,1.0,1.6896551724137931,1.0,0.9788133285463998,1.0
pg,2,107.44,93.53,2311,1122,386.20445054539334,422.7394842103245,0.0,0.0,0.0,0.0,1.1487223350796536,1.0,2.0597147950089125,1.0,0.91357553521839,1.0
pg5_34,0,1173.22,1342.11,148717,158032,335.5787683169813,336.7072633342497,0.0,0.0,0.0,0.0,0.8741608362950877,1.0,0.941056241773818,1.0,0.9966484387473752,1.0
pg5_34,1,1134.07,956.96,144543,135411,385.6941524919923,337.4918549371921,0.0,0.0,0.0,0.0,1.185075656244775,1.0,1.0674391297605068,1.0,1.1428250692561774,1.0
pg5_34,2,1085.15,1368.44,121673,164501,315.6171297911395,334.82405226573394,0.0,0.0,0.0,0.0,0.79298325100114,1.0,0.7396489990942304,1.0,0.942635774387705,1.0
piperout-08,0,797.03,769.39,130,107,1227.7038103234577,1237.7178041661668,0.0,0.0,0.0,0.0,1.0359245636153316,1.0,1.2149532710280373,1.0,0.991909307752541,1.0
piperout-08,1,606.54,617.54,552,797,1437.5890048378715,1437.5839750509776,0.0,0.0,0.0,0.0,0.9821873886711792,1.0,0.6925972396486826,1.0,1.0000034987777975,1.0
piperout-08,2,923.85,668.62,596,123,1457.6838990844028,1447.6695933789133,0.0,0.0,0.0,0.0,1.381726541234184,1.0,4.845528455284553,1.0,1.0069175354316282,1.0
piperout-27,2,332.32,254.35,72,125,2233.87976304776,2249.713014524865,0.0,0.0,0.0,0.0,1.3065460978965993,1.0,0.576,1.0,0.9929621016659103,1.0
pk1,0,107.55,107.76,301100,302166,5563.693037727272,5581.786995727273,0.0,0.0,0.0,0.0,0.9980512249443206,1.0,0.9964721378315231,1.0,0.9967583933220935,1.0
pk1,1,109.16,122.66,317026,355700,5634.385423181818,6359.269295363636,0.0,0.0,0.0,0.0,0.8899396706342736,1.0,0.8912735451222941,1.0,0.8860114521788988,1.0
pk1,2,112.34,126.62,328715,358285,5927.717167363637,6384.033591454545,0.0,0.0,0.0,0.0,0.8872216079608277,1.0,0.9174679375357606,1.0,0.9285222394973426,1.0
rail507,1,180.04,178.7,783,807,535.9986402298842,530.1978735632176,0.0,0.0,0.0,0.0,1.0074986010072748,1.0,0.9702602230483272,1.0,1.010940758075249,1.0
rail507,2,193.43,189.56,771,783,550.3129764367807,546.4423091954013,0.0,0.0,0.0,0.0,1.0204156995146656,1.0,0.9846743295019157,1.0,1.0070833959527743,1.0
ran14x18-disj-8,0,2109.62,1607.37,656920,507875,4720.022399515085,3831.913961206897,0.0,0.0,0.0,0.0,1.3124669491156362,1.0,1.2934678808762,1.0,1.2317662784966263,1.0
ran14x18-disj-8,1,1785.31,1299.76,564900,415692,4187.8742715517255,3301.1352254849135,0.0,0.0,0.0,0.0,1.3735689665784452,1.0,1.3589388297104588,1.0,1.2686163957238548,1.0
ran14x18-disj-8,2,1694.59,1706.14,593570,566717,4183.58199137931,4166.090366648705,0.0,0.0,0.0,0.0,0.9932303327980118,1.0,1.0473834382945986,1.0,1.004198570648067,1.0
reblock115,0,4390.48,7200.0,704168,1094405,1478.2679172660025,2030.109424200339,0.0,0.08,0.0,1.0,0.6097888888888888,1.0,0.6434254229467153,1.0,0.7281715456536502,1.0
reblock115,1,6605.46,6529.63,882785,948735,1973.6116948011038,1903.5588298217124,0.0,0.0,0.0,0.0,1.0116132154501862,1.0,0.9304863845014677,1.0,1.0368009981524724,1.0
reblock115,2,5894.68,6270.39,832788,823230,1732.8197741363647,1774.8634356313523,0.0,0.0,0.0,0.0,0.9400818768848509,1.0,1.0116103640537881,1.0,0.976311607613894,1.0
rmatr100-p10,2,160.62,161.37,827,783,1470.6039044917256,1501.2416125295508,0.0,0.0,0.0,0.0,0.9953522959657929,1.0,1.0561941251596425,1.0,0.9795917540640234,1.0
rocI-4-11,0,638.21,661.34,12970,12554,29120.536456756792,30171.967411043377,0.0,0.0,0.0,0.0,0.9650255541778813,1.0,1.0331368488131274,1.0,0.9651520585329233,1.0
rocI-4-11,1,1001.8,914.24,17602,15146,45696.66887057146,41706.32084004216,0.0,0.0,0.0,0.0,1.0957735386769338,1.0,1.162155024428892,1.0,1.0956772966340915,1.0
rocI-4-11,2,498.07,482.83,9550,8950,22732.554795173884,22035.367722231065,0.0,0.0,0.0,0.0,1.0315639044798377,1.0,1.0670391061452513,1.0,1.031639457155028,1.0
rococoC10-001000,0,765.76,883.92,53303,55404,3637.21907591623,4363.838207678881,0.0,0.0,0.0,0.0,0.8663227441397412,1.0,0.962078550285178,1.0,0.8334908176742101,1.0
rococoC10-001000,1,851.99,1049.18,63090,63513,3615.585901396161,4856.570260907502,0.0,0.0,0.0,0.0,0.812053222516632,1.0,0.9933399461527561,1.0,0.7444730966829561,1.0
rococoC10-001000,2,1626.91,1106.25,162527,108129,4950.877458115184,3926.680187609076,0.0,0.0,0.0,0.0,1.470653107344633,1.0,1.5030842789630905,1.0,1.2608303252549156,1.0
roi2alpha3n4,0,1424.8,1645.16,12529,14967,16490.963905553228,17624.966780456023,0.0,0.0,0.0,0.0,0.8660555812200637,1.0,0.8371083049375292,1.0,0.9356592900838674,1.0
roi2alpha3n4,1,1940.46,2230.29,17446,20396,21184.919493934634,22973.705347588,0.0,0.0,0.0,0.0,0.8700482896843011,1.0,0.8553637968229064,1.0,0.9221376862552488,1.0
roll3000,0,36.86,35.36,1986,2179,110.03812966581091,103.94673177219317,0.0,0.0,0.0,0.0,1.042420814479638,1.0,0.911427260211106,1.0,1.0586011487784674,1.0
roll3000,1,38.91,37.96,2149,1831,99.82461440423535,96.70039025644688,0.0,0.0,0.0,0.0,1.0250263435194942,1.0,1.1736755871108684,1.0,1.0323082889273054,1.0
roll3000,2,60.26,38.62,3736,1824,131.74724226888856,110.06377812137369,0.0,0.0,0.0,0.0,1.5603314344899017,1.0,2.0482456140350878,1.0,1.1970081757833468,1.0
s250r10,1,6366.45,6224.25,45426,45419,28982.309967563022,28445.108061298393,0.0,0.0,0.0,0.0,1.0228461260392818,1.0,1.0001541205222484,1.0,1.0188855639116214,1.0
seymour1,0,90.45,80.87,1627,1539,98.1624287543035,95.05164966818678,0.0,0.0,0.0,0.0,1.1184617287003833,1.0,1.0571799870045484,1.0,1.0327272498370734,1.0
seymour1,1,67.9,65.65,1466,1370,85.56234964084783,77.57118391310142,0.0,0.0,0.0,0.0,1.0342726580350343,1.0,1.07007299270073,1.0,1.1030171943320919,1.0
seymour1,2,72.05,72.74,1822,1685,88.61467649594047,87.60023558336744,0.0,0.0,0.0,0.0,0.9905141600219962,1.0,1.081305637982196,1.0,1.0115803445711926,1.0
